10/1/1950,140
10/2/1950,141
10/3/1950,147
10/4/1950,383
10/5/1950,489
10/6/1950,487
10/7/1950,354
10/8/1950,295
10/9/1950,263
10/10/1950,245
10/11/1950,230
10/12/1950,217
10/13/1950,209
10/14/1950,202
10/15/1950,195
10/16/1950,198
10/17/1950,308
10/18/1950,469
10/19/1950,359
10/20/1950,295
10/21/1950,267
10/22/1950,251
10/23/1950,239
10/24/1950,235
10/25/1950,384
10/26/1950,1340
10/27/1950,2950
10/28/1950,10200
10/29/1950,22700
10/30/1950,17700
10/31/1950,5490
11/1/1950,3560
11/2/1950,3240
11/3/1950,3540
11/4/1950,3320
11/5/1950,2790
11/6/1950,2330
11/7/1950,1990
11/8/1950,1850
11/9/1950,1710
11/10/1950,1490
11/11/1950,1320
11/12/1950,1190
11/13/1950,1110
11/14/1950,1050
11/15/1950,1020
11/16/1950,2730
11/17/1950,2340
11/18/1950,2520
11/19/1950,2420
11/20/1950,2400
11/21/1950,3020
11/22/1950,2470
11/23/1950,2150
11/24/1950,2070
11/25/1950,2110
11/26/1950,2070
11/27/1950,2840
11/28/1950,2760
11/29/1950,2250
11/30/1950,2170
12/1/1950,2120
12/2/1950,1910
12/3/1950,2600
12/4/1950,3800
12/5/1950,3120
12/6/1950,4330
12/7/1950,6510
12/8/1950,6780
12/9/1950,11600
12/10/1950,9240
12/11/1950,9470
12/12/1950,8310
12/13/1950,6180
12/14/1950,8340
12/15/1950,8260
12/16/1950,6530
12/17/1950,5060
12/18/1950,4180
12/19/1950,3730
12/20/1950,3430
12/21/1950,3020
12/22/1950,2730
12/23/1950,2520
12/24/1950,2370
12/25/1950,2240
12/26/1950,2090
12/27/1950,1940
12/28/1950,1820
12/29/1950,1840
12/30/1950,1740
12/31/1950,1630
1/1/1951,1530
1/2/1951,1480
1/3/1951,1470
1/4/1951,1430
1/5/1951,1380
1/6/1951,1290
1/7/1951,1240
1/8/1951,1230
1/9/1951,1210
1/10/1951,1380
1/11/1951,1520
1/12/1951,1540
1/13/1951,1420
1/14/1951,1400
1/15/1951,1590
1/16/1951,1720
1/17/1951,1990
1/18/1951,3300
1/19/1951,2620
1/20/1951,2140
1/21/1951,2020
1/22/1951,1910
1/23/1951,1870
1/24/1951,2050
1/25/1951,2090
1/26/1951,2120
1/27/1951,2170
1/28/1951,2140
1/29/1951,2030
1/30/1951,1840
1/31/1951,1760
2/1/1951,1640
2/2/1951,1610
2/3/1951,1650
2/4/1951,6240
2/5/1951,8110
2/6/1951,5540
2/7/1951,5500
2/8/1951,6340
2/9/1951,5460
2/10/1951,6130
2/11/1951,10300
2/12/1951,8470
2/13/1951,8640
2/14/1951,5150
2/15/1951,4440
2/16/1951,3970
2/17/1951,3620
2/18/1951,3260
2/19/1951,2930
2/20/1951,2750
2/21/1951,2600
2/22/1951,2430
2/23/1951,2260
2/24/1951,2130
2/25/1951,2010
2/26/1951,1920
2/27/1951,1820
2/28/1951,1730
3/1/1951,1660
3/2/1951,1590
3/3/1951,1500
3/4/1951,1540
3/5/1951,1480
3/6/1951,1460
3/7/1951,1430
3/8/1951,1440
3/9/1951,1660
3/10/1951,1510
3/11/1951,1440
3/12/1951,1420
3/13/1951,1480
3/14/1951,1730
3/15/1951,2080
3/16/1951,2430
3/17/1951,2360
3/18/1951,2250
3/19/1951,2340
3/20/1951,2560
3/21/1951,3060
3/22/1951,3180
3/23/1951,2930
3/24/1951,2840
3/25/1951,3010
3/26/1951,2980
3/27/1951,2950
3/28/1951,2880
3/29/1951,2880
3/30/1951,2770
3/31/1951,2550
4/1/1951,2400
4/2/1951,2340
4/3/1951,2540
4/4/1951,2980
4/5/1951,3610
4/6/1951,4040
4/7/1951,4230
4/8/1951,4450
4/9/1951,4680
4/10/1951,5440
4/11/1951,5220
4/12/1951,4970
4/13/1951,5260
4/14/1951,5540
4/15/1951,5240
4/16/1951,5090
4/17/1951,5800
4/18/1951,4770
4/19/1951,4450
4/20/1951,3990
4/21/1951,3720
4/22/1951,3490
4/23/1951,3400
4/24/1951,3260
4/25/1951,2800
4/26/1951,2660
4/27/1951,2620
4/28/1951,3370
4/29/1951,2800
4/30/1951,2410
5/1/1951,2220
5/2/1951,2260
5/3/1951,3760
5/4/1951,5480
5/5/1951,5260
5/6/1951,4640
5/7/1951,4230
5/8/1951,3810
5/9/1951,4050
5/10/1951,4550
5/11/1951,4730
5/12/1951,3830
5/13/1951,3260
5/14/1951,2930
5/15/1951,2930
5/16/1951,3370
5/17/1951,4120
5/18/1951,4480
5/19/1951,4230
5/20/1951,4150
5/21/1951,4150
5/22/1951,4040
5/23/1951,3960
5/24/1951,3670
5/25/1951,3560
5/26/1951,3910
5/27/1951,3890
5/28/1951,3300
5/29/1951,2700
5/30/1951,2440
5/31/1951,2160
6/1/1951,1990
6/2/1951,1880
6/3/1951,1820
6/4/1951,1810
6/5/1951,1840
6/6/1951,1690
6/7/1951,1580
6/8/1951,1470
6/9/1951,1410
6/10/1951,1460
6/11/1951,1490
6/12/1951,1490
6/13/1951,1550
6/14/1951,1530
6/15/1951,1650
6/16/1951,1660
6/17/1951,1510
6/18/1951,1310
6/19/1951,1180
6/20/1951,1110
6/21/1951,1090
6/22/1951,1140
6/23/1951,973
6/24/1951,904
6/25/1951,862
6/26/1951,820
6/27/1951,796
6/28/1951,760
6/29/1951,736
6/30/1951,710
7/1/1951,680
7/2/1951,635
7/3/1951,600
7/4/1951,605
7/5/1951,560
7/6/1951,530
7/7/1951,499
7/8/1951,481
7/9/1951,457
7/10/1951,448
7/11/1951,432
7/12/1951,418
7/13/1951,412
7/14/1951,400
7/15/1951,388
7/16/1951,377
7/17/1951,365
7/18/1951,352
7/19/1951,341
7/20/1951,328
7/21/1951,315
7/22/1951,309
7/23/1951,297
7/24/1951,289
7/25/1951,279
7/26/1951,269
7/27/1951,255
7/28/1951,247
7/29/1951,239
7/30/1951,232
7/31/1951,228
8/1/1951,220
8/2/1951,211
8/3/1951,209
8/4/1951,207
8/5/1951,200
8/6/1951,196
8/7/1951,193
8/8/1951,189
8/9/1951,184
8/10/1951,177
8/11/1951,168
8/12/1951,171
8/13/1951,171
8/14/1951,168
8/15/1951,168
8/16/1951,163
8/17/1951,160
8/18/1951,158
8/19/1951,158
8/20/1951,157
8/21/1951,158
8/22/1951,164
8/23/1951,260
8/24/1951,271
8/25/1951,245
8/26/1951,213
8/27/1951,198
8/28/1951,184
8/29/1951,174
8/30/1951,174
8/31/1951,177
9/1/1951,172
9/2/1951,171
9/3/1951,168
9/4/1951,161
9/5/1951,154
9/6/1951,154
9/7/1951,151
9/8/1951,147
9/9/1951,145
9/10/1951,145
9/11/1951,141
9/12/1951,138
9/13/1951,134
9/14/1951,130
9/15/1951,127
9/16/1951,125
9/17/1951,125
9/18/1951,126
9/19/1951,127
9/20/1951,126
9/21/1951,125
9/22/1951,124
9/23/1951,124
9/24/1951,125
9/25/1951,122
9/26/1951,122
9/27/1951,122
9/28/1951,122
9/29/1951,125
9/30/1951,140
10/1/1951,347
10/2/1951,748
10/3/1951,556
10/4/1951,377
10/5/1951,305
10/6/1951,271
10/7/1951,251
10/8/1951,232
10/9/1951,215
10/10/1951,207
10/11/1951,211
10/12/1951,253
10/13/1951,245
10/14/1951,228
10/15/1951,218
10/16/1951,230
10/17/1951,215
10/18/1951,211
10/19/1951,209
10/20/1951,207
10/21/1951,202
10/22/1951,198
10/23/1951,278
10/24/1951,620
10/25/1951,484
10/26/1951,388
10/27/1951,343
10/28/1951,318
10/29/1951,303
10/30/1951,289
10/31/1951,273
11/1/1951,261
11/2/1951,255
11/3/1951,247
11/4/1951,243
11/5/1951,239
11/6/1951,234
11/7/1951,228
11/8/1951,224
11/9/1951,220
11/10/1951,290
11/11/1951,720
11/12/1951,820
11/13/1951,710
11/14/1951,695
11/15/1951,695
11/16/1951,552
11/17/1951,478
11/18/1951,430
11/19/1951,469
11/20/1951,1190
11/21/1951,924
11/22/1951,680
11/23/1951,560
11/24/1951,502
11/25/1951,508
11/26/1951,938
