Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,nan,nan,3.480760392713857,4.416466223496462,nan,nan,2.248426543985805,nan,nan,nan,67.99555915800241,nan,5.521894370628397,3.063124226518622,nan,nan,158.98576441394073,5.168655122796439,nan,nan,nan,34.00853378042965,7.498233826132427,308.79001066335,9.93114758324753,13.94956941899875,nan,12.97738035198543,nan,nan,nan,6.002016840204324,92.99181060802788,nan,3.1742030847747875,nan,nan,3.683537192336243,nan,nan,nan,nan,nan,2.5007036725126373,nan,3.489385673241411,199.97678162088127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.79897167166727,259.92746780869277,15.77765554978143,nan,1.929763406723101,nan,nan
FA_Tim,nan,nan,nan,44.0,63.0,nan,nan,19.0,nan,nan,nan,63.0,nan,50.0,42.0,nan,nan,5.0,13.0,nan,nan,nan,18.0,42.0,64.0,10.0,0.0,nan,54.0,nan,nan,nan,22.0,1.0,nan,59.0,nan,nan,55.0,nan,nan,nan,nan,nan,3.0,nan,28.0,66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.0,73.0,5.0,nan,62.0,nan,nan
FA_Dur,nan,nan,nan,6.0,6.0,nan,nan,3.0,nan,nan,nan,6.0,nan,3.0,5.0,nan,nan,2.0,4.0,nan,nan,nan,3.0,7.0,9.0,4.0,4.0,nan,6.0,nan,nan,nan,6.0,8.0,nan,3.0,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,7.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,4.0,3.0,nan,7.0,nan,nan
Wet_BFL_Mag_10,1.6,10.0,8.8,2.36,5.7,2.4,1.2,34.5,3.8999999999999995,2.0,1.0,1.4,2.34,1.7,5.9,15.1,33.0,nan,347.7,18.0,12.2,1.22,20.3,25.0,16.0,2.4400000000000004,nan,193.30000000000007,14.0,16.2,14.400000000000002,12.4,196.6,nan,13.3,15.0,1.48,6.4,2.2199999999999998,nan,5.9,16.0,77.4,10.600000000000001,157.9,9.0,17.72000000000001,203.4000000000002,25.0,nan,nan,nan,nan,nan,nan,nan,nan,15.16,7.698,70.98,35.4,7.7379999999999995,0.649,1.373,0.199
Wet_BFL_Mag_50,2.0,128.0,17.0,17.0,10.5,21.0,4.1,198.5,26.0,8.2,1.4,213.0,9.8,2.5,9.7,39.0,112.0,nan,589.5,22.0,24.0,2.45,165.0,48.0,52.5,11.0,nan,450.0,69.0,674.0,42.0,127.0,384.0,nan,20.0,120.0,10.0,11.0,16.0,nan,53.0,146.5,221.0,20.0,296.0,50.0,48.0,550.0,41.5,nan,nan,nan,nan,nan,nan,nan,nan,137.0,39.5,110.0,102.5,40.4,1.3,1.87,0.26
Wet_Tim,35.0,86.0,42.0,105.0,105.0,78.0,93.0,113.0,123.0,110.0,19.0,120.0,122.0,103.0,94.0,42.0,47.0,nan,103.0,96.0,49.0,69.0,102.0,85.0,117.0,119.0,nan,122.0,75.0,129.0,112.0,154.0,107.0,27.0,70.0,118.0,137.0,104.0,121.0,344.0,146.0,122.0,85.0,67.0,92.0,119.0,62.0,111.0,108.0,nan,nan,nan,nan,nan,nan,nan,nan,89.0,112.0,99.0,70.0,160.0,74.0,138.0,57.0
Wet_BFL_Dur,179.0,95.0,172.0,80.0,118.0,149.0,143.0,76.0,20.0,105.0,221.0,42.0,90.0,120.0,110.0,92.0,161.0,nan,88.0,60.0,163.0,22.0,74.0,102.0,82.0,80.0,nan,80.0,108.0,33.0,93.0,43.0,99.0,nan,114.0,53.0,39.0,106.0,37.0,nan,35.0,60.0,95.0,167.0,84.0,124.0,77.0,117.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,63.0,85.0,107.0,106.0,43.0,90.0,18.0,20.0
Peak_2,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,nan,nan,nan,nan,nan,nan,nan,nan,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0
Peak_5,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,nan,nan,nan,nan,nan,nan,nan,nan,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0,2424.0
Peak_10,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,nan,nan,nan,nan,nan,nan,nan,nan,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986,3585.9999999999986
