Year,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_5,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,nan,522.5999999999998,522.5999999999998,522.5999999999998,nan,nan,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,nan,nan,nan,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,nan,522.5999999999998,522.5999999999998,522.5999999999998,522.5999999999998,nan,522.5999999999998,522.5999999999998,522.5999999999998,nan,nan,nan
Peak_Dur_10,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,nan,396.4000000000003,396.4000000000003,396.4000000000003,nan,nan,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,nan,nan,nan,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,nan,396.4000000000003,396.4000000000003,396.4000000000003,396.4000000000003,nan,396.4000000000003,396.4000000000003,396.4000000000003,nan,nan,nan
Peak_Dur_20,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_20,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_20,182.8,182.8,182.8,182.8,182.8,nan,182.8,182.8,182.8,nan,nan,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,nan,nan,nan,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,nan,182.8,182.8,182.8,182.8,nan,182.8,182.8,182.8,nan,nan,nan
Peak_Dur_50,3.0,nan,16.0,1.0,nan,nan,4.0,nan,1.0,nan,nan,9.0,1.0,5.0,nan,1.0,24.0,1.0,nan,8.0,nan,nan,nan,nan,nan,3.0,12.0,nan,23.0,nan,5.0,12.0,nan,nan,3.0,nan,1.0,nan,13.0,1.0,nan,2.0,nan,3.0,7.0,nan,nan,nan,nan
Peak_Fre_50,2.0,nan,4.0,1.0,nan,nan,3.0,nan,1.0,nan,nan,4.0,1.0,2.0,nan,1.0,10.0,1.0,nan,3.0,nan,nan,nan,nan,nan,2.0,5.0,nan,3.0,nan,3.0,6.0,nan,nan,1.0,nan,1.0,nan,5.0,1.0,nan,1.0,nan,2.0,4.0,nan,nan,nan,nan
Peak_50,52.0,52.0,52.0,52.0,52.0,nan,52.0,52.0,52.0,nan,nan,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,nan,nan,nan,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,nan,52.0,52.0,52.0,52.0,nan,52.0,52.0,52.0,nan,nan,nan
Dur_2,6.0,nan,34.0,1.0,nan,nan,14.0,nan,3.0,nan,nan,24.0,3.0,10.0,nan,3.0,75.0,3.0,nan,14.0,1.0,nan,nan,nan,nan,6.0,28.0,nan,38.0,3.0,9.0,27.0,nan,1.0,3.0,nan,2.0,nan,21.0,5.0,nan,3.0,nan,3.0,18.0,nan,nan,nan,nan
Fre_2,4.0,nan,7.0,1.0,nan,nan,6.0,nan,3.0,nan,nan,3.0,3.0,4.0,nan,2.0,4.0,1.0,nan,5.0,1.0,nan,nan,nan,nan,4.0,5.0,nan,4.0,3.0,5.0,6.0,nan,1.0,1.0,nan,1.0,nan,7.0,3.0,nan,2.0,nan,2.0,5.0,nan,nan,nan,nan
High_2,29.0,29.0,29.0,29.0,29.0,nan,29.0,29.0,29.0,nan,nan,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,nan,nan,nan,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,nan,29.0,29.0,29.0,29.0,nan,29.0,29.0,29.0,nan,nan,nan
Dur_5,31.0,nan,81.0,5.0,3.0,nan,39.0,7.0,7.0,nan,nan,54.0,10.0,30.0,3.0,8.0,129.0,5.0,nan,36.0,3.0,3.0,nan,nan,nan,10.0,90.0,1.0,76.0,12.0,27.0,97.0,nan,4.0,7.0,nan,3.0,nan,39.0,9.0,nan,7.0,nan,15.0,44.0,nan,nan,nan,nan
Fre_5,7.0,nan,3.0,3.0,2.0,nan,8.0,3.0,3.0,nan,nan,10.0,4.0,3.0,3.0,3.0,3.0,1.0,nan,5.0,2.0,3.0,nan,nan,nan,6.0,4.0,1.0,10.0,6.0,5.0,5.0,nan,3.0,3.0,nan,2.0,nan,5.0,4.0,nan,3.0,nan,5.0,7.0,nan,nan,nan,nan
High_5,12.0,12.0,12.0,12.0,12.0,nan,12.0,12.0,12.0,nan,nan,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan,nan,nan,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan,12.0,12.0,12.0,12.0,nan,12.0,12.0,12.0,nan,nan,nan
Dur_10,88.0,nan,128.0,13.0,9.0,nan,78.0,16.0,27.0,nan,nan,102.0,52.0,68.0,14.0,20.0,169.0,22.0,nan,52.0,5.0,5.0,nan,nan,nan,21.0,134.0,3.0,130.0,39.0,67.0,149.0,3.0,17.0,28.0,nan,7.0,nan,119.0,35.0,nan,11.0,nan,34.0,100.0,nan,nan,nan,nan
Fre_10,4.0,nan,3.0,3.0,5.0,nan,3.0,4.0,7.0,nan,nan,6.0,6.0,5.0,6.0,3.0,5.0,4.0,nan,3.0,2.0,3.0,nan,nan,nan,5.0,4.0,2.0,5.0,5.0,6.0,4.0,2.0,6.0,2.0,nan,4.0,nan,6.0,5.0,nan,3.0,nan,7.0,6.0,nan,nan,nan,nan
High_10,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,nan,5.457000000000007,5.457000000000007,5.457000000000007,nan,nan,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,nan,nan,nan,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,nan,5.457000000000007,5.457000000000007,5.457000000000007,5.457000000000007,nan,5.457000000000007,5.457000000000007,5.457000000000007,nan,nan,nan
Dur_20,156.0,19.0,173.0,47.0,31.0,nan,135.0,82.0,98.0,nan,nan,176.0,144.0,142.0,45.0,65.0,234.0,113.0,3.0,78.0,13.0,11.0,nan,nan,nan,62.0,168.0,22.0,185.0,85.0,134.0,209.0,80.0,59.0,84.0,nan,14.0,nan,180.0,120.0,nan,38.0,nan,125.0,157.0,2.0,nan,nan,nan
Fre_20,6.0,8.0,3.0,4.0,7.0,nan,6.0,4.0,4.0,nan,nan,5.0,4.0,4.0,5.0,6.0,8.0,4.0,2.0,4.0,5.0,5.0,nan,nan,nan,5.0,4.0,6.0,2.0,4.0,3.0,4.0,6.0,4.0,4.0,nan,4.0,nan,4.0,2.0,nan,3.0,nan,3.0,5.0,2.0,nan,nan,nan
High_20,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,nan,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,nan,nan,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,1.7000000000000002,1.7000000000000002,1.7000000000000002,nan,nan,nan
