Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_10,3.0,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,2.0,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,nan,868.0,868.0
Peak_Dur_20,4.0,4.0,3.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,3.0,2.0,2.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,nan,693.0,693.0
Peak_Dur_50,6.0,6.0,7.0,6.0,1.0,2.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan
Peak_Fre_50,4.0,4.0,5.0,4.0,1.0,2.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan
Peak_50,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,nan,552.0,552.0
Dur_2,20.0,22.0,17.0,20.0,6.0,9.0,1.0,1.0,6.0,4.0,9.0,7.0,2.0,8.0,4.0,3.0,10.0,1.0,nan,nan,1.0
Fre_2,8.0,10.0,7.0,9.0,4.0,5.0,1.0,1.0,4.0,3.0,6.0,5.0,1.0,5.0,2.0,1.0,6.0,1.0,nan,nan,1.0
High_2,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,nan,229.0,229.0
Dur_5,37.0,54.0,27.0,42.0,18.0,20.0,8.0,7.0,15.0,8.0,30.0,35.0,5.0,16.0,8.0,15.0,22.0,2.0,nan,nan,5.0
Fre_5,4.0,5.0,6.0,8.0,8.0,5.0,4.0,5.0,7.0,4.0,9.0,12.0,1.0,4.0,2.0,6.0,5.0,2.0,nan,nan,3.0
High_5,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,93.90999999999985,nan,93.90999999999985,93.90999999999985
Dur_10,59.0,76.0,49.0,94.0,58.0,39.0,26.0,14.0,35.0,24.0,65.0,71.0,10.0,23.0,18.0,33.0,44.0,5.0,nan,2.0,9.0
Fre_10,5.0,3.0,8.0,5.0,9.0,2.0,3.0,5.0,6.0,7.0,6.0,6.0,4.0,3.0,3.0,6.0,6.0,3.0,nan,1.0,4.0
High_10,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,nan,39.0,39.0
Dur_20,133.0,111.0,102.0,165.0,111.0,62.0,39.0,52.0,66.0,46.0,119.0,135.0,28.0,48.0,39.0,101.0,97.0,21.0,nan,3.0,17.0
Fre_20,6.0,6.0,2.0,6.0,2.0,3.0,4.0,9.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,2.0,5.0,6.0,nan,1.0,2.0
High_20,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,nan,12.6,12.6
