Year,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
Avg,27.854754098360655,15.570109589041095,44.94802739726027,36.50641095890411,33.18338797814208,20.456054794520547,27.97756164383562,16.131753424657536,15.221885245901637,23.873479452054795
Std,36.06899293255969,19.917380528354574,61.86288886822646,51.46411952904282,42.14255143589515,27.836884131202325,53.20668197118842,18.906358144692092,25.439973611912603,31.851368404878247
CV,1.2948953993703527,1.279206187628459,1.3763204405272123,1.4097282690149096,1.2699894134876908,1.3608139209061387,1.9017626571081687,1.1719964747163534,1.6712761396465066,1.3341736996840146
SP_Tim,206.0,nan,199.0,224.0,253.0,183.0,167.0,170.0,254.0,187.0
SP_Mag,32.0,13.0,190.0,36.0,29.0,58.0,129.0,65.0,34.0,115.0
SP_Dur,56.0,nan,51.0,36.0,36.0,97.0,110.0,61.0,65.0,42.0
SP_ROC,0.054093567251461985,nan,0.05555555555555562,0.05882352941176463,0.04347826086956532,0.05505050505050503,0.05882352941176469,0.0658008658008658,0.058823529411764705,0.07142857142857142
DS_Tim,262.0,221.0,250.0,260.0,289.0,280.0,277.0,231.0,319.0,229.0
DS_Mag_90,5.2,8.0,4.1,6.280000000000001,5.190000000000001,22.19999999999999,7.17,3.55,1.5,8.1
DS_Mag_50,2.0,2.8,1.2,3.2,2.3,2.0,2.6,0.76,0.77,1.7
DS_Dur_WS,152.0,182.0,159.0,142.0,92.0,185.0,134.0,186.0,83.0,173.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,19.0,13.0,9.0,5.0,nan,9.0,22.0,0.0,nan,nan
FA_Mag,24.98068372856452,4.759380910244269,10.9856811442792,3.847618953965992,nan,6.485270492755158,28.98694141155574,4.633570057621251,nan,nan
Wet_Tim,19.0,48.0,37.0,43.0,36.0,15.0,99.0,45.0,51.0,36.0
FA_Dur,3.0,4.0,2.0,4.0,nan,7.0,4.0,6.0,nan,nan
Wet_BFL_Mag_10,21.6,nan,30.1,19.0,18.0,10.0,23.1,15.0,5.22,12.0
Wet_BFL_Mag_50,36.0,nan,79.0,46.0,41.0,24.0,76.5,28.0,9.9,40.0
Wet_BFL_Dur,187.0,nan,162.0,181.0,217.0,168.0,68.0,125.0,203.0,151.0
Peak_Dur_2,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_2,433.12,433.12,433.12,433.12,433.12,433.12,433.12,433.12,433.12,433.12
Peak_Dur_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_5,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995,428.79999999999995
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_10,421.6,421.6,421.6,421.6,421.6,421.6,421.6,421.6,421.6,421.6
Peak_Dur_20,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_20,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan
Peak_20,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0
Peak_Dur_50,1.0,nan,3.0,3.0,1.0,nan,7.0,nan,nan,nan
Peak_Fre_50,1.0,nan,1.0,2.0,1.0,nan,1.0,nan,nan,nan
Peak_50,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5
Dur_2,7.0,nan,26.0,17.0,9.0,1.0,9.0,nan,2.0,3.0
Fre_2,3.0,nan,9.0,6.0,2.0,1.0,1.0,nan,2.0,2.0
High_2,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997,154.8199999999997
Dur_5,15.0,1.0,60.0,40.0,17.0,11.0,23.0,nan,7.0,10.0
Fre_5,3.0,1.0,9.0,8.0,3.0,3.0,4.0,nan,3.0,4.0
High_5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Dur_10,27.0,10.0,94.0,64.0,47.0,30.0,40.0,5.0,15.0,34.0
Fre_10,5.0,5.0,10.0,6.0,7.0,3.0,5.0,3.0,4.0,6.0
High_10,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991,69.09999999999991
Dur_20,80.0,43.0,130.0,101.0,104.0,55.0,70.0,50.0,32.0,80.0
Fre_20,8.0,6.0,4.0,8.0,10.0,4.0,4.0,5.0,6.0,4.0
High_20,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
