Year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
Avg,2.8498630136986303,0.49453551912568305,0.7991780821917807,3.546301369863014,3.0868493150684935,0.17677595628415302,nan,1.937087912087912,10.807945205479454,6.7046448087431685,20.645479452054797,14.687397260273972,2.8586301369863016,0.0,27.209315068493154,3.8263013698630135,2.9887671232876714,0.0,0.0,19.609041095890408,3.17531506849315,19.50650273224044,4.124630136986301,10.27723287671233,55.15128767123287,19.732267759562845,0.38293150684931504
Std,28.590678263078658,3.696516256494856,4.925769463129915,27.910212571246923,17.870357860803583,0.7815715491344573,nan,12.66884095251746,50.15889128788509,57.33976490733056,64.42390828734858,66.5133058483006,17.50708547871666,0.0,99.11065779507248,12.618684505482424,19.491715412269176,0.0,0.0,97.19502439720695,24.843796794115573,95.14428455455186,31.317236117095106,45.427790387232314,217.95768411281438,137.53757606994557,1.3361340299511946
CV,10.032299140572688,7.474723479984074,6.163544237375452,7.870231449710388,5.789190218508305,4.421254821997084,nan,6.540147648158213,4.640927607817195,8.552244979861849,3.120484968002844,4.528597182307023,6.124291929970846,nan,3.642526742976967,3.297880455750455,6.521657462167246,nan,nan,4.956643413714745,7.824041475640157,4.87756754045393,7.592738033955532,4.420235576267742,3.951996287232691,6.970185978917237,3.4892245899133294
SP_Tim,142.0,134.0,128.0,160.0,199.0,116.0,nan,130.0,209.0,145.0,163.0,159.0,111.0,nan,174.0,202.0,175.0,nan,nan,162.0,181.0,160.0,175.0,196.0,213.0,89.0,196.0
SP_Mag,469.0,61.0,72.0,144.0,153.0,12.0,nan,132.0,183.0,289.0,368.0,27.0,212.0,nan,146.0,5.2,333.0,nan,nan,173.0,380.0,195.0,310.0,180.0,137.0,1250.0,0.25
SP_Dur,24.0,90.0,108.0,14.0,35.0,111.0,nan,34.0,67.0,84.0,36.0,36.0,106.0,nan,32.0,22.0,28.0,nan,nan,35.0,18.0,20.0,15.0,31.0,25.0,134.0,15.0
SP_ROC,0.1081081081081082,0.2222222222222223,0.19999999999999996,0.1250000000000001,0.1250000000000001,1.0,nan,0.09999999999999998,0.19210526315789467,0.150375939849624,0.07523584905660372,0.08578431372549021,0.16666666666666663,nan,0.08695652173913043,0.33333333333333326,0.09545454545454546,nan,nan,0.08893280632411067,0.36754385964912284,0.10056179775280902,0.08108108108108115,0.08666666666666664,0.07217261904761901,0.08641975308641967,0.13068181818181815
DS_Tim,166.0,224.0,236.0,174.0,234.0,227.0,nan,164.0,276.0,229.0,199.0,195.0,217.0,nan,206.0,224.0,203.0,nan,nan,197.0,199.0,180.0,190.0,227.0,238.0,223.0,211.0
DS_Mag_90,0.5,0.0,0.0,0.5,0.2,nan,nan,0.6,0.0,0.2,4.1,0.8,nan,nan,1.4,0.0,nan,nan,nan,0.6,0.21000000000000002,2.0,0.6720000000000004,5.340000000000003,2.8,0.19,0.058000000000000114
DS_Mag_50,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
