Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,34.0,73.0,9.0,nan,nan,nan,nan,nan,nan,39.0,nan,nan,nan,67.0,31.0,12.0,23.0,4.0,21.0,50.0,25.0
FA_Mag,2.762717650709914,4.340628891058557,4.386971237393864,nan,nan,nan,nan,nan,nan,3.4436701104520315,nan,nan,nan,2.011068291989359,4.24842641316014,3.391052767681605,10.814569682331607,4.099236388135391,2.8748129094010313,2.110372909355717,1.2817293256887932
Wet_Tim,80.0,98.0,77.0,91.0,101.0,109.0,46.0,35.0,32.0,55.0,nan,nan,17.0,68.0,100.0,94.0,46.0,99.0,32.0,107.0,25.0
FA_Dur,7.0,6.0,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,3.0,3.0,9.0,2.0,3.0,3.0,4.0
Wet_BFL_Mag_10,2.0,2.0,1.7,2.32,1.7,1.7100000000000002,1.5,1.4,1.1,1.6,nan,nan,1.5,1.6,1.5,1.7,1.7100000000000002,1.9,1.2,0.89,0.8400000000000003
Wet_BFL_Mag_50,8.35,2.4,12.0,4.0,2.4,2.65,1.8,1.8,1.8,1.9,nan,nan,1.8,2.5,2.05,2.5,5.0,2.3,2.1,1.9,1.8
Wet_BFL_Dur,138.0,136.0,45.0,153.0,115.0,52.0,195.0,126.0,185.0,190.0,nan,nan,203.0,157.0,120.0,149.0,192.0,172.0,128.0,86.0,185.0
Peak_Dur_2,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,nan,nan,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014,256.72000000000014
Peak_Dur_5,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,nan,nan,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947,122.79999999999947
Peak_Dur_10,nan,1.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,nan,nan,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997,67.59999999999997
Peak_Dur_20,3.0,1.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_20,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_20,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,nan,nan,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006,46.400000000000006
Peak_Dur_50,22.0,6.0,17.0,14.0,4.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,1.0,1.0,nan,nan
Peak_Fre_50,4.0,3.0,4.0,4.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,1.0,1.0,nan,nan
Peak_50,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,nan,nan,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Dur_2,40.0,11.0,23.0,33.0,9.0,8.0,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,29.0,3.0,4.0,nan,nan
Fre_2,5.0,4.0,3.0,5.0,5.0,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,4.0,2.0,1.0,nan,nan
High_2,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,nan,nan,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Dur_5,72.0,23.0,36.0,48.0,25.0,19.0,nan,nan,7.0,14.0,nan,nan,3.0,9.0,6.0,nan,63.0,7.0,15.0,1.0,nan
Fre_5,6.0,6.0,4.0,4.0,3.0,3.0,nan,nan,3.0,7.0,nan,nan,1.0,3.0,3.0,nan,10.0,3.0,3.0,1.0,nan
High_5,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,nan,nan,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944,9.234999999999944
Dur_10,97.0,45.0,57.0,74.0,40.0,30.0,2.0,9.0,32.0,51.0,nan,nan,15.0,42.0,18.0,16.0,104.0,20.0,33.0,13.0,2.0
Fre_10,3.0,8.0,6.0,9.0,3.0,4.0,2.0,4.0,11.0,7.0,nan,nan,5.0,5.0,5.0,7.0,11.0,8.0,6.0,5.0,1.0
High_10,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,nan,nan,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
Dur_20,127.0,71.0,78.0,161.0,101.0,44.0,15.0,20.0,67.0,85.0,nan,nan,52.0,76.0,48.0,82.0,183.0,90.0,50.0,43.0,25.0
Fre_20,14.0,14.0,9.0,10.0,10.0,9.0,7.0,6.0,16.0,10.0,nan,nan,9.0,5.0,13.0,10.0,10.0,9.0,10.0,8.0,11.0
High_20,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,nan,nan,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
