Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,1008.632602739726,1027.7639344262295,999.4967123287671,1013.5260273972602,497.9145205479452,1364.1950819672131,678.5446575342465,1389.4082191780822,678.5443835616438,644.3251366120219,809.713698630137,576.7232876712329,1064.4630136986302,627.7781420765027,1092.5052054794521,743.1671232876712,852.4945205479452,653.2368852459017,1220.4931506849316,1007.8928767123289,1198.0208219178082,902.3516393442624,774.0416438356165,1609.6041095890412,992.8676712328768,506.04918032786884,95.66000000000001,1156.6849315068494,457.02849315068494,897.2868852459017,492.02958904109585,1319.6917808219177,1442.1123287671232,1040.4535519125684,608.9369863013699,1007.8980821917808,557.6419178082191,542.0789617486339,787.5331506849315,486.6128767123288,323.8578082191781,362.89918032786886,1045.8164383561643,349.8164383561644,1487.1200000000001,1036.6844262295083,1054.0684931506848,1298.2849315068493,958.6098630136986,705.6363387978142,304.58109589041095,797.0088767123289,1103.3665205479454,807.884344262295,748.2379178082191,1325.405506849315,578.4834520547946,599.8044808743169,570.3611232876713,803.9061095890411,1010.1278356164385,640.9416939890712,575.5145205479452,301.8685205479452,531.164493150685
Std,2020.5454227177938,1862.325733926727,1941.93650994226,2357.0025026010853,957.0856585146175,3410.93612993405,1451.3109917777856,2393.881364963913,1937.5105103601702,1717.4690202571383,1554.2952314993643,1160.6627913442858,2072.7616286442485,1493.2490449461582,2835.358761509036,1841.9089582348988,1753.423528273823,1536.1554402081217,2544.3211611339834,2667.728827751241,2399.8958037893854,1803.6349881187616,1525.3269294181678,3099.2027743001404,2130.338369803952,1037.6124142334936,152.39719765158014,2024.0348857023348,881.2743618685219,1691.7978016230657,1047.620390362163,2447.509589327538,2448.4199637499073,1778.131260030378,1322.7874094726676,2674.987919598203,1110.7102399454188,1420.9589926401966,1518.2286500680104,981.8842464342904,849.5933024305936,724.015574640306,1878.2327387415187,661.8834278056469,3267.7937386175317,1954.220868938187,2971.801101969116,2259.0300042075423,1612.4197733675176,1500.0800059963049,476.3387064176874,1563.3151152166236,2430.439024350703,1831.6065009182487,1114.7309531463247,2480.4240391785593,1029.2998649520339,1132.9057544004675,1250.5529855055406,1199.3579916464619,1396.8695994609,1460.0160859741038,1536.437526911712,856.4985144754387,1476.3239156644538
CV,2.0032521427816548,1.8120170124148294,1.942914354783284,2.325547088962164,1.9221886870488603,2.500328710330322,2.138858475507984,1.7229503409588554,2.8553924508081243,2.665531612328367,1.919561487139097,2.0125124408118813,1.9472368715209176,2.3786254169457637,2.595281695032952,2.4784586138398343,2.056815012895099,2.3516054817233076,2.0846664806812965,2.646837664388673,2.0032171059828485,1.9988161039187125,1.9706006021325928,1.925444123705312,2.1456417924844304,2.050418130429982,1.5931130843777976,1.749858436441773,1.9282700642866935,1.8854591875144013,2.1291816868246567,1.8546069808839785,1.6978011455203956,1.7089962898985789,2.172289480241893,2.6540262025116266,1.991798328775219,2.621313669979884,1.927828242846133,2.0177933906478835,2.6233528445780503,1.9950873793271702,1.7959487629528594,1.8920878358830941,2.197397478762663,1.8850682227819522,2.8193624240548103,1.7400109555193004,1.682039623813547,2.1258542446268804,1.5639142180678056,1.9614776709455446,2.2027485691189157,2.267164246870939,1.489808156758024,1.8714454001891798,1.7793073618543844,1.888791748853001,2.1925635083560966,1.4919130198669306,1.382864178382382,2.2779234049938384,2.669676388788376,2.8373230601214767,2.779410022133461
SP_Tim,219.0,224.0,254.0,190.0,207.0,173.0,234.0,197.0,184.0,242.0,226.0,213.0,222.0,170.0,204.0,197.0,225.0,171.0,226.0,162.0,202.0,198.0,186.0,184.0,210.0,196.0,227.0,231.0,223.0,226.0,235.0,198.0,213.0,219.0,186.0,163.0,167.0,125.0,nan,246.0,234.0,203.0,246.0,232.0,216.0,238.0,156.0,244.0,239.0,227.0,206.0,203.0,214.0,208.0,264.0,201.0,219.0,210.0,220.0,251.0,248.0,199.0,193.0,184.0,133.0
SP_Mag,1180.0,1630.0,1440.0,7610.0,2040.0,1290.0,4580.0,2370.0,2300.0,5500.0,3360.0,646.0,2110.0,1020.0,8000.0,1750.0,1630.0,4390.0,707.0,2650.0,1640.0,2100.0,1400.0,16600.0,3130.0,1910.0,202.0,772.0,2380.0,562.0,562.0,10500.0,2870.0,1230.0,2460.0,5880.0,6400.0,1480.0,890.0,4870.0,510.0,3890.0,4700.0,494.0,2760.0,1510.0,1870.0,1350.0,493.0,598.0,975.0,404.0,6310.0,1240.0,2790.0,3020.0,740.0,796.0,6840.0,1280.0,846.0,3280.0,1700.0,4130.0,13500.0
SP_Dur,31.0,37.0,28.0,38.0,57.0,95.0,31.0,32.0,35.0,25.0,39.0,35.0,42.0,67.0,21.0,40.0,41.0,44.0,28.0,25.0,33.0,44.0,42.0,41.0,34.0,40.0,52.0,18.0,32.0,19.0,32.0,55.0,51.0,22.0,42.0,84.0,38.0,151.0,nan,47.0,39.0,43.0,32.0,37.0,31.0,25.0,77.0,29.0,25.0,38.0,52.0,20.0,42.0,31.0,36.0,48.0,28.0,46.0,25.0,38.0,38.0,42.0,23.0,34.0,94.0
SP_ROC,0.059456661430815363,0.054920196053789117,0.06299212598425197,0.06593406593406594,0.06951871657754011,0.05737704918032787,0.07333425173348027,0.08203125,0.05333333333333334,0.06686032077064402,0.06960866138081329,0.057088122605363986,0.047619047619047616,0.046875,0.08644278606965174,0.04929577464788732,0.059113300492610835,0.059233449477351915,0.05508760107816711,0.09090909090909091,0.06086956521739131,0.06320196038390852,0.05028194048604088,0.06374501992031872,0.058693244739756366,0.05721064500636863,0.05263157894736842,0.05214723926380368,0.06293706293706294,0.054150154714727755,0.05733054643177068,0.0527448869752422,0.05357142857142857,0.0744466800804829,0.04943548824838517,0.08222183812020473,0.07211538461538461,0.05839727195225916,nan,0.06666666666666667,0.056649149372049526,0.05896841495218777,0.08620689655172414,0.04946219035202086,0.07095083936855456,0.06697680214325766,0.06779661016949153,0.06110074626865672,0.053297840875480625,0.06401967033967762,0.05,0.05555555555555555,0.06748073503260225,0.0625,0.06,0.06697819314641744,0.05333333333333334,0.051546391752577324,0.07391817222325697,0.05601344621513944,0.04878048780487805,0.06278745644599304,0.06785629967734319,0.0752212389380531,0.07456140350877193
DS_Tim,250.0,261.0,282.0,228.0,264.0,268.0,265.0,229.0,219.0,267.0,265.0,248.0,264.0,237.0,225.0,237.0,266.0,215.0,254.0,187.0,235.0,242.0,228.0,225.0,244.0,236.0,279.0,249.0,255.0,245.0,267.0,253.0,264.0,241.0,228.0,247.0,205.0,276.0,200.0,293.0,273.0,246.0,278.0,269.0,247.0,263.0,233.0,273.0,264.0,265.0,258.0,223.0,256.0,239.0,300.0,249.0,247.0,256.0,245.0,289.0,286.0,241.0,216.0,218.0,227.0
DS_Mag_90,66.80000000000001,85.00000000000006,78.40000000000003,104.0,44.5,278.39999999999986,528.9,210.2000000000001,104.0,62.599999999999994,58.19999999999999,70.80000000000001,67.80000000000001,117.2000000000001,109.60000000000002,72.20000000000005,61.5,120.0,99.80000000000007,161.39999999999998,141.60000000000002,384.6,94.19999999999999,133.1,112.40000000000003,83.80000000000001,222.8,103.19999999999999,57.400000000000034,82.0,54.70000000000002,109.0,102.80000000000001,141.80000000000007,86.70000000000002,321.0,93.80000000000001,44.20000000000002,250.2000000000001,74.4,87.00000000000011,96.30000000000013,70.80000000000007,34.400000000000006,137.5,94.20000000000002,125.70000000000002,71.4,53.400000000000006,50.80000000000001,37.0,99.27000000000004,95.1,86.8,141.79999999999998,83.02000000000002,91.63,88.05,160.7999999999999,40.85,154.40000000000003,98.34,74.94000000000003,114.40000000000003,64.13999999999996
DS_Mag_50,18.0,14.0,34.0,25.0,17.5,39.0,35.0,40.0,21.0,16.0,19.0,22.0,22.0,20.0,20.0,14.0,26.0,24.0,29.0,25.0,32.0,35.0,24.0,25.0,23.0,20.0,14.0,26.5,14.0,19.0,13.0,22.0,38.0,24.0,14.0,40.0,13.0,10.0,27.0,21.0,13.5,15.0,20.5,8.0,16.0,17.0,32.5,16.0,13.0,14.0,7.0,8.265,13.75,15.6,18.15,12.2,22.8,14.850000000000001,23.95,15.350000000000001,42.0,21.2,23.05,9.71,7.63
DS_Dur_WS,153.0,163.0,122.0,172.0,146.0,195.0,138.0,214.0,255.0,138.0,150.0,122.0,109.0,179.0,173.0,168.0,156.0,177.0,178.0,210.0,167.0,185.0,155.0,200.0,142.0,257.0,129.0,210.0,125.0,171.0,122.0,156.0,129.0,149.0,194.0,191.0,212.0,127.0,183.0,167.0,168.0,178.0,144.0,147.0,176.0,147.0,174.0,134.0,137.0,157.0,147.0,208.0,166.0,181.0,118.0,153.0,178.0,186.0,190.0,96.0,183.0,167.0,268.0,189.0,180.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,2.0,nan,18.0,19.0,nan,26.0,9.0,44.0,nan,7.0,27.0,nan,nan,42.0,nan,nan,2.0,12.0,16.0,nan,0.0,11.0,nan,28.0,10.0,45.0,29.0,51.0,nan,14.0,9.0,29.0,nan,nan,22.0,0.0,nan,nan,nan,31.0,26.0,31.0,nan,39.0,nan,25.0,8.0,nan,28.0,29.0,nan,40.0,nan,19.0,34.0,nan,18.0,4.0,14.0,nan,5.0,nan,51.0,25.0
