Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994
Avg,471.6093150684931,597.9989071038251,473.0134246575343,471.56,236.9660273972603,640.1387978142076,307.2139726027397,773.8112328767122,246.60821917808218,308.8650273224044,374.1978082191781,367.5293150684931,424.1657534246575,190.13879781420766,499.38904109589043,323.92630136986304,495.9101369863014,269.5715846994535,552.5197260273973,562.9595068493151,453.5484109589041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.46278592375366,179.44078549848942,nan
Std,1100.1355260576088,1467.65978186341,1264.9986063603988,1539.4035031185613,602.3589230813512,2162.1737756331504,728.1104107880323,1695.199392582934,974.289736568009,1254.8143406228066,995.1281997926667,1386.2072251303703,1119.4539006482078,597.264248135854,1429.9965209423763,948.8946492146734,1297.219184627538,680.6312685500791,1565.365575558991,1867.8614395349764,1421.4528367510518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,149.1069710607953,226.98013514499547,nan
CV,2.332726455790707,2.4542850570939145,2.6743397553172374,3.264491269655105,2.5419632075425316,3.3776640050814337,2.3700432783685796,2.1907143765293755,3.950759385941022,4.062662424104709,2.659364052741304,3.771691585668576,2.6391897309244956,3.141201348708774,2.8634919937456034,2.929353514061255,2.6158351843962637,2.524862808922972,2.8331397085384253,3.3179321368755903,3.1340708122993495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7653570081786945,1.2649305703518905,nan
SP_Tim,220.0,173.0,213.0,212.0,206.0,148.0,234.0,187.0,142.0,213.0,171.0,159.0,199.0,116.0,201.0,197.0,209.0,171.0,190.0,144.0,180.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,251.0,nan
SP_Mag,555.0,2280.0,1430.0,931.0,6930.0,12300.0,2590.0,7470.0,11300.0,295.0,4610.0,4700.0,4510.0,4520.0,2740.0,550.0,1230.0,2720.0,846.0,1450.0,7280.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,332.0,554.0,nan
SP_Dur,25.0,31.0,16.0,41.0,42.0,27.0,33.0,30.0,98.0,33.0,27.0,37.0,44.0,123.0,26.0,53.0,25.0,53.0,49.0,39.0,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,53.0,nan
SP_ROC,0.06896551724137931,0.0625,0.08061363636363636,0.05638276752034942,0.0594059405940594,0.0676852597664116,0.09420289855072464,0.0625,0.06315789473684211,0.04871794871794872,0.09214715245843651,0.075,0.07370726891274837,0.06770833333333334,0.07675751676400605,0.04257246376811594,0.064136460554371,0.046568295654528226,0.060240963855421686,0.0724519097168617,0.10501508965027517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06976744186046512,0.043478260869565216,nan
DS_Tim,245.0,204.0,229.0,253.0,248.0,175.0,267.0,217.0,240.0,246.0,198.0,196.0,243.0,239.0,227.0,250.0,234.0,224.0,239.0,183.0,220.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300.0,304.0,nan
DS_Mag_90,33.0,96.30000000000001,210.8000000000004,31.400000000000006,36.400000000000006,98.60000000000002,655.0000000000008,84.0,17.0,30.400000000000034,73.5,72.0,52.0,230.0,59.70000000000002,16.0,79.0,56.400000000000006,37.70000000000002,74.70000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,nan,nan
DS_Mag_50,9.4,9.1,19.5,12.0,7.4,15.0,72.0,12.0,7.9,6.9,6.5,13.0,15.0,6.05,10.0,4.5,13.0,15.0,9.3,5.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.6,nan,nan
