Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Fre_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999,35234.99999999999
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996,28679.999999999996
Peak_Dur_20,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,1.0,nan,nan,nan,1.0,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0,19040.0
Peak_Dur_50,3.0,1.0,6.0,1.0,2.0,nan,2.0,nan,nan,1.0,1.0,6.0,3.0,nan,nan,nan,4.0,3.0,5.0,nan,2.0,3.0,nan,nan,1.0,nan,1.0,nan,2.0,3.0,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,4.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan
Peak_Fre_50,1.0,1.0,3.0,1.0,2.0,nan,1.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,2.0,2.0,2.0,nan,2.0,2.0,nan,nan,1.0,nan,1.0,nan,1.0,2.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,3.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_50,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0,13300.0
Dur_2,12.0,2.0,19.0,11.0,17.0,7.0,5.0,8.0,3.0,8.0,7.0,19.0,6.0,9.0,5.0,8.0,14.0,13.0,13.0,2.0,19.0,15.0,4.0,nan,8.0,2.0,7.0,nan,16.0,17.0,12.0,4.0,9.0,nan,4.0,3.0,1.0,nan,nan,4.0,1.0,14.0,16.0,15.0,10.0,10.0,6.0,nan,5.0,8.0,5.0,3.0,18.0,7.0,3.0,4.0,nan,4.0,7.0,2.0,1.0,2.0
Fre_2,4.0,1.0,5.0,6.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,6.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,10.0,7.0,3.0,nan,6.0,2.0,3.0,nan,8.0,8.0,2.0,3.0,2.0,nan,3.0,2.0,1.0,nan,nan,2.0,1.0,4.0,9.0,4.0,5.0,6.0,3.0,nan,4.0,3.0,3.0,2.0,7.0,4.0,2.0,2.0,nan,3.0,3.0,2.0,1.0,1.0
High_2,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003,6321.800000000003
Dur_5,26.0,6.0,46.0,25.0,29.0,15.0,11.0,26.0,9.0,32.0,16.0,31.0,11.0,16.0,9.0,26.0,19.0,31.0,28.0,12.0,49.0,28.0,13.0,nan,20.0,7.0,14.0,10.0,46.0,53.0,30.0,11.0,22.0,nan,11.0,12.0,4.0,nan,nan,12.0,2.0,32.0,31.0,27.0,32.0,31.0,11.0,nan,13.0,16.0,14.0,7.0,44.0,19.0,15.0,10.0,6.0,20.0,20.0,10.0,5.0,7.0
Fre_5,8.0,3.0,10.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,9.0,3.0,8.0,5.0,4.0,12.0,4.0,7.0,nan,6.0,4.0,5.0,5.0,12.0,11.0,11.0,4.0,4.0,nan,5.0,8.0,2.0,nan,nan,6.0,2.0,10.0,7.0,5.0,9.0,7.0,4.0,nan,8.0,7.0,5.0,3.0,9.0,6.0,3.0,6.0,4.0,8.0,6.0,4.0,3.0,3.0
High_5,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0
Dur_10,50.0,17.0,68.0,40.0,59.0,24.0,26.0,43.0,27.0,52.0,34.0,52.0,24.0,33.0,17.0,58.0,29.0,58.0,46.0,24.0,97.0,52.0,26.0,nan,46.0,24.0,33.0,21.0,86.0,76.0,62.0,27.0,37.0,18.0,22.0,48.0,15.0,5.0,3.0,46.0,7.0,48.0,55.0,48.0,54.0,55.0,28.0,nan,35.0,45.0,32.0,22.0,80.0,34.0,24.0,27.0,28.0,49.0,32.0,20.0,12.0,18.0
Fre_10,8.0,6.0,7.0,8.0,11.0,6.0,4.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,4.0,11.0,6.0,7.0,10.0,8.0,7.0,nan,10.0,6.0,8.0,6.0,10.0,9.0,9.0,7.0,7.0,7.0,4.0,10.0,7.0,4.0,2.0,15.0,4.0,8.0,10.0,8.0,4.0,10.0,5.0,nan,9.0,11.0,8.0,7.0,8.0,5.0,7.0,9.0,10.0,8.0,5.0,4.0,4.0,5.0
High_10,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0,2620.0
Dur_20,85.0,55.0,94.0,68.0,99.0,52.0,57.0,85.0,63.0,93.0,71.0,81.0,59.0,84.0,54.0,88.0,55.0,108.0,91.0,69.0,131.0,96.0,59.0,2.0,98.0,49.0,97.0,52.0,131.0,125.0,121.0,57.0,66.0,44.0,30.0,91.0,58.0,29.0,11.0,125.0,27.0,92.0,100.0,80.0,98.0,106.0,70.0,4.0,90.0,101.0,75.0,66.0,125.0,75.0,64.0,59.0,73.0,100.0,61.0,32.0,26.0,37.0
