Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
Avg,706.8520547945205,312.1654794520548,1044.7806010928962,441.306301369863,1155.5871232876711,394.288493150685,417.30000000000007,511.31561643835613,377.0394520547945,652.8520547945205,300.44480874316935,1180.9454794520548,581.378904109589,729.637808219178,526.4683060109289,856.8561643835617,516.0991780821918,732.4997260273973,444.71338797814207,587.8375890410958,1113.1076712328768,722.9334246575343,280.57131147540986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,576.1323626373626,909.8458630136986,667.274699453552,563.7916164383562
Std,1756.4802738781825,583.3127585270072,2901.041243724929,1132.3747541442747,1975.9427899553814,1190.2112853200515,1496.8066964931268,1096.0734285483913,906.9075358041358,1492.852505436799,970.5955100694831,5561.554777081636,2200.7929391985504,1693.0608762637337,1339.5346773347737,1839.0710041777086,1474.0056862678682,1805.6009460898256,969.9670190218638,1373.7073806364326,2558.9006995880304,1909.4591740603778,787.9786542710435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1202.804144849192,2068.5484965896158,1570.3656241396634,903.607158218941
CV,2.4849333915974614,1.8686011007716106,2.7766989937315882,2.5659609904260594,1.7099037797632948,3.018630535751367,3.5868840078915087,2.1436337817789557,2.4053385683160196,2.28666279668318,3.2305284758612083,4.709408583080511,3.785470927207404,2.3204127543718926,2.5443785732981357,2.1463007218962713,2.8560512181887727,2.4649851487074708,2.1811059555273347,2.3368825101458364,2.2988797631353983,2.641265583985027,2.8084790641188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.087721889711441,2.273515307019066,2.3534020178281527,1.6027325200883678
SP_Tim,190.0,211.0,147.0,234.0,187.0,184.0,242.0,227.0,180.0,199.0,115.0,119.0,197.0,232.0,172.0,209.0,162.0,180.0,199.0,185.0,184.0,210.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,178.0,214.0,182.0,265.0
SP_Mag,6150.0,1370.0,19700.0,3970.0,6440.0,1750.0,1900.0,1270.0,985.0,6260.0,15800.0,10500.0,1320.0,1490.0,3150.0,712.0,3050.0,13000.0,1390.0,1110.0,15300.0,1530.0,1020.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,889.0,7500.0,905.0,1280.0
SP_Dur,34.0,51.0,109.0,31.0,41.0,34.0,18.0,38.0,40.0,50.0,117.0,99.0,26.0,23.0,31.0,29.0,25.0,50.0,30.0,34.0,38.0,35.0,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,37.0,59.0,29.0
SP_ROC,0.09683446136491822,0.066538420997154,0.04596307307150681,0.08029001074113856,0.07142857142857142,0.06870229007633588,0.09696969696969697,0.08882189239332097,0.08130081300813008,0.0693021766965429,0.058823529411764705,0.06865671641791045,0.07349537037037038,0.09966914805624483,0.06666666666666667,0.07687028140013727,0.08835341365461848,0.07764705882352942,0.07067448680351907,0.06593406593406594,0.07475728155339806,0.06173780487804878,0.07005339734482927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07303370786516854,0.08088235294117647,0.06790123456790123,0.07708253058808415
DS_Tim,224.0,262.0,256.0,265.0,228.0,218.0,260.0,265.0,220.0,249.0,232.0,218.0,223.0,255.0,203.0,238.0,187.0,230.0,229.0,219.0,222.0,245.0,229.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,195.0,251.0,241.0,294.0
DS_Mag_90,54.0,18.200000000000017,52.80000000000007,381.2000000000001,124.0,48.0,27.5,21.0,65.0,49.80000000000001,45.10000000000005,53.0,35.0,39.0,79.19999999999999,48.0,93.0,78.60000000000005,128.4000000000002,71.80000000000001,132.20000000000005,45.70000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.55,42.34999999999998,32.52,37.700000000000024
DS_Mag_50,7.2,4.0,17.0,25.0,13.0,4.7,3.5,4.6,5.3,8.2,3.25,5.5,3.8,7.4,10.0,9.1,8.1,11.0,18.0,10.0,15.0,6.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.45,4.51,4.66,6.404999999999999
