Year,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,1467.4575342465753,1981.0082191780823,1287.516393442623,2559.717808219178,1972.4084931506848,2162.6276712328768,1130.8497267759562,1775.4849315068493,3231.658356164384,1789.6986301369864,668.2459016393443,121.24136986301369,2015.1397260273973,872.9564383561643,1727.9584699453553,767.858904109589,2781.0328767123287,3351.441095890411,1759.6398907103824,960.3219178082192,1950.394794520548,857.0221917808218,843.4158469945355,1193.08301369863,568.2315068493151,354.4580821917809,588.4658469945355,1916.287397260274,523.3360547945206,2476.902821917808,1654.2349726775956,2077.67397260274,2958.7890410958903,1748.2438356164384,1295.9426229508197,500.6616438356164,1337.0810136986302,2174.6301369863013,1553.505737704918,1604.6968767123287,3035.689863013699,822.0867123287671,962.7327049180327,850.9619726027397,1650.502383561644,2001.277808219178,932.3935792349728,1045.7098904109591,523.6451780821917,691.1562465753425
Std,3370.7869633523633,3710.58769593814,2930.7082115618323,5047.323793238596,5872.431347824696,4496.793472312417,2074.32661187155,3312.613661287869,6604.061620566422,3472.6993483413917,1450.664590365407,152.50591819026232,3298.8294860051365,1624.4729468879673,3998.0264997497807,1630.7382006054397,4560.389939349388,4719.613314780232,2756.659501667826,1612.0036873106621,5919.403199046085,1674.6261431646583,1889.326144616773,2161.8759580542164,947.0454202523853,951.0716062646899,1002.9244810592118,2763.7868917716582,794.0200926344214,5289.398935606333,2513.5338325356797,6480.51303528937,4462.783012400482,2709.8265613501885,2249.9695272952154,824.0915045997393,2362.399684802945,3895.422797717712,3300.7422604844437,2193.088211925522,5793.322509123685,1423.0137104643318,1536.362961090216,1651.1205918558328,1988.8595416141536,2397.9282323341818,1829.9893403232577,2600.138046844898,1382.3340166077792,1799.266893615482
CV,2.2970252185750635,1.873080414314312,2.27624923961206,1.9718282136537821,2.9772896274869485,2.079319307770104,1.8343079215179536,1.8657514927352623,2.0435519144433023,1.9403821905342722,2.170854451642171,1.2578702992433468,1.6370227053725834,1.860886609584963,2.3137283501241863,2.1237472039169063,1.6398187801147368,1.4082340043414443,1.5666043468444775,1.6786076183596874,3.034976926556662,1.9540055779476637,2.240088505983471,1.8120079937709188,1.6666541873108858,2.6831708854930527,1.7043036332209183,1.4422611638124108,1.517227955842218,2.135489082898648,1.5194539313040858,3.119119323216584,1.508314026588234,1.5500278085606358,1.7361644624143213,1.646004871246569,1.766833617858413,1.7913036021454947,2.124705548471818,1.3666682123907898,1.9084039445888359,1.730977631828263,1.5958354309995342,1.9402989146574197,1.2050025261534998,1.1981985821688395,1.9626790457145367,2.486481260900244,2.639829553421013,2.6032708270102356
SP_Tim,186.0,233.0,172.0,225.0,163.0,202.0,199.0,213.0,184.0,230.0,197.0,243.0,191.0,223.0,193.0,233.0,208.0,238.0,199.0,188.0,163.0,167.0,156.0,179.0,246.0,235.0,203.0,247.0,235.0,216.0,238.0,121.0,246.0,239.0,203.0,211.0,190.0,214.0,166.0,264.0,214.0,209.0,223.0,221.0,251.0,253.0,208.0,191.0,184.0,135.0
SP_Mag,4600.0,4500.0,7000.0,4400.0,4330.0,3160.0,3100.0,2580.0,48400.0,3580.0,2000.0,250.0,6100.0,3340.0,2510.0,859.0,5890.0,4970.0,2380.0,3860.0,10300.0,12200.0,1110.0,9920.0,5970.0,640.0,3630.0,5810.0,821.0,10900.0,4610.0,27100.0,3390.0,1720.0,3640.0,1290.0,1820.0,12500.0,3220.0,2170.0,8510.0,1380.0,1860.0,5190.0,3330.0,1810.0,5080.0,2420.0,5640.0,9370.0
SP_Dur,65.0,46.0,36.0,44.0,42.0,64.0,66.0,42.0,23.0,47.0,142.0,50.0,77.0,46.0,65.0,33.0,49.0,53.0,66.0,73.0,44.0,79.0,126.0,64.0,59.0,28.0,51.0,45.0,37.0,64.0,35.0,112.0,48.0,35.0,61.0,50.0,63.0,58.0,31.0,35.0,51.0,53.0,44.0,51.0,44.0,42.0,54.0,37.0,59.0,121.0
SP_ROC,0.07327586206896551,0.07777777777777778,0.07297137605042017,0.06557377049180328,0.051760428626100266,0.06590982028241335,0.05194805194805195,0.0583248987854251,0.07241379310344828,0.0629572191675674,0.06666666666666667,0.06666666666666667,0.05680984243470753,0.07291666666666667,0.03852889667250438,0.056818181818181816,0.04834605597964377,0.0669167933130699,0.07038694862731207,0.05278571428571428,0.050955414012738856,0.04680851063829787,0.046822742474916385,0.054945054945054944,0.0581039755351682,0.07540337367070041,0.047872340425531915,0.05791112708108756,0.06449318186792742,0.0537984496124031,0.06269592476489028,0.06657734617399363,0.06698564593301436,0.07750749162700511,0.06876456876456877,0.06557377049180328,0.052054794520547946,0.0718954248366013,0.0371829428433202,0.06336568873377685,0.061713122455371125,0.06231454005934718,0.08285482816452998,0.08976941672348601,0.06462585034013606,0.0763888888888889,0.06301369863013699,0.0579930115745796,0.06382978723404255,0.049773755656108594
DS_Tim,251.0,279.0,208.0,269.0,205.0,266.0,265.0,255.0,207.0,277.0,339.0,293.0,268.0,269.0,258.0,266.0,257.0,291.0,265.0,261.0,207.0,246.0,282.0,243.0,305.0,263.0,254.0,292.0,272.0,280.0,273.0,233.0,294.0,274.0,264.0,261.0,253.0,272.0,197.0,299.0,265.0,262.0,267.0,272.0,295.0,295.0,262.0,228.0,243.0,256.0
DS_Mag_90,107.99999999999997,127.0,505.9,177.5999999999999,381.40000000000003,144.60000000000008,818.6000000000008,118.0,1184.000000000001,107.30000000000003,86.0,162.0,107.20000000000005,79.49999999999999,126.70000000000002,56.599999999999994,382.00000000000006,89.60000000000002,102.0,533.8000000000001,616.4,81.0,45.0,139.0,39.0,312.60000000000014,97.70000000000002,110.0,643.2,186.5999999999999,113.09999999999998,1425.0000000000005,109.5,660.4000000000002,205.0,38.0,121.00000000000011,126.59999999999997,744.0,138.10000000000002,186.0,100.52000000000002,97.5,158.50000000000026,59.980000000000025,150.5,91.6,128.5,65.47999999999999,56.500000000000014
DS_Mag_50,21.0,40.0,84.0,37.0,28.0,31.0,48.0,23.0,96.0,38.0,28.0,19.0,27.0,17.0,28.0,15.0,59.0,45.0,25.0,30.0,126.5,18.0,14.0,28.0,19.0,30.5,18.5,38.0,10.0,26.0,30.0,65.5,36.0,45.0,43.0,6.4399999999999995,8.43,21.1,82.7,26.35,21.25,19.75,23.05,20.25,21.7,63.15,14.55,34.900000000000006,9.31,10.4
