Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_5,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999,945.4999999999999
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005,821.1000000000005
Peak_Dur_20,nan,nan,1.0,1.0,nan,nan,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,1.0,1.0,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2,625.2
Peak_Dur_50,nan,3.0,10.0,5.0,2.0,2.0,7.0,4.0,nan,nan,3.0,nan,nan,nan,2.0,1.0,nan,nan,4.0,nan,1.0,nan,nan,nan,nan,1.0,nan,7.0,1.0,9.0,2.0,1.0,1.0,nan,nan,9.0,3.0,nan,7.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_50,nan,2.0,4.0,3.0,1.0,2.0,4.0,3.0,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,4.0,1.0,3.0,2.0,1.0,1.0,nan,nan,5.0,2.0,nan,3.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan
Peak_50,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0
Dur_2,2.0,14.0,19.0,16.0,7.0,11.0,24.0,5.0,1.0,nan,15.0,nan,3.0,1.0,10.0,17.0,3.0,1.0,9.0,nan,4.0,1.0,nan,nan,nan,5.0,nan,23.0,20.0,18.0,27.0,9.0,5.0,2.0,5.0,18.0,9.0,1.0,17.0,nan,5.0,2.0,4.0,6.0,5.0,5.0,1.0,3.0
Fre_2,1.0,6.0,3.0,5.0,2.0,4.0,6.0,3.0,1.0,nan,7.0,nan,1.0,1.0,5.0,9.0,2.0,1.0,3.0,nan,2.0,1.0,nan,nan,nan,3.0,nan,4.0,7.0,4.0,6.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,nan,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0
High_2,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0
Dur_5,12.0,32.0,24.0,37.0,15.0,19.0,44.0,25.0,5.0,nan,31.0,10.0,10.0,4.0,33.0,63.0,22.0,9.0,26.0,4.0,14.0,9.0,5.0,2.0,1.0,15.0,nan,37.0,42.0,27.0,44.0,29.0,13.0,5.0,19.0,29.0,16.0,10.0,41.0,5.0,14.0,6.0,12.0,21.0,11.0,13.0,6.0,13.0
Fre_5,4.0,9.0,2.0,6.0,2.0,4.0,8.0,6.0,1.0,nan,7.0,6.0,2.0,2.0,9.0,9.0,7.0,3.0,5.0,2.0,4.0,4.0,3.0,1.0,1.0,7.0,nan,5.0,11.0,3.0,4.0,6.0,4.0,3.0,7.0,6.0,4.0,5.0,10.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0
High_5,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0
Dur_10,33.0,63.0,37.0,61.0,22.0,37.0,88.0,38.0,10.0,nan,58.0,25.0,40.0,14.0,73.0,96.0,45.0,20.0,44.0,17.0,29.0,32.0,11.0,7.0,11.0,42.0,9.0,55.0,67.0,36.0,58.0,49.0,40.0,12.0,49.0,51.0,38.0,33.0,92.0,24.0,23.0,19.0,37.0,45.0,20.0,20.0,11.0,22.0
Fre_10,8.0,6.0,5.0,7.0,3.0,6.0,8.0,5.0,2.0,nan,7.0,3.0,10.0,6.0,10.0,9.0,8.0,4.0,6.0,4.0,3.0,3.0,2.0,3.0,2.0,8.0,3.0,6.0,7.0,6.0,5.0,7.0,6.0,2.0,6.0,7.0,8.0,9.0,8.0,5.0,4.0,6.0,9.0,8.0,4.0,3.0,2.0,6.0
High_10,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Dur_20,70.0,97.0,68.0,109.0,58.0,89.0,147.0,84.0,27.0,nan,93.0,48.0,105.0,54.0,117.0,142.0,97.0,55.0,75.0,56.0,40.0,66.0,39.0,34.0,28.0,118.0,26.0,95.0,102.0,65.0,111.0,106.0,69.0,22.0,74.0,119.0,77.0,113.0,122.0,49.0,53.0,55.0,97.0,93.0,52.0,33.0,27.0,39.0
Fre_20,4.0,3.0,5.0,4.0,8.0,7.0,5.0,4.0,4.0,nan,6.0,5.0,7.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,7.0,8.0,7.0,4.0,2.0,1.0,5.0,3.0,5.0,11.0,5.0,5.0,6.0,4.0,7.0,7.0,3.0,4.0,5.0,4.0
High_20,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
