Year,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993
Dur_2,23.0,7.0,1.0,nan,17.0,10.0,4.0,nan,nan,12.0,nan,11.0,1.0,17.0,49.0,10.0,nan,16.0,nan,nan,nan,nan,nan,2.0,nan
Fre_2,7.0,3.0,1.0,nan,5.0,5.0,2.0,nan,nan,4.0,nan,3.0,1.0,4.0,9.0,4.0,nan,4.0,nan,nan,nan,nan,nan,2.0,nan
High_2,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,nan
Dur_5,53.0,21.0,8.0,nan,54.0,38.0,16.0,nan,nan,38.0,9.0,30.0,1.0,39.0,84.0,20.0,1.0,28.0,1.0,nan,nan,nan,2.0,6.0,nan
Fre_5,3.0,4.0,5.0,nan,8.0,8.0,5.0,nan,nan,6.0,4.0,4.0,1.0,8.0,4.0,7.0,1.0,2.0,1.0,nan,nan,nan,2.0,3.0,nan
High_5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,nan
Dur_10,76.0,62.0,25.0,2.0,93.0,79.0,47.0,nan,nan,99.0,25.0,60.0,6.0,115.0,118.0,45.0,7.0,51.0,1.0,1.0,1.0,1.0,6.0,12.0,nan
Fre_10,5.0,7.0,8.0,2.0,4.0,6.0,5.0,nan,nan,8.0,6.0,6.0,2.0,7.0,7.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,nan
High_10,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan
Dur_20,125.0,103.0,81.0,11.0,142.0,182.0,106.0,nan,nan,134.0,61.0,136.0,22.0,158.0,186.0,113.0,26.0,98.0,8.0,3.0,8.0,34.0,17.0,34.0,nan
Fre_20,4.0,4.0,6.0,4.0,7.0,7.0,7.0,nan,nan,4.0,8.0,4.0,3.0,3.0,4.0,7.0,8.0,6.0,3.0,2.0,2.0,5.0,4.0,5.0,nan
High_20,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,nan
