Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
DS_Dur_WS,163.0,253.0,187.0,235.0,266.0,151.0,146.0,276.0,122.0,119.0,203.0,293.0,140.0,106.0,187.0,220.0,183.0,177.0,240.0,198.0,116.0,174.0,250.0,197.0,78.0,nan,172.0,269.0,279.0,329.0,301.0,210.0,202.0
DS_No_Flow,0.0,0.0,0.0,0.0,38.0,0.0,21.0,0.0,28.0,10.0,127.0,0.0,0.0,59.0,40.0,63.0,0.0,0.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,nan,165.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,25.0,50.0,45.0,41.0,45.0,nan,nan,65.0,nan,nan,nan,56.0,nan,nan,40.0,nan,nan,52.0,45.0,15.0,35.0,nan,42.0,47.0,25.0,nan,0.0,nan,nan,nan,64.0,44.0,60.0
FA_Mag,4.674380394964,39.997709128938816,16.991381791186253,1.205821322977306,1.8076415007312547,nan,nan,2.7780034398844253,nan,nan,nan,3.818217783303188,nan,nan,1.0592530951548462,nan,nan,1.6688872240922734,1.5019684856071158,4.786655930677973,1.8550480970495364,nan,2.6434421198247677,3.3967088518927544,6.189603544672479,nan,1.2043995187345127,nan,nan,nan,5.1958941854937475,5.323831919913486,717.9343563417261
Wet_Tim,56.0,83.0,73.0,105.0,95.0,73.0,69.0,134.0,123.0,92.0,19.0,119.0,116.0,19.0,75.0,41.0,53.0,54.0,101.0,121.0,69.0,30.0,101.0,85.0,119.0,3.0,nan,84.0,129.0,128.0,146.0,149.0,74.0
FA_Dur,10.0,30.0,12.0,9.0,6.0,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,16.0,nan,nan,10.0,7.0,8.0,4.0,nan,3.0,4.0,7.0,nan,3.0,nan,nan,nan,32.0,5.0,3.0
Wet_BFL_Mag_10,1.4,7.32,1.19,0.1,1.4600000000000002,1.5,1.1,11.3,1.28,2.7,0.5,1.61,2.7,0.7,2.0,1.46,3.7,1.3,1.4,1.8599999999999999,1.3,0.8900000000000001,8.690000000000001,2.3,4.0200000000000005,0.7,nan,14.3,2.72,3.4,3.3400000000000003,15.0,4.4
Wet_BFL_Mag_50,2.1,33.0,7.85,11.0,6.3,4.9,1.6,97.0,5.1,3.9,1.3,77.0,9.2,1.1,9.2,2.3,22.0,2.2,281.0,5.0,13.0,2.1,74.0,8.45,11.0,1.4,nan,61.0,6.3,112.0,19.0,43.0,66.5
Wet_BFL_Dur,139.0,88.0,30.0,79.0,59.0,48.0,193.0,54.0,20.0,122.0,227.0,42.0,90.0,239.0,120.0,53.0,153.0,134.0,50.0,87.0,40.0,92.0,74.0,72.0,72.0,253.0,nan,74.0,53.0,33.0,27.0,48.0,142.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999,6029.999999999999
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997,4331.999999999997
Peak_Dur_10,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_10,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_10,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0,3354.0
Peak_Dur_20,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,6.0,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,1.0,nan,nan,nan
Peak_Fre_20,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,1.0,nan,nan,nan
Peak_20,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005,2080.0000000000005
Peak_Dur_50,nan,13.0,1.0,nan,nan,5.0,nan,13.0,nan,nan,nan,8.0,1.0,nan,2.0,1.0,9.0,nan,21.0,nan,nan,nan,7.0,1.0,nan,nan,nan,15.0,2.0,10.0,nan,5.0,16.0
Peak_Fre_50,nan,5.0,1.0,nan,nan,2.0,nan,6.0,nan,nan,nan,3.0,1.0,nan,2.0,1.0,6.0,nan,4.0,nan,nan,nan,4.0,1.0,nan,nan,nan,5.0,1.0,3.0,nan,3.0,6.0
Peak_50,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0
Dur_2,nan,17.0,1.0,3.0,nan,8.0,nan,27.0,nan,1.0,nan,12.0,2.0,nan,5.0,4.0,25.0,nan,34.0,3.0,2.0,nan,12.0,5.0,nan,nan,nan,24.0,4.0,16.0,3.0,10.0,25.0
Fre_2,nan,5.0,1.0,2.0,nan,2.0,nan,8.0,nan,1.0,nan,2.0,2.0,nan,2.0,2.0,7.0,nan,4.0,2.0,2.0,nan,5.0,2.0,nan,nan,nan,5.0,2.0,3.0,2.0,4.0,9.0
High_2,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Dur_5,1.0,45.0,9.0,16.0,3.0,13.0,nan,45.0,2.0,3.0,nan,25.0,16.0,nan,12.0,10.0,64.0,nan,60.0,6.0,6.0,1.0,46.0,14.0,3.0,nan,nan,56.0,7.0,30.0,10.0,26.0,83.0
Fre_5,1.0,4.0,3.0,6.0,2.0,2.0,nan,6.0,2.0,2.0,nan,3.0,5.0,nan,2.0,2.0,6.0,nan,2.0,3.0,2.0,1.0,4.0,5.0,3.0,nan,nan,8.0,2.0,3.0,2.0,4.0,7.0
High_5,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
Dur_10,3.0,93.0,21.0,45.0,11.0,25.0,nan,72.0,11.0,10.0,1.0,48.0,45.0,nan,34.0,22.0,106.0,nan,96.0,30.0,23.0,1.0,73.0,33.0,24.0,nan,nan,117.0,22.0,49.0,30.0,61.0,130.0
Fre_10,1.0,5.0,5.0,3.0,4.0,3.0,nan,5.0,2.0,4.0,1.0,4.0,6.0,nan,5.0,4.0,4.0,nan,2.0,4.0,3.0,1.0,2.0,3.0,5.0,nan,nan,3.0,4.0,2.0,2.0,6.0,4.0
High_10,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Dur_20,9.0,136.0,43.0,81.0,52.0,86.0,11.0,114.0,26.0,52.0,3.0,71.0,84.0,3.0,88.0,64.0,174.0,26.0,146.0,79.0,66.0,7.0,115.0,107.0,94.0,nan,1.0,162.0,75.0,110.0,65.0,113.0,203.0
Fre_20,3.0,4.0,6.0,3.0,4.0,5.0,4.0,2.0,3.0,9.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,5.0,7.0,nan,1.0,3.0,4.0,4.0,6.0,6.0,5.0
High_20,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
