Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
Avg,1.7698630136986302,51.06530054644809,5.99917808219178,10.597808219178082,2.9446575342465757,19.8344262295082,1.3515068493150684,54.54547945205479,2.803013698630137,3.7923497267759556,0.8164383561643835,25.2241095890411,9.509589041095891,0.9256830601092897,11.599726027397262,8.496164383561645,58.90427397260273,1.8432240437158467,122.18772602739728,6.722821917808219,6.022383561643836,1.5089344262295081,34.38358904109589,13.126958904109587,5.341917808219178,1.106366120218579,0.6862191780821918,78.65627397260275,9.079780821917808,46.72371584699454,7.72904109589041,25.429698630136986,69.61364383561644
Std,5.478718101529707,236.3022953328098,26.906263962511435,36.249115180380336,6.69767943501509,121.95782400769805,1.384465349782221,215.015274672704,10.107968738253545,17.416018518483526,1.112323706041526,114.15062397102476,30.193568962287777,0.8202335053960196,49.10866424608318,38.833462291009084,304.3835255110813,1.8744379089195184,576.9279359746586,25.334813537270936,21.210750222553784,3.377302527435216,149.69558931102006,69.34971768763357,12.072995027115324,0.7689792875263353,0.6099507783099947,347.7747461710466,47.07856595686301,234.65953896946505,30.01283572732792,127.38361012040143,206.10794489318533
CV,3.095560537242017,4.627453335320594,4.4849917095112,3.4204350966441295,2.274518974488749,6.148795160318688,1.0243864842296995,3.941944902358066,3.6061075060722745,4.5924083413292305,1.3624099084065673,4.525457026265807,3.1750655924042173,0.8860846014608711,4.233605529138704,4.570705148566094,5.167426826322563,1.016934384786315,4.721652122777849,3.7684790474906134,3.5219859388637507,2.238203641409617,4.3536929531149635,5.282999527477962,2.2600488177746914,0.6950495622320865,0.8888570850127682,4.421449537416204,5.184989250315317,5.022279044284517,3.8831253909732704,5.009245763118791,2.960740647047329
SP_Tim,195.0,171.0,103.0,184.0,154.0,121.0,262.0,188.0,143.0,214.0,246.0,161.0,206.0,258.0,195.0,94.0,206.0,188.0,151.0,208.0,109.0,122.0,175.0,157.0,191.0,256.0,257.0,158.0,182.0,161.0,173.0,197.0,216.0
SP_Mag,2.2,750.0,424.0,172.0,56.0,1470.0,2.2,2240.0,51.0,30.0,0.9,146.0,123.0,1.1,330.0,322.0,540.0,8.1,2390.0,27.0,142.0,6.0,315.0,369.0,20.0,0.82,0.65,3620.0,679.0,749.0,382.0,551.0,141.0
SP_Dur,91.0,15.0,181.0,42.0,19.0,163.0,92.0,25.0,193.0,52.0,36.0,28.0,39.0,77.0,25.0,105.0,31.0,102.0,96.0,29.0,171.0,171.0,26.0,131.0,100.0,42.0,21.0,68.0,33.0,22.0,41.0,33.0,22.0
SP_ROC,0.11764705882352938,0.13173076923076923,0.08955223880597023,0.09090909090909091,0.11428571428571425,0.1111111111111111,0.25000000000000006,0.13725490196078433,0.19999999999999996,0.11428571428571425,0.36666666666666664,0.10869565217391305,0.13762626262626262,0.5,0.1378800675675676,0.08510638297872347,0.09090909090909091,0.0555555555555556,0.08064516129032258,0.07692307692307698,0.0652482269503546,0.07692307692307698,0.08333333333333333,0.11999999999999993,0.06250000000000006,0.3111111111111111,0.20714285714285718,0.10230245944531659,0.08000000000000007,0.09545454545454546,0.08712121212121207,0.09807692307692303,0.08333333333333333
DS_Tim,286.0,186.0,284.0,226.0,173.0,284.0,354.0,213.0,336.0,266.0,282.0,189.0,245.0,335.0,220.0,199.0,237.0,290.0,247.0,237.0,280.0,293.0,201.0,288.0,291.0,298.0,278.0,226.0,215.0,183.0,214.0,230.0,238.0
DS_Mag_90,2.0,8.900000000000006,0.7,2.0,2.8,0.9,6.45,3.55,1.0,0.6,1.680000000000001,2.7,1.7,0.5,2.0,1.8,4.2,1.2,4.0,2.2,0.89,1.7700000000000018,3.809999999999999,2.7400000000000007,0.73,nan,0.0,3.3200000000000016,3.7,5.219999999999999,3.8,3.8,7.690000000000001
DS_Mag_50,0.1,1.1,0.4,0.7,0.8,0.6,0.6,1.1,0.3,0.1,0.0,0.7,0.4,0.0,0.1,0.1,0.7,0.37,1.4,0.83,0.22,0.5,1.2,1.6,0.48,nan,0.0,1.4,1.5,1.6,1.5,1.2,2.7
