Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Peak_2,327.5599999999997,nan,nan,327.5599999999997,nan,327.5599999999997,nan,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,nan,327.5599999999997,327.5599999999997,327.5599999999997,nan,nan,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,nan,nan,nan,nan,nan,nan,327.5599999999997,nan,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,327.5599999999997,nan,327.5599999999997,327.5599999999997,nan,327.5599999999997,nan,327.5599999999997,327.5599999999997
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,259.3999999999999,nan,nan,259.3999999999999,nan,259.3999999999999,nan,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,nan,259.3999999999999,259.3999999999999,259.3999999999999,nan,nan,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,nan,nan,nan,nan,nan,nan,259.3999999999999,nan,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,259.3999999999999,nan,259.3999999999999,259.3999999999999,nan,259.3999999999999,nan,259.3999999999999,259.3999999999999
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,226.39999999999998,nan,nan,226.39999999999998,nan,226.39999999999998,nan,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,nan,226.39999999999998,226.39999999999998,226.39999999999998,nan,nan,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,nan,nan,nan,nan,nan,nan,226.39999999999998,nan,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,226.39999999999998,nan,226.39999999999998,226.39999999999998,nan,226.39999999999998,nan,226.39999999999998,226.39999999999998
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,1.0,nan,4.0,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,1.0,nan,3.0,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,162.80000000000007,nan,nan,162.80000000000007,nan,162.80000000000007,nan,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,nan,162.80000000000007,162.80000000000007,162.80000000000007,nan,nan,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,nan,nan,nan,nan,nan,nan,162.80000000000007,nan,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,162.80000000000007,nan,162.80000000000007,162.80000000000007,nan,162.80000000000007,nan,162.80000000000007,162.80000000000007
Peak_Dur_50,nan,nan,nan,1.0,nan,1.0,nan,4.0,nan,2.0,1.0,nan,nan,5.0,4.0,1.0,nan,nan,3.0,nan,3.0,nan,7.0,13.0,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,nan,4.0,3.0,6.0,10.0,2.0,3.0,nan,nan,nan,2.0,1.0,4.0,nan,nan,nan,1.0,3.0,nan,2.0,nan,2.0,nan
Peak_Fre_50,nan,nan,nan,1.0,nan,1.0,nan,2.0,nan,1.0,1.0,nan,nan,3.0,3.0,1.0,nan,nan,1.0,nan,3.0,nan,4.0,9.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,3.0,4.0,6.0,2.0,2.0,nan,nan,nan,2.0,1.0,4.0,nan,nan,nan,1.0,3.0,nan,2.0,nan,1.0,nan
Peak_50,73.0,nan,nan,73.0,nan,73.0,nan,73.0,73.0,73.0,73.0,73.0,nan,73.0,73.0,73.0,nan,nan,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,nan,nan,nan,nan,nan,nan,73.0,nan,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,nan,73.0,73.0,nan,73.0,nan,73.0,73.0
Dur_2,3.0,nan,nan,7.0,nan,11.0,nan,10.0,2.0,19.0,5.0,5.0,nan,21.0,16.0,5.0,nan,nan,12.0,5.0,10.0,1.0,18.0,51.0,9.0,nan,13.0,nan,nan,nan,nan,nan,nan,9.0,nan,16.0,17.0,13.0,34.0,6.0,16.0,nan,4.0,1.0,5.0,9.0,15.0,3.0,2.0,nan,5.0,10.0,nan,5.0,nan,5.0,6.0
Fre_2,1.0,nan,nan,5.0,nan,3.0,nan,6.0,2.0,7.0,4.0,3.0,nan,9.0,5.0,4.0,nan,nan,6.0,3.0,3.0,1.0,8.0,8.0,5.0,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,9.0,5.0,7.0,3.0,7.0,nan,2.0,1.0,3.0,6.0,9.0,2.0,2.0,nan,2.0,5.0,nan,4.0,nan,2.0,4.0
High_2,29.3,nan,nan,29.3,nan,29.3,nan,29.3,29.3,29.3,29.3,29.3,nan,29.3,29.3,29.3,nan,nan,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,nan,nan,nan,nan,nan,nan,29.3,nan,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,nan,29.3,29.3,nan,29.3,nan,29.3,29.3
Dur_5,4.0,nan,nan,21.0,nan,19.0,nan,37.0,7.0,42.0,13.0,16.0,nan,54.0,38.0,12.0,nan,nan,31.0,9.0,22.0,4.0,49.0,89.0,27.0,5.0,24.0,nan,nan,nan,nan,nan,nan,28.0,nan,34.0,50.0,23.0,82.0,22.0,33.0,4.0,9.0,10.0,10.0,34.0,60.0,5.0,10.0,nan,15.0,20.0,nan,10.0,nan,13.0,15.0
Fre_5,1.0,nan,nan,8.0,nan,1.0,nan,7.0,3.0,3.0,4.0,7.0,nan,11.0,10.0,6.0,nan,nan,8.0,4.0,4.0,2.0,10.0,7.0,8.0,4.0,4.0,nan,nan,nan,nan,nan,nan,4.0,nan,6.0,4.0,5.0,10.0,8.0,3.0,3.0,3.0,7.0,5.0,12.0,9.0,3.0,4.0,nan,7.0,5.0,nan,4.0,nan,4.0,6.0
High_5,12.0,nan,nan,12.0,nan,12.0,nan,12.0,12.0,12.0,12.0,12.0,nan,12.0,12.0,12.0,nan,nan,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan,nan,nan,nan,nan,nan,12.0,nan,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan,12.0,12.0,nan,12.0,nan,12.0,12.0
Dur_10,7.0,nan,nan,44.0,nan,30.0,nan,61.0,17.0,67.0,27.0,44.0,nan,98.0,96.0,33.0,nan,nan,64.0,24.0,40.0,9.0,109.0,136.0,75.0,16.0,45.0,nan,nan,nan,nan,nan,nan,51.0,nan,81.0,79.0,62.0,126.0,67.0,48.0,11.0,18.0,22.0,24.0,62.0,117.0,14.0,20.0,nan,41.0,42.0,nan,17.0,nan,21.0,31.0
Fre_10,2.0,nan,nan,6.0,nan,4.0,nan,4.0,5.0,2.0,4.0,6.0,nan,3.0,9.0,7.0,nan,nan,9.0,5.0,3.0,2.0,6.0,7.0,9.0,8.0,3.0,nan,nan,nan,nan,nan,nan,8.0,nan,3.0,4.0,5.0,5.0,9.0,3.0,3.0,4.0,7.0,4.0,4.0,8.0,5.0,4.0,nan,11.0,7.0,nan,2.0,nan,3.0,7.0
High_10,4.6,nan,nan,4.6,nan,4.6,nan,4.6,4.6,4.6,4.6,4.6,nan,4.6,4.6,4.6,nan,nan,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,nan,nan,nan,nan,nan,nan,4.6,nan,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,nan,4.6,4.6,nan,4.6,nan,4.6,4.6
Dur_20,22.0,nan,nan,92.0,nan,73.0,nan,106.0,41.0,107.0,62.0,101.0,nan,147.0,193.0,84.0,nan,nan,116.0,89.0,110.0,31.0,170.0,225.0,171.0,80.0,112.0,nan,nan,nan,nan,nan,nan,117.0,nan,143.0,128.0,118.0,173.0,114.0,97.0,35.0,62.0,64.0,47.0,119.0,180.0,41.0,48.0,nan,105.0,120.0,nan,41.0,nan,54.0,70.0
Fre_20,3.0,nan,nan,8.0,nan,6.0,nan,4.0,5.0,2.0,3.0,9.0,nan,4.0,8.0,3.0,nan,nan,3.0,7.0,5.0,4.0,3.0,6.0,2.0,7.0,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,1.0,4.0,4.0,7.0,2.0,5.0,6.0,9.0,7.0,4.0,7.0,2.0,11.0,5.0,nan,9.0,11.0,nan,7.0,nan,6.0,11.0
High_20,1.2,nan,nan,1.2,nan,1.2,nan,1.2,1.2,1.2,1.2,1.2,nan,1.2,1.2,1.2,nan,nan,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,nan,nan,nan,nan,nan,nan,1.2,nan,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,nan,1.2,1.2,nan,1.2,nan,1.2,1.2
