Year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
Wet_BFL_Mag_10,0.9,0.5,nan,0.75,0.5,0.4,0.4,0.1,2.6,1.4,0.56,1.1,0.6380000000000001,0.78,1.6400000000000001,1.275,1.0,0.336,0.3,3.2600000000000007,1.72,1.7,1.3,0.81,1.4,nan,0.95,0.48,1.12,0.6740000000000002
Wet_BFL_Mag_50,2.4,1.1,nan,0.9,0.6,0.5,0.9,3.9,6.55,1.6,39.5,1.3,3.6,1.24,15.0,4.9,1.5,0.42,0.56,19.0,4.9,56.5,3.1,1.3,22.0,nan,1.3,5.1,1.4,1.6
Wet_BFL_Dur,19.0,120.0,nan,16.0,18.0,84.0,123.0,55.0,154.0,31.0,50.0,27.0,95.0,18.0,55.0,96.0,107.0,17.0,142.0,74.0,93.0,34.0,62.0,124.0,131.0,nan,74.0,145.0,33.0,94.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999,2701.599999999999
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998,2229.999999999998
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001,1297.000000000001
Peak_Dur_20,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011,798.4000000000011
Peak_Dur_50,nan,nan,nan,4.0,nan,nan,1.0,2.0,2.0,nan,10.0,nan,1.0,1.0,5.0,1.0,1.0,nan,nan,14.0,1.0,7.0,nan,nan,7.0,nan,nan,3.0,nan,nan
Peak_Fre_50,nan,nan,nan,2.0,nan,nan,1.0,2.0,2.0,nan,4.0,nan,1.0,1.0,4.0,1.0,1.0,nan,nan,5.0,1.0,2.0,nan,nan,4.0,nan,nan,1.0,nan,nan
Peak_50,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5,219.5
Dur_2,1.0,nan,nan,11.0,2.0,1.0,4.0,10.0,10.0,1.0,28.0,2.0,4.0,2.0,18.0,3.0,5.0,3.0,nan,34.0,10.0,21.0,2.0,2.0,31.0,2.0,nan,16.0,1.0,2.0
Fre_2,1.0,nan,nan,3.0,1.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,3.0,2.0,8.0,1.0,3.0,2.0,nan,7.0,3.0,4.0,2.0,2.0,9.0,2.0,nan,7.0,1.0,2.0
High_2,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Dur_5,3.0,2.0,nan,19.0,2.0,1.0,6.0,16.0,30.0,3.0,65.0,5.0,8.0,5.0,56.0,6.0,14.0,3.0,2.0,84.0,19.0,43.0,5.0,12.0,88.0,7.0,3.0,37.0,1.0,4.0
Fre_5,3.0,1.0,nan,1.0,1.0,1.0,3.0,4.0,7.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,6.0,4.0,4.0,3.0,4.0,6.0,4.0,2.0,9.0,1.0,2.0
High_5,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272,17.049999999999272
Dur_10,6.0,3.0,nan,43.0,4.0,1.0,16.0,34.0,92.0,5.0,99.0,10.0,25.0,8.0,85.0,25.0,34.0,10.0,6.0,144.0,51.0,81.0,17.0,31.0,155.0,15.0,6.0,70.0,5.0,17.0
Fre_10,4.0,2.0,nan,3.0,2.0,1.0,3.0,5.0,6.0,2.0,1.0,1.0,5.0,1.0,5.0,7.0,6.0,3.0,3.0,7.0,7.0,3.0,5.0,7.0,8.0,5.0,3.0,5.0,2.0,6.0
High_10,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Dur_20,22.0,8.0,nan,84.0,9.0,5.0,31.0,103.0,218.0,16.0,162.0,24.0,78.0,20.0,152.0,81.0,95.0,19.0,9.0,192.0,146.0,130.0,52.0,54.0,227.0,71.0,12.0,148.0,20.0,48.0
Fre_20,4.0,4.0,nan,3.0,4.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,7.0,8.0,5.0,5.0,7.0,7.0,9.0
High_20,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
