Year,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_Dur_WS,271.0,133.0,167.0,146.0,194.0,142.0,216.0,179.0,199.0,174.0,150.0,171.0,225.0,128.0,178.0,189.0,196.0,182.0,289.0,179.0,151.0,142.0,136.0,220.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,167.0,120.0,148.0,nan,nan,nan,nan,278.0,190.0,nan,nan,nan,354.0,nan,nan
DS_No_Flow,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan
FA_Tim,62.0,12.0,nan,28.0,nan,nan,nan,33.0,36.0,nan,42.0,14.0,22.0,28.0,9.0,21.0,20.0,51.0,19.0,64.0,27.0,25.0,0.0,16.0,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,34.0,nan,62.0,nan,nan,32.0,nan,nan,nan,nan,nan,nan
FA_Mag,1069.9439974387444,759.9551462037169,nan,32.9960206410358,nan,nan,nan,13.99848500555397,31.98704896757273,nan,38.98897786821989,133.98849898684733,51.992499293284475,42.001494442807484,39.89704730695503,7.219745367930867,9.843711505987507,1279.7587900741773,49.97418124977473,422.94360120367605,108.99310905477161,69.9976862701039,57.00087958715877,34.99572687529566,15.019494204321372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,116.95744208382932,nan,nan,62.96649612307414,nan,146.99581210727715,nan,nan,87.99453186721016,nan,nan,nan,nan,nan,nan
Wet_Tim,107.0,110.0,30.0,73.0,38.0,43.0,57.0,100.0,76.0,47.0,69.0,37.0,38.0,112.0,20.0,63.0,73.0,94.0,78.0,106.0,39.0,44.0,36.0,35.0,118.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96.0,38.0,31.0,53.0,nan,68.0,nan,86.0,110.0,5.0,nan,nan,43.0,120.0,nan
FA_Dur,4.0,3.0,nan,8.0,nan,nan,nan,8.0,3.0,nan,3.0,7.0,5.0,6.0,6.0,8.0,3.0,2.0,2.0,8.0,3.0,3.0,10.0,2.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,nan,nan,8.0,nan,8.0,nan,nan,6.0,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,27.3,18.0,26.0,65.2,44.0,47.0,24.0,179.0,50.3,42.400000000000006,16.0,47.400000000000006,63.8,37.0,15.0,5.91,167.0,118.60000000000001,151.8,67.40000000000005,87.4,98.60000000000001,87.10000000000001,36.6,154.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,111.0,85.0,28.0,77.0,nan,71.0,nan,8.7,43.7,68.0,nan,nan,18.0,10.0,nan
Wet_BFL_Mag_50,297.5,287.0,39.0,138.0,106.0,294.0,42.5,1180.0,192.0,81.0,52.0,354.0,160.0,486.0,18.0,9.2,482.5,280.0,370.0,151.0,280.0,694.5,199.5,67.0,811.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,219.5,158.0,143.0,118.0,nan,174.5,nan,157.0,128.0,178.0,nan,nan,64.0,22.5,nan
Wet_BFL_Dur,54.0,91.0,192.0,123.0,94.0,166.0,114.0,51.0,82.0,155.0,63.0,138.0,149.0,64.0,177.0,162.0,128.0,89.0,69.0,69.0,157.0,170.0,54.0,147.0,52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110.0,141.0,203.0,99.0,nan,122.0,nan,65.0,48.0,193.0,nan,nan,45.0,68.0,nan
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,8921.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8921.4,8921.4,8921.4,8921.4,nan,8921.4,nan,8921.4,8921.4,8921.4,nan,nan,8921.4,8921.4,nan
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8423.999999999995,8423.999999999995,8423.999999999995,8423.999999999995,nan,8423.999999999995,nan,8423.999999999995,8423.999999999995,8423.999999999995,nan,nan,8423.999999999995,8423.999999999995,nan
Peak_Dur_10,nan,1.0,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,1.0,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6071.999999999999,6071.999999999999,6071.999999999999,6071.999999999999,nan,6071.999999999999,nan,6071.999999999999,6071.999999999999,6071.999999999999,nan,nan,6071.999999999999,6071.999999999999,nan
Peak_Dur_20,nan,1.0,nan,nan,nan,1.0,nan,5.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,1.0,4.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,1.0,nan,nan,nan,1.0,nan,4.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,1.0,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5262.000000000002,5262.000000000002,5262.000000000002,5262.000000000002,nan,5262.000000000002,nan,5262.000000000002,5262.000000000002,5262.000000000002,nan,nan,5262.000000000002,5262.000000000002,nan
Peak_Dur_50,3.0,3.0,nan,nan,nan,2.0,nan,6.0,1.0,nan,nan,1.0,nan,3.0,nan,nan,6.0,nan,4.0,nan,4.0,9.0,1.0,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,1.0,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_50,2.0,1.0,nan,nan,nan,2.0,nan,4.0,1.0,nan,nan,1.0,nan,2.0,nan,nan,5.0,nan,1.0,nan,3.0,4.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,1.0,nan,2.0,nan,nan,nan,nan,nan
Peak_50,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,3385.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3385.0,3385.0,3385.0,3385.0,nan,3385.0,nan,3385.0,3385.0,3385.0,nan,nan,3385.0,3385.0,nan
Dur_2,5.0,5.0,nan,2.0,nan,9.0,nan,22.0,3.0,3.0,nan,13.0,4.0,4.0,nan,nan,24.0,2.0,15.0,4.0,15.0,39.0,2.0,nan,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,2.0,2.0,nan,9.0,nan,6.0,5.0,10.0,nan,nan,4.0,nan,nan
Fre_2,3.0,2.0,nan,1.0,nan,4.0,nan,7.0,2.0,2.0,nan,6.0,2.0,2.0,nan,nan,11.0,2.0,4.0,2.0,4.0,11.0,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,2.0,1.0,nan,4.0,nan,3.0,2.0,4.0,nan,nan,3.0,nan,nan
High_2,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1479.2000000000007,1479.2000000000007,1479.2000000000007,1479.2000000000007,nan,1479.2000000000007,nan,1479.2000000000007,1479.2000000000007,1479.2000000000007,nan,nan,1479.2000000000007,1479.2000000000007,nan
Dur_5,13.0,14.0,2.0,9.0,3.0,33.0,nan,47.0,12.0,4.0,1.0,30.0,16.0,15.0,nan,nan,46.0,19.0,35.0,7.0,29.0,86.0,9.0,2.0,33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,8.0,17.0,9.0,nan,29.0,nan,11.0,11.0,30.0,nan,nan,8.0,1.0,nan
Fre_5,4.0,6.0,1.0,3.0,1.0,7.0,nan,4.0,4.0,3.0,1.0,6.0,9.0,6.0,nan,nan,9.0,5.0,4.0,3.0,5.0,6.0,3.0,2.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,6.0,4.0,nan,6.0,nan,4.0,3.0,8.0,nan,nan,3.0,1.0,nan
High_5,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,742.3999999999978,742.3999999999978,742.3999999999978,742.3999999999978,nan,742.3999999999978,nan,742.3999999999978,742.3999999999978,742.3999999999978,nan,nan,742.3999999999978,742.3999999999978,nan
Dur_10,27.0,47.0,6.0,26.0,11.0,83.0,3.0,68.0,30.0,10.0,6.0,68.0,49.0,47.0,nan,nan,80.0,39.0,61.0,15.0,70.0,128.0,21.0,6.0,52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,18.0,30.0,17.0,nan,67.0,nan,18.0,19.0,58.0,nan,nan,13.0,2.0,nan
Fre_10,4.0,8.0,2.0,3.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,6.0,5.0,5.0,nan,nan,12.0,5.0,5.0,3.0,14.0,6.0,5.0,3.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,7.0,3.0,nan,5.0,nan,4.0,4.0,7.0,nan,nan,2.0,1.0,nan
High_10,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,371.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,371.0,371.0,371.0,371.0,nan,371.0,nan,371.0,371.0,371.0,nan,nan,371.0,371.0,nan
Dur_20,57.0,98.0,18.0,72.0,40.0,134.0,12.0,104.0,68.0,38.0,12.0,112.0,102.0,93.0,1.0,1.0,146.0,104.0,122.0,54.0,156.0,170.0,59.0,22.0,90.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.0,77.0,87.0,46.0,nan,109.0,nan,44.0,30.0,137.0,nan,nan,30.0,3.0,nan
Fre_20,3.0,5.0,4.0,7.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,7.0,4.0,1.0,1.0,6.0,5.0,4.0,8.0,5.0,4.0,9.0,8.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,11.0,8.0,6.0,nan,6.0,nan,3.0,2.0,6.0,nan,nan,2.0,1.0,nan
High_20,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156.0,156.0,156.0,156.0,nan,156.0,nan,156.0,156.0,156.0,nan,nan,156.0,156.0,nan
