Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
DS_Dur_WS,151.0,121.0,157.0,165.0,148.0,202.0,183.0,149.0,193.0,191.0,180.0,nan,106.0,134.0,151.0,133.0,103.0,82.0,174.0,180.0
DS_No_Flow,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,3.0,nan,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
FA_Tim,nan,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.0,12.0,nan,nan,nan,nan,4.0,40.0,nan
FA_Mag,nan,11799.755782107797,nan,nan,nan,nan,nan,nan,nan,nan,nan,600.0008075649828,67199.45191543867,nan,nan,nan,nan,759.9993992297062,654.9900753188374,nan
Wet_Tim,16.0,64.0,72.0,94.0,75.0,57.0,123.0,101.0,83.0,99.0,103.0,108.0,nan,24.0,58.0,66.0,39.0,93.0,67.0,88.0
FA_Dur,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,5.0,nan,nan,nan,nan,3.0,4.0,nan
Wet_BFL_Mag_10,690.0,2030.0,1444.0000000000002,674.0,712.6,580.0,644.0,2284.0000000000005,527.0,448.0,650.0,680.0,nan,760.0,622.0,845.0,833.0,597.5,1257.0,700.0
Wet_BFL_Mag_50,730.0,5945.0,3530.0,3040.0,1200.0,650.0,2965.0,7210.0,2050.0,1420.0,2010.0,3600.0,nan,1480.0,1200.0,1330.0,3565.0,1765.0,4240.0,1320.0
Wet_BFL_Dur,56.0,180.0,193.0,119.0,164.0,33.0,120.0,133.0,128.0,71.0,132.0,116.0,nan,211.0,33.0,130.0,226.0,56.0,168.0,31.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_2,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0,123240.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_5,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0,122100.0
Peak_Dur_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_10,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003,101210.00000000003
Peak_Dur_20,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,1.0
Peak_Fre_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0
Peak_20,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001,67600.00000000001
Peak_Dur_50,7.0,nan,1.0,nan,nan,5.0,nan,1.0,nan,1.0,nan,1.0,5.0,nan,8.0,nan,nan,nan,2.0,5.0
Peak_Fre_50,3.0,nan,1.0,nan,nan,3.0,nan,1.0,nan,1.0,nan,1.0,2.0,nan,2.0,nan,nan,nan,2.0,2.0
Peak_50,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0,29050.0
Dur_2,19.0,20.0,8.0,2.0,nan,16.0,7.0,13.0,nan,4.0,nan,3.0,10.0,nan,14.0,nan,7.0,4.0,7.0,13.0
Fre_2,7.0,4.0,4.0,1.0,nan,5.0,3.0,7.0,nan,2.0,nan,2.0,4.0,nan,3.0,nan,3.0,1.0,2.0,3.0
High_2,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989,13661.999999999989
Dur_5,28.0,69.0,13.0,9.0,nan,37.0,11.0,49.0,3.0,5.0,nan,6.0,32.0,nan,25.0,nan,35.0,5.0,23.0,16.0
Fre_5,7.0,8.0,6.0,5.0,nan,7.0,3.0,9.0,1.0,2.0,nan,2.0,10.0,nan,5.0,nan,8.0,1.0,5.0,4.0
High_5,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985,9040.999999999985
Dur_10,47.0,110.0,34.0,17.0,1.0,68.0,23.0,103.0,4.0,11.0,nan,14.0,60.0,2.0,64.0,nan,71.0,9.0,74.0,20.0
Fre_10,7.0,9.0,8.0,6.0,1.0,7.0,5.0,10.0,2.0,4.0,nan,3.0,10.0,2.0,3.0,nan,8.0,3.0,5.0,3.0
High_10,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004,6331.000000000004
Dur_20,139.0,182.0,96.0,68.0,19.0,132.0,52.0,139.0,8.0,41.0,6.0,62.0,96.0,5.0,118.0,27.0,119.0,16.0,98.0,49.0
Fre_20,9.0,7.0,4.0,6.0,4.0,7.0,5.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,4.0,8.0,3.0,7.0,6.0
High_20,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0
