Year,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0,16806.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993,10919.999999999993
Peak_Dur_10,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008,7800.000000000008
Peak_Dur_20,2.0,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,6.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_20,2.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_20,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0,5628.0
Peak_Dur_50,5.0,1.0,nan,nan,nan,3.0,nan,4.0,nan,1.0,nan,5.0,5.0,nan,nan,nan,10.0,nan,nan,nan,3.0,nan,2.0,nan,4.0,9.0,nan,nan,4.0,1.0,nan,3.0,1.0,nan,nan,4.0,nan,8.0,1.0,7.0,5.0,nan,1.0,nan,1.0,1.0,2.0,nan,13.0,nan,nan,nan,1.0,nan,nan,1.0,nan,5.0
Peak_Fre_50,3.0,1.0,nan,nan,nan,3.0,nan,1.0,nan,1.0,nan,1.0,2.0,nan,nan,nan,4.0,nan,nan,nan,2.0,nan,1.0,nan,2.0,1.0,nan,nan,3.0,1.0,nan,1.0,1.0,nan,nan,2.0,nan,4.0,1.0,2.0,4.0,nan,1.0,nan,1.0,1.0,1.0,nan,2.0,nan,nan,nan,1.0,nan,nan,1.0,nan,2.0
Peak_50,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0,3545.0
Dur_2,30.0,2.0,1.0,3.0,nan,12.0,1.0,6.0,nan,15.0,4.0,22.0,7.0,5.0,4.0,6.0,24.0,16.0,nan,nan,7.0,1.0,7.0,1.0,10.0,30.0,nan,1.0,10.0,2.0,2.0,4.0,3.0,nan,2.0,17.0,nan,18.0,6.0,9.0,33.0,8.0,7.0,1.0,1.0,14.0,2.0,4.0,40.0,nan,nan,1.0,12.0,2.0,7.0,2.0,nan,7.0
Fre_2,8.0,1.0,1.0,2.0,nan,6.0,1.0,1.0,nan,4.0,1.0,5.0,3.0,3.0,3.0,2.0,7.0,3.0,nan,nan,3.0,1.0,3.0,1.0,6.0,4.0,nan,1.0,4.0,2.0,2.0,1.0,2.0,nan,2.0,7.0,nan,9.0,4.0,2.0,7.0,2.0,6.0,1.0,1.0,6.0,1.0,3.0,6.0,nan,nan,1.0,4.0,2.0,2.0,2.0,nan,2.0
High_2,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0
Dur_5,59.0,6.0,2.0,8.0,10.0,26.0,1.0,16.0,22.0,25.0,6.0,47.0,14.0,22.0,23.0,16.0,53.0,31.0,nan,nan,29.0,7.0,17.0,3.0,19.0,54.0,6.0,2.0,18.0,6.0,3.0,10.0,4.0,nan,5.0,46.0,nan,53.0,17.0,12.0,63.0,26.0,26.0,3.0,11.0,37.0,14.0,22.0,62.0,2.0,7.0,5.0,25.0,37.0,19.0,5.0,nan,9.0
Fre_5,7.0,2.0,2.0,5.0,3.0,7.0,1.0,3.0,5.0,5.0,1.0,9.0,4.0,6.0,7.0,4.0,7.0,3.0,nan,nan,10.0,2.0,5.0,2.0,7.0,7.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,nan,2.0,7.0,nan,9.0,5.0,3.0,11.0,5.0,6.0,1.0,4.0,8.0,6.0,6.0,5.0,1.0,2.0,2.0,3.0,10.0,5.0,1.0,nan,3.0
High_5,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0
Dur_10,86.0,17.0,25.0,31.0,34.0,51.0,2.0,25.0,48.0,51.0,11.0,72.0,29.0,46.0,43.0,38.0,84.0,48.0,6.0,nan,73.0,21.0,32.0,13.0,58.0,93.0,19.0,13.0,43.0,21.0,5.0,26.0,10.0,1.0,19.0,73.0,1.0,82.0,34.0,20.0,107.0,44.0,54.0,16.0,24.0,71.0,49.0,46.0,76.0,10.0,22.0,16.0,64.0,86.0,33.0,14.0,2.0,18.0
Fre_10,10.0,5.0,6.0,10.0,4.0,9.0,1.0,4.0,4.0,9.0,1.0,7.0,5.0,8.0,8.0,6.0,10.0,5.0,2.0,nan,13.0,5.0,5.0,6.0,11.0,11.0,8.0,2.0,7.0,6.0,2.0,5.0,5.0,1.0,5.0,4.0,1.0,9.0,8.0,4.0,6.0,7.0,9.0,4.0,4.0,13.0,7.0,4.0,6.0,4.0,5.0,5.0,9.0,10.0,4.0,3.0,2.0,5.0
High_10,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0
Dur_20,128.0,62.0,57.0,88.0,63.0,83.0,5.0,69.0,77.0,86.0,45.0,95.0,80.0,107.0,83.0,69.0,146.0,72.0,24.0,nan,140.0,48.0,47.0,34.0,103.0,165.0,92.0,25.0,96.0,57.0,19.0,61.0,19.0,7.0,54.0,113.0,15.0,153.0,93.0,49.0,143.0,85.0,129.0,42.0,73.0,128.0,97.0,96.0,132.0,31.0,49.0,49.0,104.0,134.0,58.0,29.0,9.0,34.0
Fre_20,8.0,7.0,8.0,9.0,4.0,9.0,3.0,8.0,4.0,10.0,8.0,6.0,13.0,10.0,6.0,5.0,10.0,5.0,3.0,nan,11.0,6.0,7.0,4.0,6.0,8.0,11.0,3.0,8.0,4.0,7.0,2.0,6.0,2.0,6.0,4.0,4.0,5.0,7.0,6.0,7.0,8.0,8.0,3.0,9.0,7.0,7.0,10.0,9.0,7.0,6.0,8.0,8.0,7.0,5.0,4.0,3.0,3.0
High_20,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
