Year,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
FA_Tim,44.0,nan,2.0,13.0,15.0,23.0,42.0,10.0,nan,27.0,10.0,45.0,36.0,51.0,19.0,38.0,10.0,25.0,1.0,10.0
FA_Mag,87.93583618996493,nan,111.9780316022975,65.99271666635948,236.9973675921134,69.9968469752454,187.96866305635092,67.99943024061825,nan,97.9949714514494,170.8885916025234,51.99814626408684,24.99783726108887,79.99595016198938,177.99854665490224,51.99247663480618,61.999097660250236,1179.940528531311,95.99939602446375,55.999827619802446
Wet_Tim,118.0,42.0,82.0,67.0,73.0,51.0,103.0,71.0,32.0,117.0,10.0,87.0,70.0,95.0,88.0,110.0,39.0,44.0,26.0,23.0
FA_Dur,3.0,nan,10.0,4.0,4.0,10.0,6.0,4.0,nan,3.0,2.0,6.0,2.0,2.0,2.0,5.0,2.0,6.0,4.0,2.0
Wet_BFL_Mag_10,99.8,83.0,55.800000000000004,158.5,92.2,176.0,94.9,232.00000000000003,242.0,168.60000000000002,35.0,22.0,230.89999999999998,58.800000000000004,248.6,76.19999999999999,183.7,269.0,70.0,79.0
Wet_BFL_Mag_50,193.0,395.0,273.0,521.0,568.0,348.0,214.5,475.0,473.0,475.5,54.5,34.0,563.0,391.0,530.0,157.0,604.0,572.0,682.0,155.0
Wet_BFL_Dur,70.0,190.0,67.0,158.0,43.0,132.0,62.0,157.0,154.0,112.0,164.0,144.0,140.0,127.0,59.0,73.0,162.0,123.0,63.0,170.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_2,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004,16442.000000000004
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_5,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004,14105.000000000004
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan
Peak_10,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001,7753.00000000001
Peak_Dur_20,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,1.0,nan,nan
Peak_Fre_20,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,1.0,nan,nan
Peak_20,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0
Peak_Dur_50,nan,nan,nan,5.0,6.0,1.0,nan,1.0,5.0,1.0,nan,nan,nan,nan,8.0,nan,10.0,4.0,5.0,nan
Peak_Fre_50,nan,nan,nan,2.0,4.0,1.0,nan,1.0,3.0,1.0,nan,nan,nan,nan,2.0,nan,5.0,2.0,3.0,nan
Peak_50,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0,3070.0
Dur_2,nan,8.0,3.0,10.0,15.0,2.0,nan,5.0,22.0,1.0,nan,nan,7.0,1.0,14.0,1.0,28.0,17.0,14.0,nan
Fre_2,nan,4.0,2.0,1.0,5.0,1.0,nan,3.0,6.0,1.0,nan,nan,3.0,1.0,2.0,1.0,8.0,9.0,5.0,nan
High_2,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
Dur_5,nan,36.0,6.0,37.0,22.0,7.0,3.0,12.0,34.0,12.0,nan,nan,26.0,1.0,21.0,2.0,64.0,60.0,22.0,1.0
Fre_5,nan,7.0,2.0,8.0,3.0,2.0,3.0,4.0,6.0,6.0,nan,nan,7.0,1.0,3.0,1.0,10.0,12.0,5.0,1.0
High_5,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993,967.0499999999993
Dur_10,4.0,52.0,13.0,72.0,28.0,21.0,14.0,34.0,62.0,32.0,nan,nan,51.0,29.0,38.0,8.0,100.0,128.0,42.0,7.0
Fre_10,2.0,6.0,2.0,6.0,3.0,7.0,4.0,8.0,9.0,9.0,nan,nan,11.0,7.0,3.0,3.0,9.0,7.0,8.0,2.0
High_10,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0
Dur_20,29.0,98.0,26.0,107.0,45.0,83.0,49.0,106.0,125.0,88.0,1.0,nan,116.0,70.0,85.0,19.0,148.0,169.0,82.0,19.0
Fre_20,4.0,10.0,5.0,4.0,6.0,11.0,5.0,8.0,9.0,9.0,1.0,nan,7.0,6.0,6.0,4.0,5.0,6.0,5.0,4.0
High_20,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0
