Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995,1226.9999999999995
Peak_Dur_5,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75,879.75
Peak_Dur_10,nan,nan,1.0,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5,728.5
Peak_Dur_20,nan,nan,1.0,nan,2.0,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,2.0,1.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,1.0,nan,1.0,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,2.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0
Peak_Dur_50,nan,1.0,5.0,nan,11.0,nan,9.0,nan,10.0,10.0,1.0,nan,nan,5.0,1.0,nan,nan,2.0,1.0,15.0,nan,13.0,32.0,8.0,nan,13.0,nan,nan,nan,nan,nan,nan,3.0,nan,24.0,2.0,14.0,8.0,6.0,3.0,nan,nan,nan,nan,nan,35.0,nan,nan,1.0,nan,8.0,nan,1.0,nan,nan,3.0
Peak_Fre_50,nan,1.0,3.0,nan,3.0,nan,4.0,nan,3.0,4.0,1.0,nan,nan,3.0,1.0,nan,nan,2.0,1.0,2.0,nan,3.0,8.0,3.0,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,6.0,1.0,4.0,4.0,3.0,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,4.0,nan,1.0,nan,nan,3.0
Peak_50,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5
Dur_2,nan,2.0,11.0,nan,15.0,nan,19.0,nan,22.0,14.0,2.0,nan,2.0,8.0,1.0,nan,nan,6.0,1.0,19.0,nan,24.0,56.0,13.0,nan,19.0,nan,nan,nan,nan,nan,nan,8.0,nan,36.0,7.0,21.0,20.0,8.0,5.0,nan,nan,1.0,nan,5.0,40.0,nan,nan,3.0,nan,26.0,nan,1.0,1.0,nan,4.0
Fre_2,nan,2.0,4.0,nan,4.0,nan,4.0,nan,5.0,2.0,1.0,nan,2.0,5.0,1.0,nan,nan,3.0,1.0,4.0,nan,6.0,11.0,5.0,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,6.0,3.0,6.0,6.0,3.0,3.0,nan,nan,1.0,nan,3.0,5.0,nan,nan,1.0,nan,8.0,nan,1.0,1.0,nan,4.0
High_2,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0
Dur_5,nan,5.0,38.0,nan,58.0,nan,46.0,2.0,69.0,21.0,5.0,nan,6.0,20.0,12.0,nan,nan,25.0,7.0,35.0,nan,61.0,115.0,26.0,nan,34.0,1.0,nan,2.0,nan,nan,nan,25.0,nan,81.0,21.0,35.0,64.0,26.0,13.0,nan,nan,8.0,1.0,29.0,68.0,nan,nan,4.0,1.0,70.0,1.0,1.0,1.0,1.0,10.0
Fre_5,nan,2.0,6.0,nan,4.0,nan,7.0,1.0,5.0,4.0,1.0,nan,3.0,5.0,4.0,nan,nan,8.0,5.0,2.0,nan,8.0,6.0,7.0,nan,3.0,1.0,nan,2.0,nan,nan,nan,4.0,nan,6.0,8.0,4.0,8.0,6.0,4.0,nan,nan,4.0,1.0,6.0,7.0,nan,nan,1.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0
High_5,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
Dur_10,nan,26.0,59.0,nan,86.0,nan,99.0,5.0,103.0,37.0,16.0,3.0,40.0,61.0,44.0,nan,nan,75.0,59.0,53.0,1.0,101.0,150.0,56.0,nan,57.0,1.0,nan,10.0,nan,1.0,nan,51.0,nan,114.0,64.0,53.0,126.0,64.0,36.0,nan,4.0,31.0,3.0,92.0,122.0,1.0,nan,14.0,19.0,112.0,5.0,2.0,2.0,2.0,26.0
Fre_10,nan,4.0,4.0,nan,6.0,nan,5.0,1.0,4.0,7.0,3.0,2.0,7.0,7.0,4.0,nan,nan,6.0,6.0,4.0,1.0,4.0,6.0,8.0,nan,2.0,1.0,nan,3.0,nan,1.0,nan,10.0,nan,5.0,6.0,5.0,4.0,5.0,3.0,nan,3.0,3.0,1.0,7.0,5.0,1.0,nan,3.0,3.0,6.0,3.0,2.0,1.0,1.0,5.0
High_10,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
Dur_20,nan,67.0,97.0,12.0,159.0,45.0,140.0,27.0,149.0,98.0,88.0,36.0,125.0,125.0,103.0,nan,nan,128.0,98.0,126.0,13.0,142.0,211.0,143.0,28.0,85.0,5.0,nan,30.0,2.0,3.0,7.0,119.0,nan,165.0,116.0,106.0,164.0,124.0,102.0,27.0,51.0,51.0,46.0,134.0,166.0,34.0,5.0,77.0,82.0,163.0,45.0,11.0,4.0,4.0,58.0
Fre_20,nan,3.0,6.0,6.0,3.0,4.0,6.0,5.0,3.0,5.0,9.0,6.0,5.0,10.0,6.0,nan,nan,5.0,5.0,4.0,3.0,8.0,8.0,6.0,4.0,7.0,4.0,nan,5.0,2.0,2.0,4.0,6.0,nan,1.0,5.0,4.0,2.0,3.0,7.0,3.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,10.0,4.0,4.0,3.0,2.0,8.0
High_20,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
