Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
DS_Dur_WS,245.0,215.0,220.0,223.0,126.0,211.0,232.0,178.0,233.0,253.0,194.0,173.0,222.0,123.0,96.0,224.0,167.0,168.0,142.0,214.0,196.0,236.0,211.0,254.0,216.0,254.0,209.0,191.0,140.0,219.0,210.0,165.0,57.0,211.0,202.0,228.0,218.0,219.0,213.0,239.0,184.0,214.0,178.0,222.0,143.0,nan,nan,155.0,165.0,189.0,174.0,142.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,50.0,67.0,44.0,43.0,nan,30.0,nan,nan,nan,43.0,51.0,13.0,36.0,28.0,nan,59.0,65.0,13.0,16.0,35.0,42.0,44.0,42.0,64.0,10.0,2.0,37.0,nan,19.0,64.0,11.0,25.0,1.0,38.0,55.0,nan,29.0,44.0,23.0,nan,26.0,30.0,15.0,4.0,72.0,nan,56.0,54.0,47.0,28.0,42.0
FA_Mag,nan,31.956210538907886,95.86855881964664,21.993075661334277,8.208769234941373,nan,15.982872546434855,nan,nan,nan,12.985797649573719,3.8776041631539915,20.985598952354756,47.93168055150486,10.963989770732727,nan,69.98750449320511,33.8744099172526,9.016499023674353,79.99819484439118,19.858516756568385,61.94267020655664,33.97766989249829,289.8503864527437,91.88324086353094,49.90729607692751,5.133450917143305,1.7289697656931535,nan,15.991927335149848,35.96317046485035,6.128856271405983,278.94894998009784,57.99947514106699,31.994175276547473,48.9990828565339,nan,12.011267206208421,9.884761926836848,77.91039860080289,nan,22.995595140172576,11.975514348817786,9.880229697448828,14.991387148371633,161.97058616717715,nan,32.01929868800301,42.98387873874231,25.00240039531341,56.87807797705161,20.781871634121963
Wet_Tim,39.0,173.0,147.0,175.0,172.0,69.0,136.0,161.0,130.0,154.0,162.0,126.0,114.0,172.0,68.0,40.0,157.0,123.0,101.0,95.0,159.0,148.0,167.0,146.0,203.0,162.0,179.0,146.0,147.0,80.0,166.0,129.0,110.0,37.0,152.0,124.0,151.0,141.0,148.0,140.0,163.0,126.0,161.0,125.0,149.0,113.0,nan,98.0,104.0,104.0,137.0,82.0
FA_Dur,nan,2.0,3.0,6.0,6.0,nan,2.0,nan,nan,nan,3.0,10.0,8.0,4.0,4.0,nan,2.0,3.0,5.0,6.0,3.0,3.0,4.0,7.0,5.0,2.0,5.0,5.0,nan,5.0,2.0,3.0,6.0,6.0,2.0,3.0,nan,3.0,4.0,4.0,nan,7.0,6.0,2.0,2.0,2.0,nan,9.0,4.0,2.0,4.0,3.0
Wet_BFL_Mag_10,88.4,164.8,28.8,73.0,38.0,97.0,45.0,123.3,37.2,30.0,20.0,30.400000000000006,36.0,38.7,78.0,28.0,133.60000000000002,23.1,103.0,84.0,45.0,53.0,61.400000000000006,95.0,99.6,28.6,7.0600000000000005,92.6,84.0,49.00000000000001,41.0,151.0,149.4,117.0,37.400000000000006,190.7,19.0,21.400000000000002,45.599999999999994,17.400000000000002,33.2,16.5,128.6,14.0,197.20000000000002,88.8,nan,81.2,71.0,46.6,31.5,28.5
Wet_BFL_Mag_50,115.0,324.0,104.0,190.0,84.0,172.0,96.0,332.0,68.0,106.0,61.0,143.0,98.0,94.0,109.0,40.0,187.0,68.0,214.0,111.0,138.0,99.0,180.0,150.0,340.0,38.0,19.0,224.0,128.5,200.0,79.0,286.5,253.0,154.0,145.0,272.5,40.0,56.5,125.0,50.0,70.0,28.0,321.0,34.0,463.0,171.0,nan,204.5,127.0,144.5,74.0,60.6
Wet_BFL_Dur,195.0,70.0,105.0,48.0,81.0,173.0,112.0,102.0,97.0,75.0,71.0,122.0,128.0,70.0,183.0,185.0,109.0,112.0,146.0,143.0,95.0,96.0,79.0,96.0,49.0,67.0,77.0,107.0,90.0,177.0,60.0,112.0,147.0,199.0,77.0,120.0,74.0,88.0,77.0,73.0,87.0,86.0,99.0,114.0,122.0,119.0,nan,164.0,137.0,134.0,86.0,151.0
Peak_Dur_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,nan,2070.0,2070.0,2070.0,2070.0,2070.0
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,nan,1735.0,1735.0,1735.0,1735.0,1735.0
Peak_Dur_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan
Peak_10,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,nan,1540.0,1540.0,1540.0,1540.0,1540.0
Peak_Dur_20,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,1.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_20,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan
Peak_20,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,nan,1150.0,1150.0,1150.0,1150.0,1150.0
Peak_Dur_50,8.0,30.0,nan,3.0,nan,23.0,1.0,20.0,nan,nan,nan,nan,2.0,nan,3.0,nan,38.0,nan,39.0,1.0,nan,nan,11.0,nan,21.0,nan,nan,24.0,10.0,11.0,nan,29.0,55.0,4.0,nan,9.0,nan,nan,nan,nan,nan,nan,15.0,nan,51.0,3.0,nan,37.0,1.0,1.0,nan,nan
Peak_Fre_50,3.0,1.0,nan,2.0,nan,4.0,1.0,4.0,nan,nan,nan,nan,1.0,nan,2.0,nan,4.0,nan,5.0,1.0,nan,nan,3.0,nan,2.0,nan,nan,6.0,2.0,3.0,nan,5.0,6.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,8.0,1.0,nan,6.0,1.0,1.0,nan,nan
Peak_50,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,nan,531.0,531.0,531.0,531.0,531.0
Dur_2,8.0,29.0,nan,2.0,nan,14.0,nan,18.0,nan,nan,nan,nan,2.0,nan,3.0,nan,31.0,nan,36.0,nan,nan,nan,7.0,nan,17.0,nan,nan,17.0,8.0,6.0,nan,25.0,53.0,4.0,nan,9.0,nan,nan,nan,nan,nan,nan,11.0,nan,41.0,3.0,nan,30.0,nan,1.0,nan,nan
Fre_2,3.0,1.0,nan,1.0,nan,4.0,nan,4.0,nan,nan,nan,nan,1.0,nan,2.0,nan,5.0,nan,4.0,nan,nan,nan,3.0,nan,2.0,nan,nan,3.0,2.0,4.0,nan,5.0,6.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,6.0,1.0,nan,5.0,nan,1.0,nan,nan
High_2,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,nan,578.0,578.0,578.0,578.0,578.0
Dur_5,12.0,48.0,1.0,11.0,nan,46.0,5.0,49.0,nan,nan,nan,8.0,18.0,nan,19.0,nan,50.0,nan,61.0,3.0,nan,nan,28.0,17.0,29.0,nan,nan,48.0,25.0,43.0,nan,59.0,72.0,10.0,nan,28.0,nan,nan,nan,nan,nan,nan,43.0,nan,86.0,19.0,nan,66.0,20.0,10.0,nan,nan
Fre_5,3.0,1.0,1.0,3.0,nan,7.0,2.0,5.0,nan,nan,nan,2.0,4.0,nan,6.0,nan,4.0,nan,5.0,2.0,nan,nan,2.0,2.0,2.0,nan,nan,5.0,3.0,6.0,nan,3.0,8.0,4.0,nan,5.0,nan,nan,nan,nan,nan,nan,3.0,nan,4.0,4.0,nan,7.0,4.0,5.0,nan,nan
High_5,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,nan,370.75,370.75,370.75,370.75,370.75
Dur_10,25.0,72.0,12.0,30.0,14.0,80.0,25.0,63.0,1.0,3.0,nan,35.0,44.0,1.0,52.0,11.0,64.0,nan,96.0,20.0,28.0,6.0,44.0,40.0,44.0,nan,nan,69.0,44.0,93.0,3.0,91.0,131.0,43.0,8.0,90.0,nan,nan,18.0,nan,9.0,nan,65.0,nan,114.0,52.0,nan,99.0,51.0,45.0,21.0,11.0
Fre_10,6.0,4.0,5.0,3.0,3.0,5.0,2.0,4.0,1.0,1.0,nan,8.0,3.0,1.0,4.0,2.0,4.0,nan,7.0,3.0,3.0,2.0,5.0,5.0,2.0,nan,nan,5.0,4.0,8.0,1.0,10.0,16.0,9.0,3.0,7.0,nan,nan,2.0,nan,2.0,nan,4.0,nan,6.0,8.0,nan,5.0,7.0,6.0,3.0,4.0
High_10,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,239.5,nan,239.5,239.5,239.5,239.5,239.5
Dur_20,95.0,112.0,63.0,48.0,32.0,146.0,52.0,107.0,20.0,32.0,nan,80.0,67.0,28.0,91.0,61.0,134.0,20.0,146.0,62.0,64.0,41.0,65.0,87.0,65.0,6.0,nan,120.0,72.0,151.0,36.0,148.0,197.0,167.0,55.0,125.0,2.0,1.0,48.0,19.0,33.0,13.0,111.0,3.0,149.0,109.0,nan,159.0,94.0,97.0,44.0,68.0
Fre_20,7.0,7.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,6.0,nan,4.0,5.0,4.0,5.0,4.0,5.0,2.0,8.0,6.0,5.0,4.0,4.0,10.0,7.0,2.0,nan,6.0,8.0,4.0,2.0,5.0,7.0,9.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,6.0,1.0,6.0,6.0,nan,4.0,7.0,8.0,3.0,5.0
High_20,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,nan,127.0,127.0,127.0,127.0,127.0
