Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995
Avg,125.17185792349727,65.10027397260274,223.80109589041095,279.40712328767125,134.196174863388,391.1953424657534,165.40356164383562,433.65123287671236,126.33907103825136,549.4021917808219,288.34520547945203,237.41095890410958,166.61420765027324,286.7783561643836,322.9890410958904,314.33698630136985,76.86147540983606,31.02,412.8005479452055,278.4438356164384,478.1693989071038,116.02027397260274,605.5301369863014,771.0904109589042,nan,nan,nan,68.76648351648352,82.02950819672132,164.89479452054795,97.04794520547945,125.13369863013698,99.751912568306,384.60027397260274,85.70493150684932,nan
Std,179.8649545028068,76.44342970543916,342.9682125114798,693.5397269664987,151.43578320019267,693.7533950593609,194.97602371299692,582.7967373098686,154.11270050537863,790.7475564789232,475.8454235721373,248.98889426828563,181.6116802991853,383.9642829387133,348.0366299260947,463.9787357866204,78.4548808207566,39.13758884083143,474.08866866138493,383.039810151152,850.6455014388883,158.84704911840058,1129.9426725044757,769.7451668980098,nan,nan,nan,94.1467829178894,86.87746067296266,269.25187444233546,118.3579260555092,198.6071598228409,133.7060889939086,451.3267330576903,112.6767439768051,nan
CV,1.4369440342791504,1.1742412902534045,1.532468869944326,2.4821834132426392,1.128465720832614,1.773419363038798,1.17878975383154,1.3439296216080596,1.2198340484767243,1.439287225840525,1.6502629991052404,1.0487674849451765,1.0900131679069776,1.3388886388574668,1.0775493457772396,1.4760551764716032,1.0207308720321107,1.2616888730119737,1.1484690876047836,1.3756447841739852,1.7789626508578547,1.3691318222185118,1.8660387047425153,0.9982554003502372,nan,nan,nan,1.3690795007035972,1.0591001041310046,1.63287067505811,1.2195819891385662,1.5871596699932333,1.340386219686286,1.1734956098597082,1.3147054900545632,nan
SP_Tim,228.0,225.0,220.0,234.0,230.0,232.0,211.0,238.0,215.0,228.0,116.0,254.0,244.0,232.0,242.0,247.0,218.0,256.0,245.0,233.0,237.0,215.0,208.0,257.0,nan,nan,nan,225.0,233.0,192.0,209.0,239.0,216.0,233.0,237.0,nan
SP_Mag,576.0,284.0,1180.0,1250.0,608.0,1140.0,515.0,2790.0,462.0,2040.0,4640.0,535.0,354.0,1700.0,870.0,1840.0,328.0,151.0,1290.0,1450.0,1360.0,709.0,1850.0,2300.0,nan,nan,nan,288.0,349.0,875.0,399.0,740.0,372.0,1230.0,326.0,nan
SP_Dur,63.0,72.0,79.0,62.0,77.0,101.0,66.0,79.0,78.0,82.0,175.0,51.0,46.0,57.0,77.0,61.0,119.0,42.0,68.0,57.0,72.0,63.0,46.0,68.0,nan,nan,nan,62.0,58.0,92.0,93.0,67.0,94.0,78.0,57.0,nan
SP_ROC,0.06872417573151193,0.07462686567164178,0.07550328881801874,0.05273301737756714,0.05660377358490566,0.0752160460898325,0.0625,0.05954240425778086,0.0625,0.0589975635224504,0.06331877729257641,0.06803980560055542,0.07124746450304259,0.06521739130434782,0.0641025641025641,0.053714285714285714,0.0662280701754386,0.07142857142857142,0.06887351778656126,0.05739459815546772,0.06422018348623854,0.07352941176470588,0.06914893617021277,0.05343511450381679,nan,nan,nan,0.0754985754985755,0.07317073170731707,0.07796739913544669,0.07029411764705883,0.08135686707115278,0.0859375,0.06698717948717949,0.0625,nan
DS_Tim,291.0,297.0,299.0,296.0,307.0,333.0,277.0,317.0,293.0,310.0,291.0,305.0,290.0,289.0,319.0,308.0,337.0,298.0,313.0,290.0,309.0,278.0,254.0,325.0,nan,nan,nan,287.0,291.0,284.0,302.0,306.0,310.0,311.0,294.0,nan
DS_Mag_90,31.0,27.0,24.0,41.0,67.0,27.0,19.0,56.0,107.5,61.0,39.5,64.0,78.60000000000002,31.10000000000001,130.90000000000006,42.1,19.599999999999994,13.0,53.400000000000006,53.0,51.20000000000002,180.0,436.70000000000005,nan,nan,nan,nan,36.5,59.0,18.300000000000026,13.0,36.0,42.0,29.0,nan,nan
DS_Mag_50,14.0,7.0,16.0,22.0,12.0,21.0,9.5,33.0,13.0,30.5,16.0,18.0,15.0,16.0,28.0,30.5,10.0,2.7,28.0,26.0,25.0,13.0,122.0,nan,nan,nan,nan,6.199999999999999,5.8,9.2,7.1,20.0,7.2,18.0,nan,nan
