Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
FA_Mag,nan,6.568013366245222,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.9682057683583,nan,4.348863814715553,nan,nan,36.96755297263101,nan,nan,14.932291524676126,nan,nan,nan,nan,nan,nan,nan,nan,24.97319604690366,nan,nan,20.965999520587708
Wet_Tim,9.0,85.0,33.0,98.0,30.0,103.0,89.0,112.0,123.0,53.0,22.0,120.0,118.0,42.0,172.0,40.0,53.0,32.0,103.0,92.0,48.0,nan,nan,nan,nan,nan,nan,122.0,69.0,113.0,58.0,83.0
FA_Dur,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,13.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,4.0
Wet_BFL_Mag_10,2.1,6.26,3.06,3.8,2.6,2.0,1.8,3.7,3.0,2.6,2.1,2.84,1.9,1.9,1.9,2.42,5.0,4.2,4.3100000000000005,4.4,4.9,nan,nan,nan,nan,nan,nan,4.75,10.0,11.1,7.5,5.8
Wet_BFL_Mag_50,2.4,9.6,5.0,6.1,3.6,2.0,2.2,15.0,3.5,2.8,2.4,2.9,2.0,2.3,8.7,16.0,7.8,6.5,34.0,5.35,7.0,nan,nan,nan,nan,nan,nan,91.5,15.5,23.5,8.1,6.8
Wet_BFL_Dur,147.0,87.0,69.0,81.0,85.0,19.0,19.0,77.0,19.0,57.0,100.0,18.0,18.0,145.0,21.0,53.0,154.0,131.0,48.0,66.0,38.0,nan,nan,nan,nan,nan,nan,36.0,116.0,32.0,99.0,91.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_2,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,3090.0,nan,nan,nan,nan,nan,nan,3090.0,3090.0,3090.0,3090.0,3090.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_5,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0,nan,nan,nan,nan,nan,nan,2765.0,2765.0,2765.0,2765.0,2765.0
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
Peak_10,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,nan,nan,nan,nan,nan,nan,1860.0,1860.0,1860.0,1860.0,1860.0
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,7.0,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.0,nan,nan
Peak_20,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,nan,nan,nan,nan,nan,nan,509.0,509.0,509.0,509.0,509.0
Peak_Dur_50,nan,7.0,nan,nan,nan,1.0,1.0,3.0,1.0,nan,nan,2.0,nan,nan,nan,6.0,2.0,nan,11.0,nan,2.0,nan,nan,nan,nan,nan,nan,27.0,nan,15.0,nan,1.0
Peak_Fre_50,nan,3.0,nan,nan,nan,1.0,1.0,3.0,1.0,nan,nan,1.0,nan,nan,nan,3.0,2.0,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,nan,7.0,nan,3.0,nan,1.0
Peak_50,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,nan,nan,nan,nan,nan,nan,148.5,148.5,148.5,148.5,148.5
Dur_2,nan,11.0,nan,3.0,1.0,1.0,3.0,16.0,2.0,nan,nan,9.0,1.0,nan,3.0,10.0,9.0,2.0,23.0,1.0,2.0,nan,nan,nan,nan,nan,nan,55.0,4.0,34.0,1.0,3.0
Fre_2,nan,4.0,nan,3.0,1.0,1.0,2.0,5.0,2.0,nan,nan,4.0,1.0,nan,2.0,3.0,5.0,1.0,4.0,1.0,2.0,nan,nan,nan,nan,nan,nan,10.0,2.0,3.0,1.0,2.0
High_2,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,nan,nan,nan,nan,nan,nan,52.0,52.0,52.0,52.0,52.0
Dur_5,nan,34.0,nan,11.0,1.0,1.0,4.0,39.0,4.0,nan,nan,16.0,1.0,1.0,6.0,34.0,32.0,4.0,78.0,5.0,10.0,nan,nan,nan,nan,nan,nan,97.0,34.0,63.0,3.0,7.0
Fre_5,nan,7.0,nan,8.0,1.0,1.0,2.0,8.0,3.0,nan,nan,4.0,1.0,1.0,2.0,5.0,11.0,2.0,1.0,1.0,2.0,nan,nan,nan,nan,nan,nan,4.0,10.0,5.0,2.0,4.0
High_5,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,nan,nan,nan,nan,nan,nan,23.0,23.0,23.0,23.0,23.0
Dur_10,nan,59.0,1.0,22.0,5.0,2.0,5.0,84.0,6.0,2.0,2.0,28.0,3.0,3.0,11.0,83.0,75.0,10.0,115.0,10.0,16.0,nan,nan,nan,nan,nan,nan,129.0,136.0,122.0,5.0,26.0
Fre_10,nan,4.0,1.0,6.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,7.0,4.0,3.0,5.0,nan,nan,nan,nan,nan,nan,4.0,4.0,3.0,2.0,7.0
High_10,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,nan,nan,nan,nan,nan,nan,13.0,13.0,13.0,13.0,13.0
Dur_20,nan,126.0,4.0,51.0,15.0,4.0,18.0,132.0,21.0,3.0,2.0,54.0,7.0,4.0,22.0,125.0,144.0,40.0,161.0,20.0,79.0,nan,nan,nan,nan,nan,nan,171.0,242.0,239.0,153.0,102.0
Fre_20,nan,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,7.0,2.0,4.0,10.0,nan,nan,nan,nan,nan,nan,6.0,1.0,4.0,13.0,6.0
High_20,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,nan,nan,nan,nan,nan,nan,7.3,7.3,7.3,7.3,7.3
