Year,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Wet_BFL_Mag_50,184.0,412.5,647.5,679.0,481.0,578.5,235.0,362.0,245.5,53.0,37.0,92.0,485.5,120.0,448.0,462.0,1050.0,916.0,345.0,680.0,77.0,661.0,947.0,531.0,231.0,428.5,172.0,370.0,100.7,335.5,481.0,124.0,506.5,161.5,169.5
Wet_BFL_Dur,125.0,162.0,124.0,56.0,35.0,46.0,91.0,57.0,134.0,228.0,49.0,129.0,112.0,89.0,91.0,85.0,38.0,31.0,110.0,57.0,89.0,54.0,27.0,96.0,179.0,42.0,121.0,91.0,80.0,144.0,137.0,80.0,40.0,66.0,88.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8,9864.8
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998,9267.999999999998
Peak_Dur_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0,8058.0
Peak_Dur_20,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0
Peak_Dur_50,nan,3.0,1.0,nan,nan,6.0,nan,1.0,1.0,1.0,nan,nan,2.0,nan,7.0,1.0,6.0,3.0,1.0,1.0,nan,nan,4.0,2.0,nan,8.0,nan,nan,nan,nan,1.0,nan,1.0,nan,nan
Peak_Fre_50,nan,2.0,1.0,nan,nan,2.0,nan,1.0,1.0,1.0,nan,nan,1.0,nan,4.0,1.0,2.0,2.0,1.0,1.0,nan,nan,4.0,1.0,nan,5.0,nan,nan,nan,nan,1.0,nan,1.0,nan,nan
Peak_50,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0
Dur_2,3.0,14.0,17.0,11.0,4.0,14.0,2.0,2.0,8.0,3.0,1.0,nan,8.0,nan,20.0,16.0,18.0,24.0,13.0,5.0,nan,4.0,15.0,8.0,2.0,22.0,nan,1.0,5.0,2.0,4.0,4.0,4.0,1.0,3.0
Fre_2,2.0,4.0,10.0,6.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,nan,4.0,nan,5.0,9.0,4.0,8.0,8.0,3.0,nan,4.0,6.0,4.0,2.0,8.0,nan,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
High_2,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0,1760.0
Dur_5,7.0,29.0,47.0,30.0,9.0,27.0,11.0,14.0,18.0,7.0,3.0,5.0,25.0,nan,39.0,32.0,26.0,41.0,32.0,15.0,1.0,20.0,34.0,18.0,12.0,50.0,7.0,6.0,8.0,11.0,24.0,11.0,14.0,5.0,10.0
Fre_5,4.0,8.0,12.0,8.0,4.0,5.0,5.0,7.0,7.0,3.0,1.0,2.0,9.0,nan,7.0,11.0,3.0,5.0,6.0,6.0,1.0,9.0,9.0,7.0,7.0,12.0,5.0,4.0,4.0,7.0,10.0,3.0,4.0,4.0,3.0
High_5,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0
Dur_10,18.0,66.0,93.0,50.0,24.0,38.0,20.0,24.0,41.0,12.0,5.0,10.0,55.0,5.0,69.0,60.0,32.0,57.0,54.0,42.0,3.0,37.0,68.0,47.0,33.0,94.0,27.0,17.0,18.0,27.0,61.0,24.0,22.0,14.0,18.0
Fre_10,5.0,8.0,9.0,7.0,8.0,6.0,6.0,3.0,4.0,5.0,1.0,4.0,12.0,3.0,5.0,8.0,4.0,4.0,6.0,8.0,2.0,8.0,10.0,10.0,8.0,10.0,7.0,6.0,5.0,10.0,9.0,7.0,2.0,4.0,5.0
High_10,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0
Dur_20,52.0,140.0,131.0,91.0,55.0,68.0,46.0,42.0,79.0,51.0,25.0,27.0,141.0,23.0,107.0,99.0,62.0,109.0,105.0,71.0,13.0,72.0,123.0,87.0,83.0,138.0,54.0,60.0,39.0,90.0,115.0,51.0,47.0,30.0,40.0
Fre_20,5.0,8.0,5.0,5.0,6.0,6.0,5.0,3.0,8.0,8.0,5.0,5.0,6.0,4.0,5.0,9.0,7.0,5.0,4.0,2.0,2.0,9.0,4.0,5.0,10.0,4.0,6.0,5.0,6.0,9.0,7.0,2.0,5.0,5.0,5.0
High_20,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0
