Year,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Avg,117.59506849315068,97.86383561643837,78.34986301369862,192.86420765027324,113.20712328767122,156.94602739726028,76.11945205479452,69.09016393442623,56.22493150684931,125.36986301369863,138.31534246575342,83.12786885245902,181.79506849315067,83.3158904109589,193.3312328767123,86.0546174863388,219.24849315068494,138.59260273972603,127.9745205479452,101.74150273224043,131.24575342465755,173.48709589041093,128.26035616438355,48.456092896174866,25.316273972602737,153.2085205479452,119.1912602739726,184.54863387978142,73.62082191780821
Std,174.60615792874873,178.51803379705788,136.73502274540607,362.2068429119486,179.06466668041566,268.7818343642636,105.2299734878219,111.6187319584703,94.06225952044315,197.31446182473982,294.90572951174636,102.94629768444138,376.15014967293035,139.24838837596312,291.26733868759,125.88059079998882,329.4297807052933,191.12617284213206,158.53757303278707,142.25187076543628,238.54880771039035,243.2994645936693,260.152146756595,56.996400234160156,41.60118274571947,219.53696945199772,202.87639751606554,284.85951591900374,133.1251853095725
CV,1.484808505714835,1.8241471190310865,1.745185217764828,1.878040758961091,1.5817438115214135,1.7125749458055768,1.382432093863106,1.6155517023292654,1.6729635234679567,1.5738587973345723,2.13212593957004,1.2384089608643456,2.069088852578541,1.6713304951686283,1.506571568150769,1.4627987954274786,1.502540683273399,1.3790503177219564,1.2388213868978046,1.3981695467955644,1.8175735327492388,1.4024066939673585,2.028312991920697,1.1762483689364782,1.6432585139005944,1.4329292435357448,1.7021079989399774,1.5435471394741767,1.808254537801767
SP_Tim,263.0,233.0,253.0,250.0,248.0,238.0,227.0,249.0,252.0,256.0,238.0,235.0,244.0,219.0,264.0,244.0,238.0,237.0,254.0,244.0,234.0,242.0,247.0,230.0,247.0,245.0,236.0,265.0,241.0
SP_Mag,1280.0,592.0,494.0,890.0,690.0,1150.0,422.0,280.0,197.0,548.0,878.0,475.0,689.0,493.0,1010.0,399.0,1360.0,594.0,561.0,486.0,1320.0,965.0,1370.0,279.0,196.0,790.0,1030.0,645.0,380.0
SP_Dur,37.0,93.0,92.0,41.0,53.0,77.0,115.0,62.0,38.0,79.0,127.0,117.0,124.0,64.0,50.0,29.0,72.0,70.0,43.0,38.0,50.0,117.0,53.0,81.0,85.0,59.0,45.0,41.0,30.0
SP_ROC,0.08823529411764706,0.08,0.06711409395973154,0.08375041708375042,0.09807692307692309,0.09016393442622951,0.06250000000000006,0.10714285714285714,0.11764705882352941,0.07983460559796438,0.07843472317156527,0.05701754385964912,0.09523809523809523,0.07462686567164178,0.09105612162380722,0.08771929824561403,0.07502398464982411,0.09090909090909091,0.08275862068965517,0.0981494000338009,0.07954545454545454,0.09111111111111111,0.08180628272251309,0.06742424242424241,0.07317073170731707,0.08208955223880597,0.10101010101010101,0.07445887445887446,0.09971963807824646
DS_Tim,300.0,326.0,345.0,291.0,301.0,315.0,342.0,311.0,290.0,335.0,365.0,352.0,368.0,283.0,314.0,273.0,310.0,307.0,297.0,282.0,284.0,359.0,300.0,311.0,332.0,304.0,281.0,306.0,271.0
DS_Mag_90,26.0,2.9400000000000035,1.9,46.0,47.0,41.0,5.6,2.9,23.0,18.900000000000006,76.0,1.7,22.0,109.5,50.0,71.6,59.0,92.0,30.599999999999994,46.0,32.0,44.0,50.0,18.000000000000085,37.900000000000006,58.5,38.0,40.099999999999994,19.0
DS_Mag_50,10.0,1.7,1.1,6.7,4.6,5.0,2.2,0.5,8.1,6.05,45.0,0.0,17.0,30.0,2.9,27.0,14.0,13.0,8.7,17.0,13.5,3.1,34.0,2.8,2.5,23.0,12.0,5.3,5.7
DS_Dur_WS,203.0,194.0,81.0,201.0,244.0,171.0,164.0,185.0,239.0,132.0,179.0,74.0,147.0,286.0,174.0,255.0,143.0,216.0,185.0,252.0,102.0,201.0,215.0,229.0,172.0,236.0,166.0,200.0,235.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
FA_Tim,nan,35.0,nan,nan,2.0,2.0,6.0,3.0,0.0,6.0,13.0,48.0,nan,nan,60.0,17.0,53.0,25.0,56.0,62.0,6.0,nan,39.0,29.0,52.0,62.0,nan,nan,42.0
