Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994
Peak_Fre_10,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005,1470.0000000000005
Peak_Dur_20,4.0,5.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,5.0,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,2.0,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0,1284.0
Peak_Dur_50,11.0,32.0,4.0,nan,1.0,35.0,5.0,24.0,nan,nan,nan,nan,15.0,nan,10.0,nan,34.0,nan,44.0,nan,nan,nan,19.0,26.0,26.0,nan,nan,16.0,11.0,22.0,nan,47.0,57.0,22.0,nan,22.0,nan,nan,nan,nan,nan,nan,17.0,nan
Peak_Fre_50,3.0,3.0,1.0,nan,1.0,5.0,1.0,2.0,nan,nan,nan,nan,4.0,nan,3.0,nan,3.0,nan,2.0,nan,nan,nan,3.0,2.0,2.0,nan,nan,2.0,1.0,6.0,nan,6.0,1.0,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan
Peak_50,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5,777.5
Dur_2,10.0,22.0,2.0,nan,nan,22.0,1.0,18.0,nan,nan,nan,nan,5.0,nan,4.0,nan,30.0,nan,33.0,nan,nan,nan,8.0,8.0,21.0,nan,nan,8.0,5.0,11.0,nan,24.0,55.0,17.0,nan,13.0,nan,nan,nan,nan,nan,nan,7.0,nan
Fre_2,3.0,1.0,1.0,nan,nan,3.0,1.0,3.0,nan,nan,nan,nan,3.0,nan,2.0,nan,2.0,nan,2.0,nan,nan,nan,2.0,3.0,4.0,nan,nan,2.0,2.0,4.0,nan,4.0,1.0,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan
High_2,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0
Dur_5,18.0,51.0,12.0,5.0,5.0,45.0,9.0,36.0,nan,nan,nan,9.0,27.0,nan,26.0,nan,52.0,nan,51.0,3.0,16.0,1.0,33.0,35.0,30.0,nan,nan,34.0,22.0,43.0,nan,59.0,65.0,32.0,nan,39.0,nan,nan,5.0,nan,nan,nan,43.0,nan
Fre_5,4.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,nan,nan,nan,3.0,3.0,nan,6.0,nan,2.0,nan,1.0,3.0,3.0,1.0,1.0,2.0,3.0,nan,nan,3.0,3.0,5.0,nan,5.0,1.0,2.0,nan,3.0,nan,nan,1.0,nan,nan,nan,3.0,nan
High_5,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971,616.6999999999971
Dur_10,49.0,81.0,41.0,26.0,19.0,64.0,29.0,65.0,nan,11.0,nan,36.0,48.0,12.0,68.0,23.0,63.0,11.0,80.0,34.0,35.0,19.0,41.0,54.0,47.0,nan,nan,63.0,37.0,83.0,10.0,93.0,83.0,57.0,23.0,72.0,1.0,nan,46.0,nan,15.0,nan,72.0,5.0
Fre_10,5.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,nan,2.0,nan,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,nan,nan,2.0,2.0,6.0,4.0,4.0,3.0,2.0,3.0,6.0,1.0,nan,4.0,nan,2.0,nan,1.0,2.0
High_10,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0
Dur_20,128.0,111.0,89.0,70.0,46.0,122.0,65.0,94.0,40.0,48.0,32.0,92.0,84.0,52.0,109.0,67.0,84.0,60.0,112.0,81.0,83.0,60.0,71.0,91.0,68.0,20.0,5.0,93.0,70.0,120.0,52.0,131.0,113.0,106.0,66.0,133.0,28.0,18.0,90.0,35.0,36.0,29.0,89.0,36.0
Fre_20,5.0,2.0,4.0,4.0,3.0,6.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,9.0,4.0,3.0,3.0,1.0,4.0,6.0,3.0,2.0,3.0,5.0
High_20,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0
