Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Wet_BFL_Mag_50,6.8,7.8,16.0,7.7,32.5,26.5,17.5,18.0,24.0,13.0,5.6,10.5,19.0,12.0,12.0,51.0,nan,11.0,6.7,13.0,nan
Wet_BFL_Dur,86.0,55.0,119.0,70.0,76.0,82.0,170.0,83.0,74.0,80.0,82.0,86.0,43.0,99.0,61.0,62.0,nan,89.0,75.0,72.0,nan
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_2,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,154.00000000000006,nan
Peak_Dur_5,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_5,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,nan
Peak_Dur_10,nan,nan,nan,nan,16.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
Peak_10,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,nan
Peak_Dur_20,nan,nan,nan,nan,24.0,1.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,27.0,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,3.0,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
Peak_20,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,nan
Peak_Dur_50,nan,nan,1.0,nan,48.0,16.0,7.0,27.0,22.0,nan,nan,nan,2.0,nan,18.0,41.0,nan,nan,nan,5.0,nan
Peak_Fre_50,nan,nan,1.0,nan,1.0,3.0,2.0,1.0,2.0,nan,nan,nan,1.0,nan,1.0,2.0,nan,nan,nan,1.0,nan
Peak_50,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,nan
Dur_2,nan,nan,nan,nan,44.0,11.0,2.0,25.0,17.0,nan,nan,nan,nan,nan,13.0,38.0,nan,nan,nan,3.0,nan
Fre_2,nan,nan,nan,nan,2.0,2.0,2.0,1.0,2.0,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,1.0,nan
High_2,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,nan
Dur_5,nan,nan,28.0,nan,58.0,43.0,44.0,41.0,38.0,1.0,nan,nan,17.0,nan,32.0,59.0,nan,nan,nan,16.0,nan
Fre_5,nan,nan,3.0,nan,1.0,1.0,4.0,1.0,1.0,1.0,nan,nan,1.0,nan,1.0,3.0,nan,nan,nan,1.0,nan
High_5,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,nan
Dur_10,10.0,nan,64.0,nan,88.0,72.0,103.0,63.0,61.0,34.0,nan,16.0,35.0,5.0,53.0,93.0,nan,8.0,29.0,37.0,nan
Fre_10,2.0,nan,2.0,nan,4.0,3.0,6.0,3.0,2.0,5.0,nan,2.0,1.0,2.0,1.0,3.0,nan,1.0,1.0,2.0,nan
High_10,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,nan
Dur_20,38.0,10.0,116.0,19.0,124.0,131.0,190.0,124.0,93.0,78.0,25.0,55.0,55.0,74.0,84.0,133.0,46.0,51.0,50.0,73.0,nan
Fre_20,3.0,3.0,4.0,6.0,2.0,9.0,4.0,7.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,nan
High_20,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,nan
