Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
Wet_BFL_Mag_50,120.0,482.0,199.0,99.0,190.0,131.0,225.0,540.0,173.0,238.0,169.0,387.5,106.0,170.0,96.5,265.0,655.0,151.0,385.0,115.0,201.5,162.0,406.0,364.0,358.0,nan,133.0,437.0,358.0,114.0,212.0,586.5,1040.0
Wet_BFL_Dur,249.0,103.0,119.0,131.0,87.0,208.0,81.0,103.0,129.0,101.0,115.0,104.0,155.0,106.0,250.0,92.0,76.0,123.0,87.0,204.0,106.0,116.0,83.0,71.0,59.0,nan,87.0,110.0,75.0,162.0,87.0,102.0,76.0
Peak_Dur_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2,4763.2
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0
Peak_Dur_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005,3744.0000000000005
Peak_Dur_20,5.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,nan,4.0,nan
Peak_Fre_20,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,4.0,nan
Peak_20,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0
Peak_Dur_50,7.0,6.0,2.0,1.0,nan,3.0,nan,1.0,nan,nan,nan,nan,2.0,nan,3.0,nan,13.0,nan,13.0,nan,nan,nan,1.0,2.0,3.0,nan,nan,1.0,nan,3.0,nan,9.0,28.0
Peak_Fre_50,3.0,4.0,1.0,1.0,nan,2.0,nan,1.0,nan,nan,nan,nan,1.0,nan,1.0,nan,6.0,nan,5.0,nan,nan,nan,1.0,1.0,2.0,nan,nan,1.0,nan,1.0,nan,7.0,8.0
Peak_50,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0,1160.0
Dur_2,11.0,18.0,3.0,5.0,2.0,12.0,5.0,11.0,nan,nan,nan,nan,3.0,nan,6.0,nan,29.0,nan,28.0,nan,nan,nan,8.0,6.0,12.0,nan,nan,11.0,6.0,3.0,nan,15.0,50.0
Fre_2,4.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,nan,nan,nan,nan,1.0,nan,2.0,nan,3.0,nan,3.0,nan,nan,nan,3.0,3.0,3.0,nan,nan,3.0,2.0,1.0,nan,8.0,5.0
High_2,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0
Dur_5,18.0,38.0,11.0,9.0,14.0,42.0,11.0,36.0,nan,5.0,nan,14.0,3.0,1.0,20.0,nan,48.0,nan,42.0,17.0,13.0,3.0,25.0,33.0,31.0,1.0,nan,36.0,22.0,7.0,2.0,43.0,63.0
Fre_5,5.0,5.0,2.0,4.0,3.0,6.0,2.0,3.0,nan,2.0,nan,5.0,1.0,1.0,6.0,nan,6.0,nan,3.0,9.0,5.0,2.0,4.0,4.0,2.0,1.0,nan,7.0,4.0,2.0,1.0,11.0,3.0
High_5,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0
Dur_10,34.0,74.0,34.0,34.0,22.0,53.0,32.0,62.0,5.0,20.0,nan,46.0,4.0,20.0,51.0,17.0,63.0,17.0,77.0,44.0,35.0,17.0,41.0,50.0,39.0,2.0,nan,72.0,35.0,32.0,12.0,83.0,84.0
Fre_10,8.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,nan,5.0,1.0,3.0,7.0,3.0,5.0,5.0,6.0,7.0,5.0,4.0,2.0,5.0,3.0,2.0,nan,7.0,4.0,6.0,5.0,11.0,4.0
High_10,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
Dur_20,80.0,104.0,75.0,71.0,48.0,104.0,63.0,93.0,60.0,60.0,37.0,82.0,101.0,50.0,87.0,56.0,94.0,53.0,116.0,70.0,66.0,58.0,71.0,86.0,66.0,17.0,7.0,106.0,63.0,89.0,49.0,130.0,106.0
Fre_20,7.0,3.0,7.0,4.0,3.0,13.0,5.0,2.0,8.0,5.0,7.0,5.0,3.0,5.0,4.0,3.0,7.0,8.0,6.0,9.0,8.0,4.0,3.0,8.0,1.0,4.0,3.0,11.0,5.0,8.0,4.0,7.0,6.0
High_20,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0
