Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Wet_BFL_Dur,58.0,83.0,124.0,93.0,101.0,98.0,62.0,88.0,90.0,82.0,71.0,78.0,80.0,91.0,98.0,116.0,75.0,72.0,56.0,43.0,90.0,95.0,65.0,100.0,81.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_2,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6,1619.6
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_5,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989,1419.9999999999989
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,15.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_10,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004,990.4000000000004
Peak_Dur_20,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,11.0,nan,18.0,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_20,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001,792.6000000000001
Peak_Dur_50,7.0,18.0,nan,nan,nan,1.0,10.0,nan,nan,nan,29.0,nan,49.0,nan,nan,1.0,17.0,6.0,12.0,nan,nan,32.0,9.0,22.0,nan
Peak_Fre_50,1.0,4.0,nan,nan,nan,1.0,3.0,nan,nan,nan,3.0,nan,6.0,nan,nan,1.0,3.0,2.0,1.0,nan,nan,7.0,2.0,2.0,nan
Peak_50,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0
Dur_2,7.0,16.0,nan,nan,nan,nan,8.0,nan,nan,nan,28.0,nan,43.0,nan,nan,1.0,15.0,4.0,7.0,nan,nan,26.0,9.0,21.0,nan
Fre_2,1.0,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,6.0,nan,nan,1.0,3.0,2.0,3.0,nan,nan,6.0,2.0,2.0,nan
High_2,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0
Dur_5,11.0,40.0,nan,nan,nan,22.0,25.0,nan,11.0,nan,47.0,nan,71.0,16.0,nan,2.0,35.0,31.0,28.0,nan,nan,64.0,22.0,32.0,1.0
Fre_5,2.0,3.0,nan,nan,nan,4.0,4.0,nan,4.0,nan,3.0,nan,4.0,2.0,nan,1.0,1.0,2.0,2.0,nan,nan,5.0,2.0,2.0,1.0
High_5,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993,438.5499999999993
Dur_10,36.0,66.0,6.0,7.0,nan,43.0,57.0,18.0,47.0,37.0,67.0,9.0,85.0,27.0,28.0,20.0,52.0,46.0,38.0,4.0,1.0,88.0,35.0,67.0,31.0
Fre_10,3.0,2.0,2.0,1.0,nan,4.0,2.0,2.0,7.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0
High_10,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036,261.10000000000036
Dur_20,69.0,97.0,71.0,53.0,52.0,98.0,72.0,47.0,100.0,84.0,92.0,44.0,125.0,64.0,84.0,70.0,77.0,76.0,63.0,27.0,20.0,112.0,65.0,112.0,60.0
Fre_20,1.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0
High_20,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
