Year,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994
DS_Dur_WS,188.0,131.0,163.0,269.0,197.0,197.0,191.0,174.0,163.0,219.0,226.0,224.0,170.0,nan,179.0,208.0,132.0,186.0,209.0,244.0,167.0,186.0,151.0,188.0,197.0,164.0,184.0,183.0,199.0,187.0,nan,nan
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FA_Tim,13.0,36.0,40.0,47.0,59.0,0.0,nan,16.0,56.0,42.0,nan,42.0,40.0,10.0,1.0,nan,nan,19.0,64.0,44.0,25.0,41.0,54.0,55.0,1.0,36.0,54.0,21.0,nan,26.0,29.0,nan
FA_Mag,520.9831035635887,1139.709358537383,504.9574182463036,1519.925273005101,2629.965277683428,761.9998985056556,nan,999.9993310529911,1209.9749507455579,1359.8518955510513,nan,2379.805533179796,608.9619329489559,1129.9472007567297,967.0013914648065,nan,nan,1749.8826841289126,934.7782963756762,4399.947258926894,6759.8724720354685,2019.8618347131433,859.997768583796,1439.975677519916,603.999537527359,382.99526657795053,482.9980574651969,325.9735334134081,nan,588.8456555636093,1579.8154961588066,nan
Wet_Tim,101.0,156.0,64.0,146.0,200.0,166.0,165.0,164.0,156.0,132.0,178.0,163.0,194.0,122.0,nan,158.0,170.0,79.0,157.0,155.0,198.0,152.0,163.0,114.0,171.0,133.0,120.0,127.0,157.0,164.0,153.0,nan
FA_Dur,10.0,4.0,2.0,8.0,2.0,9.0,nan,3.0,2.0,3.0,nan,3.0,6.0,5.0,6.0,nan,nan,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,nan,4.0,5.0,nan
Wet_BFL_Mag_10,117.00000000000001,433.00000000000006,882.6,603.6,2456.0,734.4000000000001,1690.0,1091.0,774.0,588.0,1304.0,1769.0,1018.1000000000001,282.7,nan,2240.0,1512.0,989.0000000000007,606.8,1680.0,2918.0,1258.0,765.0,1184.0,593.4,526.8,405.4,369.70000000000005,897.0,650.8,1902.0,nan
Wet_BFL_Mag_50,1840.0,1390.0,1370.0,2530.0,9300.0,1880.0,6290.0,1725.0,2025.0,1570.0,5360.0,3205.0,4235.0,558.0,nan,3940.0,3080.0,3095.0,2510.0,6480.0,14200.0,2215.0,3390.0,4580.0,2220.0,1330.0,1580.0,1550.0,1940.0,1925.0,5720.0,nan
Wet_BFL_Dur,165.0,93.0,219.0,87.0,77.0,79.0,82.0,82.0,106.0,124.0,77.0,90.0,58.0,108.0,nan,97.0,73.0,200.0,95.0,111.0,83.0,88.0,91.0,135.0,60.0,105.0,115.0,128.0,101.0,62.0,119.0,nan
Peak_Dur_2,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,38045.999999999985,nan
Peak_Dur_5,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,29254.999999999993,nan
Peak_Dur_10,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,nan
Peak_Dur_20,2.0,nan,nan,nan,5.0,nan,18.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,3.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,1.0,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,17260.0,nan
Peak_Dur_50,11.0,nan,6.0,nan,58.0,nan,84.0,nan,nan,nan,35.0,25.0,24.0,nan,nan,58.0,11.0,40.0,nan,50.0,60.0,4.0,nan,52.0,nan,nan,nan,nan,1.0,nan,32.0,nan
Peak_Fre_50,4.0,nan,3.0,nan,3.0,nan,6.0,nan,nan,nan,1.0,3.0,3.0,nan,nan,6.0,2.0,5.0,nan,7.0,2.0,2.0,nan,7.0,nan,nan,nan,nan,1.0,nan,6.0,nan
Peak_50,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0,nan
Dur_2,3.0,nan,nan,nan,34.0,nan,54.0,nan,nan,nan,9.0,2.0,4.0,nan,nan,31.0,nan,12.0,nan,10.0,49.0,nan,nan,20.0,nan,nan,nan,nan,nan,nan,5.0,nan
Fre_2,2.0,nan,nan,nan,4.0,nan,8.0,nan,nan,nan,3.0,2.0,3.0,nan,nan,5.0,nan,5.0,nan,3.0,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,2.0,nan
High_2,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,nan
Dur_5,16.0,nan,7.0,nan,59.0,nan,84.0,nan,nan,nan,35.0,27.0,25.0,nan,nan,59.0,11.0,42.0,nan,53.0,60.0,5.0,nan,52.0,nan,nan,nan,nan,1.0,nan,33.0,nan
Fre_5,5.0,nan,3.0,nan,3.0,nan,6.0,nan,nan,nan,1.0,3.0,4.0,nan,nan,6.0,2.0,5.0,nan,6.0,2.0,2.0,nan,7.0,nan,nan,nan,nan,1.0,nan,6.0,nan
High_5,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0,nan
Dur_10,52.0,2.0,42.0,2.0,83.0,nan,113.0,21.0,8.0,nan,58.0,46.0,36.0,nan,nan,94.0,35.0,97.0,11.0,105.0,101.0,32.0,15.0,94.0,nan,nan,nan,nan,20.0,nan,74.0,nan
Fre_10,7.0,1.0,7.0,1.0,4.0,nan,4.0,2.0,2.0,nan,4.0,3.0,2.0,nan,nan,6.0,2.0,6.0,5.0,5.0,11.0,4.0,5.0,7.0,nan,nan,nan,nan,4.0,nan,2.0,nan
High_10,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,nan
Dur_20,94.0,29.0,99.0,55.0,110.0,28.0,158.0,50.0,44.0,30.0,81.0,84.0,56.0,8.0,2.0,156.0,73.0,143.0,49.0,130.0,193.0,85.0,70.0,159.0,25.0,20.0,40.0,18.0,46.0,27.0,114.0,nan
Fre_20,5.0,3.0,6.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,8.0,4.0,4.0,3.0,8.0,12.0,9.0,4.0,3.0,4.0,3.0,6.0,6.0,5.0,2.0,8.0,nan
High_20,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,nan
