Year,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994
Avg,2068.2575342465752,965.0792349726776,2020.2164383561644,1236.9232876712329,3606.7671232876714,918.5846994535519,4583.230136986302,1386.5506849315068,1231.7342465753425,938.8251366120219,2214.4027397260274,2185.956164383562,1640.1342465753426,591.4699453551913,449.586301369863,3614.115068493151,1789.8,3246.96174863388,1116.3479452054794,3414.550684931507,4774.528767123287,1994.1967213114754,1376.6246575342466,3552.991780821918,823.2438356164383,855.879781420765,1004.9260273972603,769.213698630137,1130.1808219178083,757.5628415300547,2614.750684931507,nan
Std,2840.154893418248,1077.637548055305,2062.2926780989983,1275.8322815141396,4786.492921855616,941.881141310334,5550.881409134034,1497.8770605516756,1251.1193927257978,935.0972083665562,3091.651052363694,2548.570002101705,2609.204548087152,587.5698427718781,508.56476138705904,4082.1757256703677,2129.186083093339,3605.171023381062,1417.7710200295053,3941.6019093529217,4879.860876342698,1782.487412746938,1507.2558695783232,3958.8310994414815,943.1794165359361,857.6133433836479,1158.4985476637478,809.8907846740934,1636.5741147460628,921.5822401098638,3008.952844890312,nan
CV,1.373211433484689,1.1166311625032674,1.020827590026478,1.031456270757228,1.327086767246728,1.0253612343757093,1.2111286676047235,1.0802901594799386,1.0157380913978424,0.9960291559097801,1.3961557204116366,1.1658833985906576,1.5908481598596347,0.9934060849347619,1.131183845765523,1.1295090632995168,1.1896223505941106,1.1103213719403668,1.2700081781120176,1.154354488497507,1.0220612576354577,0.8938372998500832,1.0948923959258858,1.1142246713910722,1.145686582432398,1.0020254736710865,1.1528197261088335,1.0528813853892576,1.4480639584460067,1.2165092974314027,1.1507608974846224,nan
SP_Tim,266.0,249.0,283.0,233.0,277.0,245.0,247.0,246.0,262.0,256.0,255.0,253.0,252.0,230.0,255.0,255.0,243.0,279.0,252.0,266.0,281.0,240.0,254.0,249.0,231.0,238.0,235.0,255.0,258.0,226.0,272.0,nan
SP_Mag,11500.0,4320.0,5160.0,4890.0,18300.0,4800.0,21100.0,6620.0,5440.0,4180.0,12800.0,11200.0,11300.0,3410.0,3250.0,17300.0,10100.0,11500.0,5620.0,10400.0,16600.0,8580.0,4880.0,17100.0,4620.0,3590.0,3570.0,3110.0,6960.0,3840.0,11100.0,nan
SP_Dur,68.0,50.0,66.0,64.0,58.0,89.0,92.0,102.0,73.0,69.0,48.0,83.0,66.0,103.0,90.0,73.0,70.0,58.0,60.0,54.0,70.0,103.0,75.0,100.0,71.0,84.0,74.0,85.0,73.0,106.0,84.0,nan
SP_ROC,0.06140350877192982,0.05084745762711865,0.056074766355140186,0.05429864253393665,0.0591060325079088,0.05025252525252526,0.061179577464788734,0.04322910178148748,0.05426356589147287,0.04504504504504504,0.05627705627705628,0.050761421319796954,0.05375211031419604,0.05454545454545455,0.04356435643564356,0.07352607709750567,0.05714285714285714,0.05,0.04046864457663524,0.07373271889400922,0.05205052660096854,0.06073781291172596,0.04346805614232737,0.05705489855701422,0.045584045584045586,0.059770114942528735,0.049079754601226995,0.044441156160599786,0.0525323711506919,0.04782608695652174,0.04768556411626633,nan
DS_Tim,334.0,299.0,349.0,297.0,335.0,334.0,339.0,348.0,335.0,325.0,303.0,336.0,318.0,333.0,345.0,328.0,313.0,337.0,312.0,320.0,351.0,343.0,329.0,349.0,302.0,322.0,309.0,340.0,331.0,332.0,356.0,nan
DS_Mag_90,655.8000000000001,510.0,928.0000000000005,2320.0,919.8000000000001,2334.0,1120.0,919.2000000000007,491.20000000000005,1200.0,1275.0,983.9000000000003,459.19999999999993,nan,2274.000000000002,1695.0000000000005,610.2,665.0,1460.0,3937.0,1730.0,722.0,972.0,562.2,500.6,363.0,323.2000000000001,196.8,638.2,1500.0,nan,nan
DS_Mag_50,402.0,257.0,510.0,696.0,470.0,429.0,540.0,506.0,267.0,452.0,667.5,363.0,282.5,nan,180.0,608.0,364.0,318.0,479.0,1965.0,1030.0,531.0,394.0,292.0,260.0,233.5,228.5,144.0,228.0,264.0,nan,nan
