Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
Wet_BFL_Mag_10,7.4,4.85,13.0,9.14,6.84,5.6,11.0,6.3,6.32,10.560000000000002,14.0,12.3,12.0,12.0,11.4,8.79,4.1,11.0,12.8,9.870000000000001,6.1,9.6
Wet_BFL_Mag_50,29.0,44.0,44.0,38.0,26.0,25.0,56.0,20.5,57.0,21.0,65.5,61.5,38.5,45.0,31.0,20.5,7.05,58.0,37.0,82.5,16.0,31.0
Wet_BFL_Dur,93.0,96.0,64.0,115.0,174.0,77.0,39.0,130.0,72.0,150.0,98.0,114.0,64.0,93.0,65.0,84.0,84.0,118.0,59.0,58.0,98.0,121.0
Peak_Dur_2,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997,386.8199999999997
Peak_Dur_5,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2
Peak_Dur_10,nan,nan,nan,nan,3.0,nan,4.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003,246.00000000000003
Peak_Dur_20,nan,nan,nan,nan,4.0,nan,6.0,nan,1.0,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,2.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002,209.60000000000002
Peak_Dur_50,nan,nan,2.0,nan,9.0,nan,11.0,nan,6.0,3.0,24.0,2.0,nan,5.0,7.0,nan,nan,2.0,nan,2.0,nan,nan
Peak_Fre_50,nan,nan,2.0,nan,2.0,nan,2.0,nan,2.0,1.0,5.0,1.0,nan,1.0,1.0,nan,nan,1.0,nan,1.0,nan,nan
Peak_50,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5
Dur_2,nan,nan,6.0,nan,22.0,nan,18.0,nan,11.0,9.0,44.0,10.0,6.0,9.0,11.0,nan,nan,7.0,nan,8.0,nan,4.0
Fre_2,nan,nan,1.0,nan,3.0,nan,2.0,nan,1.0,3.0,4.0,2.0,1.0,2.0,1.0,nan,nan,2.0,nan,2.0,nan,3.0
High_2,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0
Dur_5,nan,nan,15.0,nan,43.0,nan,26.0,nan,24.0,23.0,63.0,34.0,12.0,27.0,24.0,8.0,nan,38.0,13.0,28.0,nan,29.0
Fre_5,nan,nan,4.0,nan,4.0,nan,3.0,nan,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,nan,6.0,1.0,4.0,nan,4.0
High_5,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
Dur_10,nan,9.0,40.0,29.0,71.0,nan,45.0,1.0,58.0,39.0,81.0,76.0,36.0,53.0,40.0,23.0,nan,68.0,23.0,49.0,6.0,65.0
Fre_10,nan,4.0,3.0,2.0,4.0,nan,2.0,1.0,2.0,3.0,4.0,6.0,1.0,3.0,1.0,4.0,nan,3.0,3.0,5.0,2.0,5.0
High_10,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Dur_20,56.0,83.0,95.0,95.0,102.0,36.0,57.0,4.0,87.0,74.0,129.0,122.0,59.0,101.0,62.0,55.0,6.0,110.0,54.0,90.0,39.0,116.0
Fre_20,6.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0
High_20,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
