Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,73.02488778981983,nan,nan,37.99903614300085,nan,71.99886727042905,52.00010467185572,nan,81.95481255384081,41.09379955933602,nan,66.99733329909314,127.99164119612851,35.959360167327304,252.95135287153036,520.9716889200096,nan,267.950802641859,264.9718852482431,186.01173472541996,190.91433387028997,nan,1699.8299862774427,49.0500301158373,215.86664334280073,92.98979916330592,91.98093163286846,nan,187.97091269766761,54.97940373194657,712.9699654476724,1389.8735781196403,338.99999654772665,134.99209192276322,140.9898330239034,50.995798371133155,350.990854915839,46.96168028880735,188.0005702473153,nan,82.96437717323322,73.9859701395062,nan,482.97985257060736,352.9767058060808,461.99002092618514,nan,121.9993619153546,nan,nan,176.96347862795417,771.835068991992,146.9895817198042,121.9996917663847,303.96317881303645,70.55308007896026,nan,593.8760432199224,461.8050178572205,2709.6355833807165,165.00448037435888,128.9300630313404,nan,14.686395093332075
FA_Tim,nan,62.0,nan,nan,46.0,nan,0.0,50.0,nan,0.0,49.0,nan,13.0,36.0,31.0,48.0,59.0,nan,33.0,15.0,56.0,42.0,nan,41.0,64.0,10.0,3.0,75.0,nan,19.0,64.0,44.0,25.0,1.0,43.0,7.0,1.0,28.0,53.0,0.0,nan,25.0,29.0,nan,36.0,72.0,48.0,nan,61.0,nan,nan,52.0,38.0,66.0,33.0,62.0,44.0,nan,32.0,13.0,24.0,5.0,60.0,nan,45.0
FA_Dur,nan,2.0,nan,nan,2.0,nan,2.0,2.0,nan,10.0,5.0,nan,10.0,5.0,8.0,10.0,3.0,nan,3.0,3.0,2.0,3.0,nan,2.0,3.0,2.0,12.0,2.0,nan,4.0,7.0,2.0,6.0,5.0,4.0,3.0,5.0,2.0,2.0,6.0,nan,4.0,3.0,nan,2.0,2.0,2.0,nan,4.0,nan,nan,2.0,3.0,2.0,2.0,5.0,6.0,nan,3.0,3.0,2.0,3.0,3.0,nan,10.0
Wet_BFL_Mag_10,84.80000000000001,101.0,102.80000000000001,147.4,119.60000000000002,115.00000000000009,162.4,117.20000000000002,64.4,76.5,64.7,84.50000000000003,203.5,84.39999999999999,132.20000000000005,75.60000000000001,201.2,101.7,131.8,198.0,122.30000000000001,99.0,148.0,311.8,173.4,113.6,30.0,391.0,203.60000000000002,230.20000000000002,102.80000000000001,221.0,307.5,229.20000000000002,132.0,170.0,71.5,116.6,104.60000000000001,74.4,79.0,116.4,212.8,47.400000000000006,553.6,328.8,193.7,212.0,163.6,160.60000000000002,79.1,157.2,323.3,104.0,349.20000000000005,220.6,53.310000000000024,88.1,173.8,289.7,250.39999999999998,83.4,121.5,35.58000000000001,33.42
Wet_BFL_Mag_50,288.5,1300.0,446.0,1080.0,349.0,425.0,487.0,1440.0,384.0,439.0,426.0,928.0,1155.0,376.0,250.0,655.0,1925.0,460.0,1020.0,582.0,464.0,378.0,1020.0,916.5,1120.0,321.0,206.5,1420.0,625.0,1160.0,569.0,1520.0,2985.0,485.0,656.0,590.0,492.0,302.0,503.0,381.0,382.0,502.0,935.0,245.5,1830.0,796.0,402.5,1105.0,921.0,743.0,382.5,825.0,429.0,530.0,1130.0,1890.0,304.5,292.0,581.0,814.0,940.0,220.0,372.5,173.0,161.0
Wet_Tim,18.0,164.0,152.0,176.0,166.0,60.0,170.0,180.0,125.0,151.0,154.0,164.0,198.0,159.0,61.0,148.0,205.0,167.0,164.0,155.0,158.0,134.0,175.0,179.0,195.0,183.0,165.0,194.0,177.0,176.0,162.0,174.0,204.0,150.0,163.0,121.0,169.0,128.0,134.0,136.0,170.0,167.0,147.0,136.0,192.0,155.0,68.0,189.0,182.0,154.0,150.0,165.0,192.0,132.0,178.0,172.0,120.0,133.0,155.0,183.0,154.0,152.0,145.0,118.0,112.0
Wet_BFL_Dur,248.0,101.0,114.0,58.0,89.0,215.0,82.0,85.0,127.0,98.0,100.0,102.0,66.0,103.0,207.0,85.0,72.0,78.0,83.0,118.0,104.0,121.0,71.0,74.0,57.0,47.0,90.0,61.0,65.0,103.0,83.0,89.0,78.0,90.0,91.0,126.0,56.0,109.0,120.0,119.0,81.0,57.0,119.0,110.0,93.0,100.0,178.0,86.0,79.0,109.0,82.0,82.0,54.0,90.0,83.0,93.0,112.0,101.0,77.0,78.0,115.0,77.0,84.0,123.0,145.0
Peak_2,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0
Peak_5,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0,3706.0
Peak_10,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0,4392.0
