Year,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
FA_Mag,nan,13.986689760919246,7.806340194134402,7.781097358786505,26.9752396885402,38.969808993368545,6.465006606028677,nan,19.912315400390447,16.986444989571584,nan,28.864399901708595,44.93759844493643,nan,nan,37.99970549884823,76.84702903193596,5.866920760589039,16.97673651385984,35.99019548073003,235.9937098165923
FA_Tim,nan,25.0,32.0,14.0,36.0,64.0,24.0,nan,60.0,27.0,nan,52.0,38.0,nan,nan,62.0,44.0,41.0,32.0,13.0,23.0
FA_Dur,nan,7.0,2.0,4.0,3.0,5.0,2.0,nan,2.0,3.0,nan,3.0,3.0,nan,nan,2.0,2.0,4.0,7.0,4.0,2.0
Wet_BFL_Mag_10,5.2,11.0,34.3,5.860000000000001,39.8,18.3,20.0,27.0,12.5,11.600000000000003,12.0,13.0,18.2,7.91,17.0,20.0,9.48,5.5,15.0,16.8,20.800000000000004
Wet_BFL_Mag_50,29.0,38.0,131.5,32.0,188.0,50.5,42.0,103.0,124.5,70.0,45.5,82.0,114.0,67.5,75.0,177.0,46.0,20.0,37.0,77.0,97.0
Wet_Tim,175.0,153.0,186.0,145.0,193.0,160.0,59.0,191.0,185.0,157.0,180.0,165.0,207.0,142.0,181.0,178.0,149.0,151.0,161.0,185.0,170.0
Wet_BFL_Dur,75.0,71.0,74.0,97.0,89.0,74.0,191.0,76.0,76.0,83.0,50.0,81.0,43.0,102.0,61.0,74.0,83.0,81.0,73.0,69.0,105.0
Peak_2,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0
Peak_5,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0
Peak_10,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0
Peak_Dur_2,nan,nan,4.0,nan,27.0,2.0,3.0,nan,5.0,1.0,nan,nan,3.0,nan,12.0,14.0,nan,nan,nan,5.0,17.0
Peak_Dur_5,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_2,nan,nan,2.0,nan,3.0,1.0,1.0,nan,1.0,1.0,nan,nan,1.0,nan,2.0,3.0,nan,nan,nan,1.0,3.0
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
SP_Mag,205.0,96.0,228.0,63.0,405.0,314.0,198.0,311.0,305.0,300.0,181.0,208.0,266.0,192.0,389.0,352.0,127.0,228.0,221.0,318.0,489.0
SP_Tim,250.0,224.0,260.0,242.0,282.0,234.0,250.0,267.0,261.0,240.0,230.0,246.0,250.0,244.0,242.0,252.0,232.0,232.0,234.0,254.0,275.0
SP_Dur,62.0,102.0,66.0,50.0,67.0,80.0,56.0,67.0,45.0,61.0,55.0,65.0,50.0,63.0,81.0,70.0,62.0,70.0,73.0,67.0,63.0
SP_ROC,0.07692307692307693,0.07142857142857134,0.05634920634920634,0.0625,0.06716791979949874,0.0784313725490196,0.07328261356008056,0.06481481481481481,0.06896551724137931,0.06798921417565487,0.07692307692307689,0.062499999999999965,0.07440925087983911,0.0625,0.08333333333333333,0.06666666666666667,0.06999999999999992,0.07407407407407407,0.06666666666666667,0.06486676016830295,0.06496834488996081
DS_Mag_50,3.8,3.5,3.8,4.7,9.1,3.5,4.6,8.4,4.5,2.5,3.3,5.3,3.2,4.25,8.1,5.6,2.3,3.8,4.1,13.0,13.0
DS_Mag_90,7.7600000000000025,13.0,5.4,31.80000000000001,36.0,16.0,23.0,13.0,10.0,4.559999999999999,14.0,23.80000000000001,6.0,10.099999999999994,37.0,11.800000000000011,3.8,9.2,9.4,22.599999999999994,23.600000000000023
DS_Tim,312.0,326.0,326.0,292.0,349.0,314.0,306.0,334.0,306.0,301.0,285.0,311.0,300.0,307.0,323.0,322.0,294.0,302.0,307.0,321.0,338.0
DS_Dur_WS,207.0,226.0,185.0,267.0,177.0,111.0,251.0,217.0,217.0,245.0,246.0,262.0,208.0,240.0,221.0,193.0,223.0,225.0,244.0,215.0,198.0
