Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,168.99650929424035,nan,nan,87.96233953861355,nan,113.99892246964707,103.99599994256747,76.99998729199503,nan,59.99032349131508,75.98972997833727,91.0008849177331,300.90354535303015,152.00094707981052,699.9331876343174,899.9768432659971,nan,551.9141580392279,607.9444363012245,531.9052960761031,466.87055440383796,nan,3179.866487341008,123.98574774575972,417.8715715560805,101.0073562176622,215.98110663344417,nan,350.977813041964,99.9350054885386,2139.9565808259226,2819.6658630517663,1099.873987417317,237.00563691351442,206.0029885026145,84.97230790951257,440.9367286238365,82.00009319080857,244.9976084758387,nan,119.98323261805106,97.98433821407716,nan,927.9623762409805,943.9647285489564,1199.9762739197652,nan,308.0042449104926,55.99507620934099,nan,243.9745992162129,1779.9724505937504,319.87738031173456,246.72563381164096,843.9524094094397,101.98179324253773,nan,893.8731624116957,1539.801709673463,4029.5791117726067,216.0040499201069,1089.9383684471445,nan,110.00000167470107
FA_Tim,nan,62.0,nan,nan,46.0,nan,27.0,50.0,0.0,nan,49.0,62.0,14.0,36.0,43.0,48.0,59.0,nan,33.0,15.0,55.0,42.0,nan,42.0,64.0,10.0,3.0,75.0,nan,19.0,64.0,44.0,25.0,41.0,43.0,7.0,1.0,28.0,54.0,0.0,nan,25.0,29.0,nan,36.0,72.0,48.0,nan,61.0,50.0,nan,52.0,39.0,66.0,41.0,62.0,44.0,nan,32.0,13.0,24.0,5.0,62.0,nan,64.0
FA_Dur,nan,2.0,nan,nan,3.0,nan,6.0,3.0,7.0,nan,5.0,4.0,2.0,4.0,5.0,9.0,4.0,nan,8.0,2.0,5.0,2.0,nan,3.0,2.0,2.0,11.0,2.0,nan,4.0,5.0,2.0,6.0,5.0,4.0,3.0,8.0,3.0,3.0,6.0,nan,9.0,4.0,nan,2.0,2.0,2.0,nan,3.0,5.0,nan,2.0,4.0,2.0,5.0,4.0,4.0,nan,4.0,2.0,2.0,2.0,5.0,nan,4.0
Wet_BFL_Mag_10,151.4,196.9,217.5,330.0,215.0,178.39999999999998,365.5,274.0,110.4,172.8,143.60000000000002,196.0,21.0,156.9,201.20000000000002,170.0,456.6,123.9,343.8,409.4,246.3,193.8,277.0,387.6,345.5,108.6,50.300000000000004,738.2,478.5,290.0000000000001,206.20000000000002,297.0,689.1999999999999,504.0,257.0,355.0000000000001,145.5,234.0,188.0,110.80000000000001,168.20000000000002,244.3,421.4,77.20000000000002,571.6,246.0,434.0,452.0,361.2,378.2000000000001,131.8,323.2,280.6,211.6,793.5,536.0,164.1,165.8,386.29999999999995,671.5,615.8,161.0,247.0,58.68000000000004,60.86
Wet_BFL_Mag_50,638.5,2280.0,995.0,1240.0,684.0,816.0,1070.0,2565.0,444.0,942.0,745.0,1770.0,522.0,586.5,507.5,1300.0,3740.0,565.0,2115.0,788.0,1020.0,775.0,1940.0,791.0,1300.0,295.0,357.0,2320.0,1320.0,743.0,1020.0,980.0,5330.0,1060.0,1250.0,1440.0,1030.0,633.0,936.0,721.0,798.0,809.0,1530.0,455.5,1980.0,900.0,917.0,2110.0,1855.0,1725.0,767.0,1670.0,809.0,1170.0,2350.0,2740.0,715.5,607.0,1050.0,1570.0,1990.0,514.0,922.0,333.5,261.0
Wet_Tim,18.0,164.0,151.0,161.0,163.0,58.0,170.0,180.0,125.0,150.0,154.0,163.0,102.0,158.0,60.0,147.0,204.0,125.0,163.0,154.0,157.0,132.0,175.0,144.0,194.0,146.0,162.0,182.0,176.0,81.0,160.0,120.0,201.0,149.0,163.0,120.0,169.0,126.0,134.0,136.0,171.0,155.0,146.0,134.0,138.0,109.0,65.0,189.0,183.0,155.0,148.0,162.0,151.0,131.0,179.0,171.0,144.0,130.0,138.0,181.0,150.0,148.0,144.0,119.0,110.0
Wet_BFL_Dur,248.0,88.0,114.0,73.0,91.0,199.0,80.0,84.0,103.0,99.0,100.0,103.0,161.0,84.0,192.0,86.0,73.0,120.0,84.0,85.0,102.0,123.0,71.0,100.0,54.0,84.0,94.0,73.0,66.0,185.0,85.0,122.0,80.0,91.0,71.0,127.0,62.0,112.0,101.0,85.0,79.0,70.0,115.0,112.0,147.0,123.0,181.0,79.0,78.0,108.0,79.0,85.0,93.0,89.0,82.0,81.0,82.0,104.0,94.0,74.0,119.0,81.0,85.0,112.0,129.0
Peak_2,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0,3860.0
Peak_5,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0
Peak_10,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0,8374.0
