Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,210,260,23,39,8,51.00036051904248,19,0.046511627906976744,151,1920,109,30,35.7,91,79,103,122,103,2,6,3,3688.000000000002,956.5,1820.0000000000007,1,2,1
1981,155,250,19,32,2,114.70045518719965,64,0.03704974271012007,66,180,184,80,24.9,68,104,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1982,132,278,33,69.70000000000002,4,69.00030019192461,27,0.09090909090909091,37,1120,241,202,115.19999999999999,289,39,NA,175,80,NA,14,1,3688.000000000002,956.5,1820.0000000000007,NA,6,1
1983,83,309,28,36,7,531.7781699596932,25,0.024390243902439025,30,570,279,235,119,303,44,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1984,134,262,23,33.7,6,49.0019132953948,1,0.046052631578947366,170,804,92,66,40.5,256,26,NA,66.5,NA,NA,3,NA,3688.000000000002,956.5,1820.0000000000007,NA,2,NA
1985,182,288,20,80.50000000000003,NA,NA,NA,0.03333333333333333,92,224,196,166,47,65,30,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1986,210,268,19,28,3,91.99388860681582,55,0.027936590436590438,106,3180,162,58,94.4,254.5,104,139,147.5,148,2,13,9,3688.000000000002,956.5,1820.0000000000007,1,2,2
1987,143,274,13,18,NA,NA,NA,0.045454545454545456,86,110,188,76,30,86.5,112,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1988,199,304,12,44,3,43.963292418024906,44,0.043478260869565216,91,78,213,162,30,68,51,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1989,220,239,21,44.099999999999994,7,59.990366198942425,43,0.05063291139240506,60,735,179,42,69.4,262,137,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1990,201,309,16,19,4,78.03483730029856,23,0.038461538461538464,62,107,247,154,43,63.5,93,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1991,173,319,19,26,NA,NA,NA,0.04669331395348837,109,174,210,66,40,102.5,144,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1992,210,251,16,39.19999999999999,4,95.8065493051255,25,0.038838612368024134,90,133,161,35,25.800000000000004,104,126,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1993,187,304,21,30,7,76.97567529018258,29,0.0395778364116095,126,686,178,83,118.80000000000001,175,95,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1994,168,286,11,44.30000000000001,4,49.89299259313389,60,0.043478260869565216,117,109,169,44,32.3,60,125,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
1995,143,309,21,45.19999999999999,2,96.98889745740246,36,0.0476460578559274,35,835,274,186,141.5,308,88,NA,158,NA,NA,8,NA,3688.000000000002,956.5,1820.0000000000007,NA,4,NA
1996,146,264,21,51.5,2,780.8490002645517,72,0.04647039419429325,30,2140,234,148,81.2,230.5,86,NA,177.5,228,NA,5,3,3688.000000000002,956.5,1820.0000000000007,NA,2,1
1997,179,273,21,37.20000000000002,NA,NA,NA,0.03896103896103896,176,7600,97,53,52,181,44,93,90,91,1,8,4,3688.000000000002,956.5,1820.0000000000007,1,3,1
1998,154,315,25,63.70000000000002,4,95.97776894856477,56,0.03076923076923077,55,952,260,174,125.30000000000001,205,86,NA,174,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
1999,179,291,20,27,3,106.96969005512221,54,0.026936332305459824,64,628,227,124,123.9,221,103,NA,131,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2000,196,304,21,30.5,4,55.97516156966144,27,0.037037037037037035,151,329,153,49,90.60000000000002,153,104,NA,136,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2001,127,287,12,36,2,64.90482581179424,28,0.04083333333333333,77,165,210,76,44.5,88.5,134,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2002,133,300,19,50.8,2,53.00990671075601,5,0.029484207476093885,111,291,189,141,47,118,48,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2003,128,297,22,29,4,150.93785179194913,38,0.030303030303030304,78,493,219,152,92.2,158,67,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2004,174,293,23,67.40000000000003,NA,NA,NA,0.030303030303030304,120,290,173,114,66.6,95.5,59,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2005,131,309,26,55,5,79.98209723186571,19,0.031754032258064516,70,740,239,138,127,228.5,101,NA,230,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2006,149,283,26,42.20000000000002,2,484.98114772492903,62,0.02830188679245283,51,966,232,158,154,301.5,74,NA,150,91,NA,12,1,3688.000000000002,956.5,1820.0000000000007,NA,7,1
2007,176,301,20,41,3,58.99161062734458,23,0.037037037037037035,130,234,171,105,49.800000000000004,87,66,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2008,183,290,17,40.80000000000001,2,43.938725902437106,19,0.03636363636363636,105,182,185,74,45.3,94.5,111,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2009,168,294,22,37,3,80.95940592820858,32,0.030303030303030304,74,950,220,113,69,180,107,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2010,108,318,25,63.89999999999999,3,56.9585911111284,13,0.03279569892473118,66,273,252,156,71,162.5,96,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2011,204,315,27.5,53.70000000000002,4,448.7156334219102,23,0.03948051948051948,47,822,268,208,113,301.5,60,NA,122,NA,NA,3,NA,3688.000000000002,956.5,1820.0000000000007,NA,2,NA
2012,143,263,23,40,3,45.992210688757034,4,0.038834951456310676,51,651,212,59,65.8,212,153,NA,167,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2013,227,256,18,25.400000000000006,5,68.00747534770966,4,0.03278688524590164,79,167,177,137,54.400000000000006,101,40,NA,62,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2014,146,260,15,19,10,99.98033641852831,15,0.03896103896103896,66,147,194,77,22,83,117,NA,131,NA,NA,1,NA,3688.000000000002,956.5,1820.0000000000007,NA,1,NA
2015,193,275,11,44.80000000000001,NA,NA,NA,0.041666666666666664,137,126,138,98,19.700000000000003,45.5,40,NA,NA,NA,NA,NA,NA,3688.000000000002,956.5,1820.0000000000007,NA,NA,NA
2016,198,233,23,66.60000000000002,3,36.9998977687474,0,0.04366569690558053,64,929,169,67,118.60000000000002,163,102,NA,139,NA,NA,2,NA,3688.000000000002,956.5,1820.0000000000007,NA,2,NA
2017,263,258,35,69.80000000000001,7,219.98857666576407,15,0.08666666666666667,16,2220,242,177,178.60000000000002,491,65,115,175,173,5,45,19,3688.000000000002,956.5,1820.0000000000007,2,10,6
2018,188,272,19,39.30000000000001,3,566.8056758920878,46,0.029944414559799175,80,1980,192,37,65.2,261,155,NA,180,180,NA,3,2,3688.000000000002,956.5,1820.0000000000007,NA,2,2
2019,182,278,26,45.900000000000006,7,47.99525113269059,15,0.026217228464419477,26,1710,252,158,107.69999999999999,244,94,NA,189.5,NA,NA,9,NA,3688.000000000002,956.5,1820.0000000000007,NA,2,NA
