p10,p25,p50,p75,p90,metric,comid,result_type
52.9,121,214.5,243.75,251,DS_Dur_WS,8064519,observed
301.5,329,351.5,370.75,391.40000000000003,DS_Tim,8064519,observed
11.3,13,21.5,54.75,80.89999999999999,DS_Mag_50,8064519,observed
19,29.22500000000001,47.9,96.80000000000001,136.8,DS_Mag_90,8064519,observed
2,3,4,6,7.600000000000001,FA_Dur,8064519,observed
54.818773771094165,85.7513582203133,146.50008868883623,198.72315764949536,302.2250785651427,FA_Mag,8064519,observed
0,0,5,28.5,38.3,FA_Tim,8064519,observed
0.006764020050836365,0.008791251255893036,0.015384615384615385,0.024512012012012013,0.03930831594609921,SP_ROC,8064519,observed
18.6,23,39,87,129.39999999999998,SP_Dur,8064519,observed
212.20000000000002,317.25,389,510.75,1006.5000000000002,SP_Mag,8064519,observed
250.8,265,299,324,335.4,SP_Tim,8064519,observed
38.3,62.5,105.5,209.5,255.89999999999998,Wet_BFL_Dur,8064519,observed
11.930000000000003,21.75,38.6,88.60000000000001,157.69,Wet_BFL_Mag_10,8064519,observed
53.80000000000001,133.75,241.75,354.625,450.29999999999995,Wet_BFL_Mag_50,8064519,observed
37.300000000000004,103.25,193,226,243.5,Wet_Tim,8064519,observed
100.45,110.125,171.75,239.75,260.90000000000003,Peak_Tim_10,8064519,observed
215.8,235.375,248.25,256.25,263.1,Peak_Tim_2,8064519,observed
138.85000000000002,202.375,229,258.875,267.2,Peak_Tim_5,8064519,observed
1.3,1.75,2.5,3,3,Peak_Dur_10,8064519,observed
5.9,12.5,20.5,34,56.1,Peak_Dur_2,8064519,observed
1.7000000000000002,3.5,4,8.5,11.2,Peak_Dur_5,8064519,observed
1484.0000000000005,1484.0000000000005,1484.0000000000005,1484.0000000000005,1484.0000000000005,Peak_10,8064519,observed
516.5,516.5,516.5,516.5,516.5,Peak_2,8064519,observed
1138.0000000000002,1138.0000000000002,1138.0000000000002,1138.0000000000002,1138.0000000000002,Peak_5,8064519,observed
1,1,1.5,2,2,Peak_Fre_10,8064519,observed
1,1.75,3,4.25,6.100000000000001,Peak_Fre_2,8064519,observed
1,1,1.5,2.75,5,Peak_Fre_5,8064519,observed
