comid,metric,p10,p25,p50,p75,p90,source,result_type
17056582,Peak_Dur_2,1,1,4,10,29,inferred,predicted
17056582,Peak_Dur_5,1,1,2,3,6,inferred,predicted
17056582,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17056582,Peak_Fre_5,1,1,1,2,3,inferred,predicted
17056582,Peak_10,654.153480814626,718.372278559098,735.811565165369,854.1956701555749,1609.3955056783802,model,predicted
17056582,Peak_2,158.205245083265,165.07112002468398,171.89325418718002,233.34866789327702,489.033628411582,model,predicted
17056582,Peak_5,459.0929,513.4899,541.5409999999999,622.6885,920.194,model,predicted
17056582,DS_Dur_WS,132,147.322916666667,157.8375,169.041666666667,189.4925,model,predicted
17056582,DS_Mag_50,2.19302324374916,3.08823928029921,3.57124800794235,3.81239238782726,4.70329900966759,model,predicted
17056582,DS_Mag_90,4.84668966725542,6.23677255170542,6.96000000000002,8.50548695829157,11.9174770529503,model,predicted
17056582,DS_Tim,273.8,286.5,292.5,298.75,304.8775,model,predicted
17056582,FA_Dur,2,3,4,6,8,obs,predicted
17056582,FA_Mag,7.38240597758677,10.8735450304892,14.3968294725646,17.8042471523382,25.1415924731403,model,predicted
17056582,FA_Tim,14.8683333333334,26.5625,31,33.6666666666667,42.6875,model,predicted
17056582,Peak_Dur_10,1,1,1,2,4,obs,predicted
17056582,Peak_Fre_10,1,1,1,1,2,obs,predicted
17056582,SP_Dur,66.7125,79.9291666666666,86.05,97.375,120.166666666667,model,predicted
17056582,SP_Mag,61.4469721325394,72.3423397358211,83.4144261091799,114.440313746688,164.011183053061,model,predicted
17056582,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
17056582,SP_Tim,177.323333333333,189.2625,199,205.53125,223,model,predicted
17056582,Wet_BFL_Dur,76.4,102.73125,111.5,121,145.1025,model,predicted
17056582,Wet_BFL_Mag_10,7.44410890614331,8.81932781659127,11.5101265055199,13.5003703985045,19.0921639780246,model,predicted
17056582,Wet_BFL_Mag_50,25.2828979509394,28.7281566967817,32.8289150116518,42.9388340847497,54.4901082923445,model,predicted
17056582,Wet_Tim,69.5925,80,85,86.975,102.25,model,predicted
