Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1989,NA,323,NA,NA,NA,NA,NA,0.1333333333333333,46,3.6,277,275,0.09,0.35,2,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1990,NA,346,NA,NA,5,8.675775280086354,2,0.09549138804457949,310,23,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1991,31,340,0.3,0.4,4,24.635618960258405,31,0.14583333333333337,51,2.7,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1992,267,343,0.45,1.5,NA,NA,NA,0.18644067796610167,313,19,30,25,0.36,0.36,5,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1993,64,308,0.77,1.9,5,1.154225625325943,0,0.13559322033898316,25,190,283,39,0.45000000000000007,14,244,NA,274,NA,NA,11,NA,340.79999999999995,107,221,NA,1,NA
1994,408,196,0.12,1.8,NA,NA,NA,0.13896551724137932,165,25,31,25,0.22200000000000003,0.54,6,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1995,257,344,0.9,4.280000000000001,7,2.0840511606047247,33,0.21422182468694095,38,397,306,68,0.2,164.5,238,302,257,300,1,55,12,340.79999999999995,107,221,1,1,3
1996,81,292,0.7,1.9,4,12.090601677726335,26,0.14285714285714285,23,160,269,34,0.09,1.6,235,NA,264,NA,NA,5,NA,340.79999999999995,107,221,NA,1,NA
1997,267,358,1.5,4.1,NA,NA,NA,0.11999999999999993,100,11,258,251,0.65,1.4,7,NA,NA,NA,NA,NA,NA,340.79999999999995,107,221,NA,NA,NA
1998,288,312,1.5,3.1300000000000012,5,3.2384928607955388,31,0.0522413211998652,15,295,297,38,1.4,17.5,259,NA,280,291,NA,23,6,340.79999999999995,107,221,NA,1,1
1999,290,302,2,2.4,7,3.8799790009097,22,0.17323775388291518,24,107,278,44,2.2,10.5,234,NA,274,NA,NA,1,NA,340.79999999999995,107,221,NA,1,NA
2000,290,290,2,2.3,2,4.78371193769288,21,0.24999999999999992,18,164,272,46,1.4,13.5,226,NA,262,NA,NA,10,NA,340.79999999999995,107,221,NA,1,NA
