comid,metric,p10,p25,p50,p75,p90,source,result_type
17624441,Peak_Dur_2,1,1,3,7,16,inferred,predicted
17624441,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
17624441,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17624441,Peak_Fre_5,1,1,1,2,3,inferred,predicted
17624441,Peak_10,132.626222129166,154.104138519025,291.612560795857,553.981250739089,788.17988280058,model,predicted
17624441,Peak_2,18.7633108977171,36.2165356206814,51.180247008289,74.43479670192109,128.9094560326,model,predicted
17624441,Peak_5,79.24399,103.37700000000001,178.5229,340.342,640.9903,model,predicted
17624441,DS_Dur_WS,86.9466666666667,130.58125,176.133333333333,226.75,276.6425,model,predicted
17624441,DS_Mag_50,0,0.0462373156942129,0.175891946246534,0.318660264299028,0.644473960372433,model,predicted
17624441,DS_Mag_90,0.0339879163653028,0.17260318386131,0.451925203977551,0.993808939269038,2.12986797413878,model,predicted
17624441,DS_Tim,192,224.975,272,311.625,337,model,predicted
17624441,FA_Dur,2,3,4,7,9,obs,predicted
17624441,FA_Mag,1.18066048299986,2.32969321813641,4.70483331262255,12.2693918196387,22.3616370845678,model,predicted
17624441,FA_Tim,5.28916666666666,17.075,38.8875,48,62.505,model,predicted
17624441,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
17624441,Peak_Fre_10,1,1,1,1,2,obs,predicted
17624441,SP_Dur,21.865,40.9375,71,120.9375,157.1625,model,predicted
17624441,SP_Mag,2.8027973437619,8.93180995648704,28.5191324412624,79.2821686579529,170.247827355426,model,predicted
17624441,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
17624441,SP_Tim,145.163333333334,161.125,185.5,212.6,241.758333333333,model,predicted
17624441,Wet_BFL_Dur,40,68.875,108.291666666667,155.64375,195.246666666666,model,predicted
17624441,Wet_BFL_Mag_10,0.0483448881540217,0.195079095271583,0.491028034001626,0.806451147204197,1.20648212834585,model,predicted
17624441,Wet_BFL_Mag_50,0.565657988471511,0.939887928736527,1.52883161094016,2.73655399130211,5.1298302480801,model,predicted
17624441,Wet_Tim,23.2016666666667,47.2125,75.7,102,116.01,model,predicted
