p10,p25,p50,p75,p90,metric,comid,result_type
120.5,139,184.5,270,293.5,DS_Dur_WS,8200523,observed
184.39999999999998,208,238,314,338.6,DS_Tim,8200523,observed
0,0,1.6,9.7625,22.3,DS_Mag_50,8200523,observed
1.065499999999998,5.8725000000000005,26.03000000000001,82.025,196.50000000000003,DS_Mag_90,8200523,observed
2,3,3,4,6,FA_Dur,8200523,observed
21.588061814245663,29.679494212469848,54.97405024776555,89.62288106223211,123.49970594464979,FA_Mag,8200523,observed
2.3,4.5,22.5,57.25,68.4,FA_Tim,8200523,observed
0.059960753847394126,0.06799038978868666,0.0998980632008155,0.13014590932777487,0.21300160513643654,SP_ROC,8200523,observed
38.199999999999996,49,68,171,214.40000000000003,SP_Dur,8200523,observed
113,305,2970,8620,14980.000000000002,SP_Mag,8200523,observed
99.80000000000001,122,151,171,193.60000000000002,SP_Tim,8200523,observed
25.9,38,54,70.75,103.3,Wet_BFL_Dur,8200523,observed
0,1.75,23.330000000000005,167.47499999999997,525.0100000000001,Wet_BFL_Mag_10,8200523,observed
4.825000000000001,122.125,590.25,1658.75,2685.000000000001,Wet_BFL_Mag_50,8200523,observed
41.699999999999996,67.5,93.5,110,127.3,Wet_Tim,8200523,observed
129.75,133.125,138,146,155,Peak_Tim_10,8200523,observed
111.2,121.75,135.25,145.875,160.10000000000002,Peak_Tim_2,8200523,observed
123.5,137.75,148.75,167.125,170.05,Peak_Tim_5,8200523,observed
3.3,3.75,4.5,5.5,6.4,Peak_Dur_10,8200523,observed
6,13,18,29.25,37.2,Peak_Dur_2,8200523,observed
1,1.75,5,8.75,19.099999999999998,Peak_Dur_5,8200523,observed
18830.00000000003,18830.00000000003,18830.00000000003,18830.00000000003,18830.00000000003,Peak_10,8200523,observed
3065,3065,3065,3065,3065,Peak_2,8200523,observed
11320,11320,11320,11320,11320,Peak_5,8200523,observed
1,1,1.5,2,2,Peak_Fre_10,8200523,observed
1,2,2,2,3.3000000000000007,Peak_Fre_2,8200523,observed
1,1,1.5,2,2.5999999999999996,Peak_Fre_5,8200523,observed
