p10,p25,p50,p75,p90,metric,comid,result_type
150,184,199,223,264.8,DS_Dur_WS,17682316,observed
205.4,220,238,259,291.4,DS_Tim,17682316,observed
0.41400000000000003,0.54,0.59,1,3.0200000000000014,DS_Mag_50,17682316,observed
1.22,1.3000000000000003,1.7,5.519999999999999,8.56,DS_Mag_90,17682316,observed
1,2.5,5,6,8.2,FA_Dur,17682316,observed
2.871064761207408,4.146127718453984,8.137112246093473,12.175127945980861,17.3700626255816,FA_Mag,17682316,observed
19.5,24.25,26,59,65.6,FA_Tim,17682316,observed
0.03982475355969338,0.055555555555555684,0.060024009603841605,0.09878048780487796,0.1347553719908576,SP_ROC,17682316,observed
20.200000000000003,38,44,68,121.40000000000003,SP_Dur,17682316,observed
16.2,25,47,149,379.60000000000014,SP_Mag,17682316,observed
168.20000000000002,170,179,196,221.39999999999998,SP_Tim,17682316,observed
51.6,61,112,142,168.8,Wet_BFL_Dur,17682316,observed
1,1.3,1.8,9.2,11.470000000000002,Wet_BFL_Mag_10,17682316,observed
2.66,3.55,13,34,56.40000000000001,Wet_BFL_Mag_50,17682316,observed
26.400000000000002,51,76,108,118,Wet_Tim,17682316,observed
99.4,106,117,128,134.6,Peak_Tim_10,17682316,observed
107.20000000000002,128,135,148.25,162.5,Peak_Tim_2,17682316,observed
141.6,145.5,152,166.5,175.2,Peak_Tim_5,17682316,observed
1,1,1,1,1,Peak_Dur_10,17682316,observed
1,1.5,7,14,18,Peak_Dur_2,17682316,observed
1.2,1.5,2,2.5,2.8,Peak_Dur_5,17682316,observed
1344.0000000000002,1344.0000000000002,1344.0000000000002,1344.0000000000002,1344.0000000000002,Peak_10,17682316,observed
224,224,224,224,224,Peak_2,17682316,observed
812.0000000000007,812.0000000000007,812.0000000000007,812.0000000000007,812.0000000000007,Peak_5,17682316,observed
1,1,1,1,1,Peak_Fre_10,17682316,observed
1,1.5,4,4,6.8000000000000025,Peak_Fre_2,17682316,observed
1,1,1,2,2.5999999999999996,Peak_Fre_5,17682316,observed
