Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,248,317,38,77,NA,NA,NA,0.12595419847328243,38,6950,279,95,41,1820,184,NA,262,NA,NA,21,NA,9480,3540,7110,NA,3,NA
1981,280,268,41,77,NA,NA,NA,0.012987012987012988,12,1640,256,57,32.6,71,199,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1982,231,317,70,826,NA,NA,NA,0.14582534202787367,29,4060,288,106,54,2655,182,NA,256,260,NA,33,2,9480,3540,7110,NA,3,1
1983,217,336,71,93.4,5,1710.0032806977385,72,0.16308747855917666,53,10100,283,101,862,1940,182,279,261,265,2,51,16,9480,3540,7110,1,2,1
1984,240,294,65,131.1,NA,NA,NA,0.10145366444579043,48,6860,246,59,80,998,187,NA,234,NA,NA,16,NA,9480,3540,7110,NA,3,NA
1985,174,375,51,74,NA,NA,NA,0.0136986301369863,112,117,263,95,62.4,100,168,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1986,76,299,142.5,148,NA,NA,NA,0.23300970873786409,28,3540,271,97,76,2890,174,NA,246,NA,NA,31,NA,9480,3540,7110,NA,2,NA
1987,69,373,37,45,NA,NA,NA,0.024617482199666717,328,841,45,36,60.5,313.5,9,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1988,224,379,48,73,NA,NA,NA,0.158812729498164,34,130,345,276,41,67,69,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1989,295,272,58,214.60000000000002,NA,NA,NA,0.05534290271132376,14,2000,258,34,154,156.5,224,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1990,173,358,35,41.80000000000001,NA,NA,NA,0.10848577235772358,37,125,321,120,47,104,201,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1991,232,377,50,64,NA,NA,NA,0.043148148148148144,38,149,339,174,57.60000000000001,108,165,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1992,214,375,48.5,155,6,87.00219960012478,0,0.09761663286004058,44,118,331,99,49.8,78,232,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1993,NA,309,NA,NA,NA,NA,NA,0.14957028852056475,34,3430,275,61,179,1380,214,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1994,195,386,60,164,NA,NA,NA,0.025807525807525808,96,113,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
1995,238,328,68.5,149,NA,NA,NA,0.17333333333333334,42,11400,286,91,165,2630,195,281,270,279,3,29,9,9480,3540,7110,1,3,1
1996,133,299,80,128,NA,NA,NA,0.16658220720720723,63,3550,236,36,152,257.5,200,229,238,229,1,11,2,9480,3540,7110,1,2,1
1997,305,287,122,156.60000000000002,NA,NA,NA,0.26961483594864477,23,3600,264,198,118,139.5,66,94,242,94,2,27,3,9480,3540,7110,1,4,1
1998,257,316,71,142,NA,NA,NA,0.1310372527362185,30,7110,286,60,195.89999999999998,3195,226,NA,268,282,NA,31,1,9480,3540,7110,NA,2,1
1999,284,292,67.5,148.40000000000003,NA,NA,NA,0.060550423985463356,22,3970,270,63,164,1000,207,NA,262,NA,NA,8,NA,9480,3540,7110,NA,3,NA
2000,251,286,65,127,NA,NA,NA,0.14707700138151675,24,3540,262,52,183.4,518.5,210,NA,258,NA,NA,1,NA,9480,3540,7110,NA,1,NA
2001,175,376,58,118.6,NA,NA,NA,0.012195121951219513,136,157,240,69,50,88,171,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
2002,301,282,63.5,132,NA,NA,NA,0.03048780487804878,22,1040,260,85,71,162,175,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
2003,306,277,82.69999999999999,140,NA,NA,NA,0.1641025641025641,26,5500,251,34,164.3,194.5,217,NA,240,NA,NA,13,NA,9480,3540,7110,NA,1,NA
2004,294,280,70,141.39999999999998,NA,NA,NA,0.1610738255033557,30,1830,250,33,105,183,217,NA,NA,NA,NA,NA,NA,9480,3540,7110,NA,NA,NA
