Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,156,268,295,324.5,3,1389.9751382482164,24,0.023082386363636364,121,5370,147,59,464.6,781,88,NA,140,141,NA,3,1,17900.000000000004,8700,14220.000000000002,NA,1,1
1981,181,221,286,369,NA,NA,NA,0.025932513693736604,44,2530,177,119,281.6,602,58,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1982,187,251,323,469.2000000000001,10,712.98147170478,27,0.03804347826086957,51,5860,200,164,682.3,1180,36,NA,137.5,NA,NA,2,NA,17900.000000000004,8700,14220.000000000002,NA,2,NA
1983,119,282,353,427.4,5,547.9925446094126,22,0.06722689075630252,115,14000,167,95,520.8,2510,72,NA,149,118,NA,7,1,17900.000000000004,8700,14220.000000000002,NA,4,1
1984,185,209,325,423.79999999999995,3,663.9846467047558,31,0.036474501108647445,131,2960,78,43,437.40000000000003,965,35,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1985,215,254,289,392,NA,NA,NA,0.015381885372421331,192,1270,62,34,326.40000000000003,698,28,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1986,276,202,297.5,429,3,535.995557130173,59,0.06425176699975627,58,18700,144,41,595,1310,103,140,137,139,1,6,2,17900.000000000004,8700,14220.000000000002,1,1,1
1987,213,204,279,348.8,NA,NA,NA,0.023477259066319374,37,3900,167,55,387.4,540,112,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1988,219,284,241,416,NA,NA,NA,0.020389579539155912,173,1340,111,60,289.90000000000003,533.5,51,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1989,161,220,292,410,8,423.99191577291094,33,0.038620689655172416,47,2700,173,36,369.5,586.5,137,NA,160,NA,NA,2,NA,17900.000000000004,8700,14220.000000000002,NA,2,NA
1990,204,305,230,248.40000000000003,NA,NA,NA,0.016812468918124688,59,2050,246,231,254,359,15,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1991,228,262,214,247.3,NA,NA,NA,0.016576428123038292,75,894,187,44,221,556.5,143,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1992,150,301,259,383.69999999999993,NA,NA,NA,0.016908212560386472,130,2240,171,47,267.8,1080,124,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1993,94,327,300,315,4,454.9960027298441,28,0.017699115044247787,149,10200,178,93,483.40000000000003,1220,85,NA,170.5,NA,NA,3,NA,17900.000000000004,8700,14220.000000000002,NA,2,NA
1994,172,283,226,282.70000000000005,NA,NA,NA,0.014577259475218658,127,786,156,101,295,402,55,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
1995,199,268,323,440.8000000000002,10,357.9989989873107,39,0.029680124004791093,76,12400,192,103,614,1800,89,NA,173.5,134.5,NA,13,4,17900.000000000004,8700,14220.000000000002,NA,4,4
1996,164,264,341,483.60000000000014,3,2809.9279090382884,72,0.04319324247292325,117,12000,147,46,407.5,906.5,101,NA,143,NA,NA,1,NA,17900.000000000004,8700,14220.000000000002,NA,1,NA
1997,175,281,307,724.1999999999998,4,2079.9903864982593,49,0.02601837235815136,185,45000,96,34,666.3000000000001,1510,62,91,79.5,91,3,7,3,17900.000000000004,8700,14220.000000000002,1,2,1
1998,115,285,372,492.20000000000005,4,1109.9910178922023,46,0.046296296296296294,106,7060,179,89,1048,2570,90,NA,128,NA,NA,7,NA,17900.000000000004,8700,14220.000000000002,NA,3,NA
1999,202,262,340,420.9,NA,NA,NA,0.027260345586616774,83,2910,179,145,384.4,879,34,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
2000,251,245,333,433,2,542.0009944819527,41,0.038845726970033294,92,7820,153,55,847.0000000000002,2030,98,NA,136,NA,NA,1,NA,17900.000000000004,8700,14220.000000000002,NA,1,NA
2001,145,259,254,269.2,3,500.9446221017634,29,0.02048135913166588,100,2540,159,29,389.6,850,130,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
2002,179,253,292,325.6,7,411.993330194059,29,0.031914830432974994,156,7490,97,59,429.8,884,38,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
2003,172,251,341.5,459.6,6,674.9934993616474,38,0.03881987577639751,156,5040,95,29,326.4,1340,66,NA,88,NA,NA,1,NA,17900.000000000004,8700,14220.000000000002,NA,1,NA
2004,151,276,320,372,3,607.9890839314805,39,0.0196239806704923,124,8150,152,95,575.8,794,57,NA,139,139,NA,3,2,17900.000000000004,8700,14220.000000000002,NA,1,1
2005,122,317,362.5,474.9000000000001,5,691.91407253304385,18,0.014492753623188406,83,3880,234,173,521.8,873,61,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
2006,161,269,331,454,2,1439.9586095961959,37,0.03862664210798715,72,8610,197,124,760.2,1930,73,NA,89.5,NA,NA,3,NA,17900.000000000004,8700,14220.000000000002,NA,2,NA
2007,NA,238,NA,NA,NA,NA,NA,0.0175,90,3700,148,84,318.9,489,64,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,161,274,318,428,5,1059.9911232229117,3,0.035120540839321396,117,7670,157,24,512.9,1515,133,NA,148.5,NA,NA,2,NA,17900.000000000004,8700,14220.000000000002,NA,2,NA
2010,121,305,371,477,6,4039.8009246218535,13,0.03142559124785428,174,5250,131,62,533.1,1150,69,NA,NA,NA,NA,NA,NA,17900.000000000004,8700,14220.000000000002,NA,NA,NA
