p10,p25,p50,p75,p90,metric,comid,result_type
148.5,188.75,246,288,352.5,DS_Dur_WS,8037383,observed
157.6,200.5,245.5,267,315,DS_Tim,8037383,observed
5.8,6.1,10,11,11,DS_Mag_50,8037383,observed
6.300000000000001,11,12,12,13.1,DS_Mag_90,8037383,observed
2.4000000000000004,3,5,7.5,8,FA_Dur,8037383,observed
11.550928599200997,17.44431526177003,32.21173114059202,63.95546826607646,216.5598815424578,FA_Mag,8037383,observed
5.200000000000003,13.5,29,51.5,66.6,FA_Tim,8037383,observed
0.01644808743169393,0.03337041156840938,0.09090909090909091,0.2141057934508816,0.435003913313362,SP_ROC,8037383,observed
12,13,21,79,124.40000000000009,SP_Dur,8037383,observed
10.9,11,222.5,753.25,1859.0000000000016,SP_Mag,8037383,observed
0,91.5,161,234.25,256.5,SP_Tim,8037383,observed
18,19,52,111,119.20000000000002,Wet_BFL_Dur,8037383,observed
5.5,5.6,6,7.6,10.600000000000001,Wet_BFL_Mag_10,8037383,observed
5.66,6,11,54,301.80000000000024,Wet_BFL_Mag_50,8037383,observed
35,78.25,125,157,206,Wet_Tim,8037383,observed
98.35,109.375,127.25,157.5,190.8,Peak_Tim_10,8037383,observed
88.60000000000001,134.25,160,188.75,229.4,Peak_Tim_2,8037383,observed
91,108.25,140,197.75,230,Peak_Tim_5,8037383,observed
1.6,2.5,3,3.25,3.7,Peak_Dur_10,8037383,observed
1,1.75,7.5,14.25,25.1,Peak_Dur_2,8037383,observed
1,1,2.5,4,4.8999999999999995,Peak_Dur_5,8037383,observed
3293,3293,3293,3293,3293,Peak_10,8037383,observed
413.5,413.5,413.5,413.5,413.5,Peak_2,8037383,observed
2338,2338,2338,2338,2338,Peak_5,8037383,observed
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,8037383,observed
1,1,1.5,3,4.100000000000001,Peak_Fre_2,8037383,observed
1,1,1,1.25,2,Peak_Fre_5,8037383,observed
