comid,metric,p10,p25,p50,p75,p90,source,result_type
7960915,Peak_Dur_2,1,1,4,10,29,inferred,predicted
7960915,Peak_Dur_5,1,1,2,3,6,inferred,predicted
7960915,Peak_Fre_2,1,1,2,3,5,inferred,predicted
7960915,Peak_Fre_5,1,1,1,2,3,inferred,predicted
7960915,Peak_10,10829.1592183062,15117.5691361947,25115.837079228302,35771.2720873709,46239.29843315639,model,predicted
7960915,Peak_2,4539.51217886395,5926.34740140135,9200.14869372649,11157.779350898401,15592.4871606523,model,predicted
7960915,Peak_5,8624.97909150571,12971.959880063601,15527.8589580744,21073.7284749201,27245.570056561803,model,predicted
7960915,DS_Dur_WS,80.8,109.69375,141,176.4125,209,model,predicted
7960915,DS_Mag_50,69.6572307662587,107.276367011036,163.833340858244,223.67993582063,308.647334753767,model,predicted
7960915,DS_Mag_90,120.82544849632,174.617709937592,264.688734636191,398.825991137502,582.966140504395,model,predicted
7960915,DS_Tim,276.166666666667,287,299.5,311.125,327.5,model,predicted
7960915,FA_Dur,2,3,4,6,8,obs,predicted
7960915,FA_Mag,191.519990776218,309.392945295393,472.430056457462,836.149861414621,1651.36959520247,model,predicted
7960915,FA_Tim,6,12,23,30.10625,48.3791666666666,model,predicted
7960915,Peak_Dur_10,1,1,1,2,4,obs,predicted
7960915,Peak_Fre_10,1,1,1,1,2,obs,predicted
7960915,SP_Dur,44.7975,57,75.8958333333333,114.65,154.195833333333,model,predicted
7960915,SP_Mag,1418.39899666436,2385.75165018204,3277.90302387418,5415.2774834077,10653.776782779,model,predicted
7960915,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
7960915,SP_Tim,154.5,195.783333333334,225.3875,240,250.11,model,predicted
7960915,Wet_BFL_Dur,66.825,102.466666666666,142.85,177.15,198.9375,model,predicted
7960915,Wet_BFL_Mag_10,244.776129862988,347.171011845188,500.064793221081,654.491457354036,861.024036974671,model,predicted
7960915,Wet_BFL_Mag_50,655.363850771077,885.689679324593,1248.46702663358,1702.27582314246,2401.12000524961,model,predicted
7960915,Wet_Tim,38.77,52.825,74.1958333333334,98.3041666666666,117.41,model,predicted
