comid,metric,p10,p25,p50,p75,p90,source,result_type
17115743,Peak_Dur_2,1,4,13,29,47,inferred,predicted
17115743,Peak_Dur_5,1,1,2,5,12,inferred,predicted
17115743,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17115743,Peak_Fre_5,1,1,1,2,3,inferred,predicted
17115743,Peak_10,22806.8994021882,24902.0577866542,30415.7357678174,47163.0497775176,53601.2974096053,model,predicted
17115743,Peak_2,8601.07594916982,9412.09451828937,12916.6527831197,18130.8995006307,21628.6014902659,model,predicted
17115743,Peak_5,13982.31,18182.46,24049.42,29233.97,36341.88,model,predicted
17115743,DS_Dur_WS,136.6,169.39375,198.275,219.6375,237.91,model,predicted
17115743,DS_Mag_50,142.61749854546,223.444802840437,359.491513494803,494.007790708487,643.200573694946,model,predicted
17115743,DS_Mag_90,362.995214865442,546.639532144187,832.938330382216,1235.02799231486,1646.25870340451,model,predicted
17115743,DS_Tim,284.741666666667,295.75,308.183333333334,321.05,334.72,model,predicted
17115743,FA_Dur,2,2,3,5,7,obs,predicted
17115743,FA_Mag,382.352203465699,549.406679785351,877.209040942153,1331.59568501638,2043.89240534169,model,predicted
17115743,FA_Tim,10.16,23.2,40,47.175,57.0125,model,predicted
17115743,Peak_Dur_10,1,1,1,2,4,obs,predicted
17115743,Peak_Fre_10,1,1,1,1,1,obs,predicted
17115743,SP_Dur,47.4916666666666,55.975,67,79.425,90.655,model,predicted
17115743,SP_Mag,5751.4379859153,7279.75162359137,9756.62293276051,13303.853747638601,17184.1989232474,model,predicted
17115743,SP_ROC,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.0894094122687995,obs,predicted
17115743,SP_Tim,230.8975,235,245.55,253,261.166666666667,model,predicted
17115743,Wet_BFL_Dur,66.1125,80,98.3125,120.647916666667,150.8325,model,predicted
17115743,Wet_BFL_Mag_10,562.378431738064,753.242633795205,960.681195335865,1262.85797916782,1564.56092525879,model,predicted
17115743,Wet_BFL_Mag_50,1706.33424361558,2119.05370986628,2929.09015345798,3986.8004178531,5288.23130342307,model,predicted
17115743,Wet_Tim,109.925,133.591666666667,151.1625,160.98125,171,model,predicted
