comid,metric,p10,p25,p50,p75,p90,source,result_type
14997301,Peak_Dur_2,1,1,4,10,29,inferred,predicted
14997301,Peak_Dur_5,1,1,2,3,6,inferred,predicted
14997301,Peak_Fre_2,1,1,2,3,5,inferred,predicted
14997301,Peak_Fre_5,1,1,1,2,3,inferred,predicted
14997301,Peak_10,1508.4406605043698,2264.27112590575,4060.8979128071996,5287.7750814092,6479.54976182105,model,predicted
14997301,Peak_2,546.082376724725,701.9171071580389,1008.72916134726,1210.09243221338,1545.95217614949,model,predicted
14997301,Peak_5,1041.462,1412.9660000000001,1820.507,3106.69,3637.841,model,predicted
14997301,DS_Dur_WS,114.7625,143.71875,187.25,228,245.458333333333,model,predicted
14997301,DS_Mag_50,3.35813706713029,6.10781731033181,9.48489987542303,14.9106212326278,21.187413841791,model,predicted
14997301,DS_Mag_90,10.606856977343,18.1778391458296,29.9721757137338,50.2797966243108,75.3767171051941,model,predicted
14997301,DS_Tim,272.575,280.21875,290,303.2625,314.770833333333,model,predicted
14997301,FA_Dur,2,3,4,6,8,obs,predicted
14997301,FA_Mag,16.8072778969894,27.1349856016773,49.2442230279912,108.10134847504,231.340040420302,model,predicted
14997301,FA_Tim,9,16.5,27,41.84375,53.0033333333333,model,predicted
14997301,Peak_Dur_10,1,1,1,2,4,obs,predicted
14997301,Peak_Fre_10,1,1,1,1,2,obs,predicted
14997301,SP_Dur,39.6208333333334,45,54,63,79.76,model,predicted
14997301,SP_Mag,305.431884666021,451.007663131144,650.092692342892,914.442836403649,1229.90305115567,model,predicted
14997301,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
14997301,SP_Tim,212.196666666666,222.95,233,242.929166666667,248.6825,model,predicted
14997301,Wet_BFL_Dur,59.8625,75.4875,101.1625,138.791666666667,174.1375,model,predicted
14997301,Wet_BFL_Mag_10,30.5701162924972,41.778220173063,62.2145188881421,86.4488252152726,122.457085184566,model,predicted
14997301,Wet_BFL_Mag_50,82.1450275208518,114.034884321306,175.773328290059,244.529154382073,324.566057872626,model,predicted
14997301,Wet_Tim,61.15,87.8125,124.933333333334,149.802083333333,163.595,model,predicted
