metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,0,indeterminate,high,FALSE,8924041
DS_Tim,1,likely_unaltered,none_found,TRUE,8924041
DS_Mag_50,0,indeterminate,low,FALSE,8924041
DS_Mag_90,0,indeterminate,low,FALSE,8924041
FA_Mag,1,likely_unaltered,none_found,TRUE,8924041
FA_Tim,1,likely_unaltered,none_found,TRUE,8924041
SP_Dur,1,likely_unaltered,none_found,TRUE,8924041
SP_Mag,0,indeterminate,low,FALSE,8924041
SP_Tim,0,indeterminate,early,FALSE,8924041
Wet_BFL_Dur,0,indeterminate,low,FALSE,8924041
Wet_BFL_Mag_10,0,indeterminate,high,FALSE,8924041
Wet_BFL_Mag_50,0,indeterminate,low,FALSE,8924041
Wet_Tim,0,indeterminate,late,FALSE,8924041
Peak_10,1,likely_unaltered,none_found,TRUE,8924041
Peak_2,1,likely_unaltered,none_found,TRUE,8924041
Peak_5,1,likely_unaltered,none_found,FALSE,8924041
