p10,p25,p50,p75,p90,metric,comid,result_type
82,139.25,192.5,213.25,233.5,DS_Dur_WS,17574705,observed
206.2,241,270,287,322.6,DS_Tim,17574705,observed
21.5,23.75,26.5,28,31.5,DS_Mag_50,17574705,observed
27.400000000000006,28.75,32.5,48.25,50.5,DS_Mag_90,17574705,observed
3,3.5,5,6.5,7.4,FA_Dur,17574705,observed
43.792887538937656,53.49279498159392,61.96797461509969,210.49284884995654,385.9639803411318,FA_Mag,17574705,observed
0.6000000000000001,20,40,54,69.4,FA_Tim,17574705,observed
0.032701612903225805,0.03571428571428571,0.05594679186228482,0.07196173254835997,0.08129703177257525,SP_ROC,17574705,observed
26.6,32,71,119,181,SP_Dur,17574705,observed
40.6,71,415,1040,2998.0000000000014,SP_Mag,17574705,observed
136.8,161,182,217,244.60000000000002,SP_Tim,17574705,observed
50.5,54.5,88.5,173.5,239,Wet_BFL_Dur,17574705,observed
22.450000000000003,28.299999999999997,34.4,40.599999999999994,53.55,Wet_BFL_Mag_10,17574705,observed
34,40,51.5,82,161.75,Wet_BFL_Mag_50,17574705,observed
8.5,24.75,80.5,107.5,117.5,Wet_Tim,17574705,observed
106,113.5,126,138.5,146,Peak_Tim_10,17574705,observed
96,132,137.5,142,151,Peak_Tim_2,17574705,observed
114.19999999999999,134,138,141,147,Peak_Tim_5,17574705,observed
1.2000000000000002,1.5,2,2.5,2.8,Peak_Dur_10,17574705,observed
1,1,2,5,6.399999999999995,Peak_Dur_2,17574705,observed
1,1,1,1,2.1999999999999993,Peak_Dur_5,17574705,observed
5508,5508,5508,5508,5508,Peak_10,17574705,observed
1790,1790,1790,1790,1790,Peak_2,17574705,observed
5000,5000,5000,5000,5000,Peak_5,17574705,observed
1,1,1,1,1,Peak_Fre_10,17574705,observed
1,1,1,1,2.3999999999999986,Peak_Fre_2,17574705,observed
1,1,1,1,1,Peak_Fre_5,17574705,observed
