p10,p25,p50,p75,p90,metric,comid,result_type
59,79.25,106,128,140.3,DS_Dur_WS,14982092,observed
287.2,306.5,321,365,400.2,DS_Tim,14982092,observed
379.3,404.5,538.25,869.25,1038.6,DS_Mag_50,14982092,observed
587.1999999999999,699.5500000000001,1164,1441.5,1629,DS_Mag_90,14982092,observed
1,2,2,2,3.0999999999999996,FA_Dur,14982092,observed
699.787240841335,758.9922358100736,1149.9268610193528,1365.2323886657337,2935.962624135537,FA_Mag,14982092,observed
0,2.25,22.5,30.25,55.19999999999999,FA_Tim,14982092,observed
0.05833299226456022,0.06699132680060943,0.14493129375162042,0.17021157128679737,0.2133344315544829,SP_ROC,14982092,observed
70,76.5,105,140,186.8,SP_Dur,14982092,observed
1195,1387.5,2900,6265,8485,SP_Mag,14982092,observed
152,195,223.5,242.75,285,SP_Tim,14982092,observed
46.2,139,166,213,222.2,Wet_BFL_Dur,14982092,observed
370.88,407.6,672.0000000000001,1072,1624.0000000000007,Wet_BFL_Mag_10,14982092,observed
684.2,814,1960,2800,3520.0000000000005,Wet_BFL_Mag_50,14982092,observed
23.4,36,44,85,127.80000000000003,Wet_Tim,14982092,observed
138.1,138.25,138.5,138.75,138.9,Peak_Tim_10,14982092,observed
98.65,119.125,148.25,176.5,187,Peak_Tim_2,14982092,observed
105.5,107.75,124,145,155.8,Peak_Tim_5,14982092,observed
1.2000000000000002,1.5,2,2.5,2.8,Peak_Dur_10,14982092,observed
1.7000000000000002,10.25,15.5,38,60.8,Peak_Dur_2,14982092,observed
1.3,1.75,2,2.25,2.7,Peak_Dur_5,14982092,observed
29500,29500,29500,29500,29500,Peak_10,14982092,observed
5495,5495,5495,5495,5495,Peak_2,14982092,observed
21000,21000,21000,21000,21000,Peak_5,14982092,observed
1,1,1,1,1,Peak_Fre_10,14982092,observed
1,1.75,3,8.25,9.899999999999999,Peak_Fre_2,14982092,observed
1,1,1,1.25,1.7000000000000002,Peak_Fre_5,14982092,observed
