Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,150,324,308,323.1,NA,NA,NA,0.03333333333333333,163,2550,161,84,311.20000000000005,971,77,NA,121.5,104,NA,5,1,24890,8125,18500.000000000004,NA,2,1
1981,168,240,156,332,NA,NA,NA,0.014185110663983903,50,365,190,82,145.4,389,108,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1982,201,221,166,333,3,331.9995659453605,3,0.08803271631510977,24,9960,197,155,501.2,1210,42,NA,135.5,138,NA,7,1,24890,8125,18500.000000000004,NA,4,1
1983,155,254,99,350,5,493.9948137456988,30,0.048679653679653684,17,1150,237,181,520,1770,56,NA,117,NA,NA,9,NA,24890,8125,18500.000000000004,NA,5,NA
1984,57,344,326,342.4,NA,NA,NA,0.03027997565429093,141,344,203,160,337.9,671,43,NA,85,NA,NA,1,NA,24890,8125,18500.000000000004,NA,1,NA
1985,154,327,301.5,357.00000000000034,NA,NA,NA,0.011494632535094963,93,239,234,199,103,359,35,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1986,296,198,132.5,322.5,NA,NA,NA,0.06766917293233082,34,4990,164,49,353,2280,115,139,136,139,1,7,2,24890,8125,18500.000000000004,1,1,1
1987,105,324,117,120,1,322.99757060597716,5,0.022970339900411342,157,5500,167,39,83.4,404,128,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1988,156,356,219.5,402.5,4,217.0000611481478,24,0.007518796992481203,137,196,219,156,122,434,63,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1989,NA,194,NA,NA,6,242.98680350804432,54,NA,NA,467,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1990,NA,275,NA,NA,2,341.99982163900603,0,0.011503845524464082,27,1240,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1991,179,317,108,345.2,10,351.0002140122019,12,0.007117527862208713,69,188,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1992,204,244,141.5,151,2,353.99944134405825,10,0.009936444697400872,55,432,189,59,128,440,130,NA,NA,NA,NA,NA,NA,24890,8125,18500.000000000004,NA,NA,NA
1993,108,288,196.5,323,NA,NA,NA,0.03597122302158273,4,323,284,202,271,826.5,82,NA,111,NA,NA,3,NA,24890,8125,18500.000000000004,NA,1,NA
