p10,p25,p50,p75,p90,metric,comid,result_type
106.9,141.75,219,284.75,332.9,DS_Dur_WS,14993579,observed
226,243.5,258,283.75,294.4,DS_Tim,14993579,observed
8.3,9.125,9.7,10,11,DS_Mag_50,14993579,observed
9.475,9.9,11.5,16.75,18.4,DS_Mag_90,14993579,observed
2,2.25,4,5.75,7.700000000000001,FA_Dur,14993579,observed
18.904671087265438,21.21653695644219,25.974454517787876,48.81255724445215,69.42463650626405,FA_Mag,14993579,observed
3.5999999999999996,13.25,42,51.75,67.30000000000001,FA_Tim,14993579,observed
0.019785714285714216,0.021831262994612313,0.07298534798534799,0.10258548790658882,0.32850771568081116,SP_ROC,14993579,observed
13,23.5,50.5,95.75,180.10000000000002,SP_Dur,14993579,observed
12.9,16.5,47,426.25,1577.0000000000002,SP_Mag,14993579,observed
98,160.5,192.5,243.5,260.1,SP_Tim,14993579,observed
19.8,30,63,145,186.4,Wet_BFL_Dur,14993579,observed
8.708,9.3,10,13,15.660000000000002,Wet_BFL_Mag_10,14993579,observed
10,10.5,13.5,41,223.50000000000003,Wet_BFL_Mag_50,14993579,observed
16.6,26.25,95.5,191,222.29999999999998,Wet_Tim,14993579,observed
104.1,120.75,144,175.5,207.00000000000003,Peak_Tim_10,14993579,observed
21.55,100.25,212,236.75,251.8,Peak_Tim_2,14993579,observed
138.5,198.875,222,244,259.9,Peak_Tim_5,14993579,observed
2,2,2.5,4.5,7.200000000000001,Peak_Dur_10,14993579,observed
1,4,18,42.25,70.80000000000001,Peak_Dur_2,14993579,observed
1.7000000000000002,2.75,4.5,7.75,13.899999999999999,Peak_Dur_5,14993579,observed
1642.0000000000011,1642.0000000000011,1642.0000000000011,1642.0000000000011,1642.0000000000011,Peak_10,14993579,observed
71.5,71.5,71.5,71.5,71.5,Peak_2,14993579,observed
633.8000000000002,633.8000000000002,633.8000000000002,633.8000000000002,633.8000000000002,Peak_5,14993579,observed
1,1,1,1.5,2.4000000000000004,Peak_Fre_10,14993579,observed
1,1,2,3,5.200000000000003,Peak_Fre_2,14993579,observed
1,1,1,2.25,3.8999999999999995,Peak_Fre_5,14993579,observed
