comid,metric,p10,p25,p50,p75,p90,source,result_type
22534640,Peak_Dur_2,1,1,3,7,16,inferred,predicted
22534640,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
22534640,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22534640,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22534640,Peak_10,706.878225285788,1073.2629808153,2597.2514705073604,5255.418696545779,6992.97879019921,model,predicted
22534640,Peak_2,100.847359842716,129.915064644806,515.262717881272,945.31460207548,1531.0189280489,model,predicted
22534640,Peak_5,313.3491,638.5676,1892.01,3626.45,5116.654,model,predicted
22534640,DS_Dur_WS,75.68,115.075,162.625,209.8125,264.175,model,predicted
22534640,DS_Mag_50,0,0.210396125059101,2.82835101962965,6.91153994639519,12.7656167011307,model,predicted
22534640,DS_Mag_90,0.572442149287492,2.89759079573695,7.28509073788868,20.0387901479046,42.9555610391568,model,predicted
22534640,DS_Tim,215.7125,251.725,286,315.308333333334,335.623333333334,model,predicted
22534640,FA_Dur,2,3,4,7,9,obs,predicted
22534640,FA_Mag,9.09425835013105,24.0763985554407,64.1973112968478,159.45298447898,372.263388246307,model,predicted
22534640,FA_Tim,5.25,17.6333333333334,40.9166666666667,54.5,63,model,predicted
22534640,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
22534640,Peak_Fre_10,1,1,1,1,2,obs,predicted
22534640,SP_Dur,30.68,57.525,90,134.9,171.4275,model,predicted
22534640,SP_Mag,20.1889911470002,64.1045579178098,201.071899703235,512.718579841831,1330.39034329795,model,predicted
22534640,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
22534640,SP_Tim,145.718333333334,160.15,189,224.8125,253.6025,model,predicted
22534640,Wet_BFL_Dur,36.11,68.625,111.325,154.860416666666,193.3875,model,predicted
22534640,Wet_BFL_Mag_10,0.110448601619158,2.1675121437037,6.24671877408726,15.3333252542935,26.273814366773,model,predicted
22534640,Wet_BFL_Mag_50,5.46312530076877,13.860631148044,30.389595759759,60.9382758999586,99.7922231679048,model,predicted
22534640,Wet_Tim,27,45.11875,74.15,98.925,119.33,model,predicted
