comid,metric,p10,p25,p50,p75,p90,source,result_type
343159,Peak_Dur_2,1,1,4,10,29,inferred,predicted
343159,Peak_Dur_5,1,1,2,3,6,inferred,predicted
343159,Peak_Fre_2,1,1,2,3,5,inferred,predicted
343159,Peak_Fre_5,1,1,1,2,3,inferred,predicted
343159,Peak_10,4342.26839103274,6136.77836882376,13271.912026626498,15630.7290599395,15815.2013200515,model,predicted
343159,Peak_2,1863.31940874399,2570.57596416423,3632.82467233209,3707.8545980281897,4014.7532180744897,model,predicted
343159,Peak_5,3444.8883977388,5200.04377595105,7390.15579591669,8032.75114009857,8391.74900411925,model,predicted
343159,DS_Dur_WS,112.629166666666,153.58125,189.5,214.65,235.95,model,predicted
343159,DS_Mag_50,30.1264296366656,43.2655383483661,53.4944323761564,59.1636919721508,74.2823932700673,model,predicted
343159,DS_Mag_90,52.1325134258657,78.6234649273391,104.572681780041,149.139461921802,205.056905052955,model,predicted
343159,DS_Tim,280.25,285.61875,290.5,302.75,316,model,predicted
343159,FA_Dur,2,3,4,6,8,obs,predicted
343159,FA_Mag,76.5041282177364,98.0182453195807,131.456983230728,203.589064346635,404.086041502277,model,predicted
343159,FA_Tim,10,24,33,42.5166666666667,49.6375,model,predicted
343159,Peak_Dur_10,1,1,1,2,4,obs,predicted
343159,Peak_Fre_10,1,1,1,1,2,obs,predicted
343159,SP_Dur,43.5,51,57.8375,67.025,81.1625,model,predicted
343159,SP_Mag,1119.37993092538,1477.24433907267,1934.30699299807,2298.25694630605,3347.55296974486,model,predicted
343159,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
343159,SP_Tim,229.52,233.5,236.8,241,248.655,model,predicted
343159,Wet_BFL_Dur,66.6966666666667,79.3,99.75,129,169.35,model,predicted
343159,Wet_BFL_Mag_10,123.145145278126,183.186965100398,261.62575753419,293.279387715712,348.726670894161,model,predicted
343159,Wet_BFL_Mag_50,386.262476323822,536.215621625739,680.931652201312,788.612546415694,957.580091164122,model,predicted
343159,Wet_Tim,90.2958333333333,119.06875,139.0625,153.7,165.32,model,predicted
