p10,p25,p50,p75,p90,metric,comid,result_type
76.7,106.5,146.5,196,262.8,DS_Dur_WS,14997301,observed
193.9,252,288.5,325.5,364,DS_Tim,14997301,observed
5.695,6.5,9.85,11,12.250000000000004,DS_Mag_50,14997301,observed
6.563000000000001,7.575,12,13,18.200000000000017,DS_Mag_90,14997301,observed
2.1,3,4,5.25,6.9,FA_Dur,14997301,observed
20.30346534372568,23.740998405966664,36.983214709354456,307.72373027850267,394.5519000187055,FA_Mag,14997301,observed
16.2,18.75,37.5,64.25,68.6,FA_Tim,14997301,observed
0.032258064516129045,0.038370827285921616,0.06904761904761905,0.08333333333333333,0.12194149402320609,SP_ROC,14997301,observed
12.6,27,85,177,233.19999999999993,SP_Dur,14997301,observed
13,16.75,392.5,1105.25,2237.0000000000023,SP_Mag,14997301,observed
82.80000000000001,135,171,234,248.20000000000002,SP_Tim,14997301,observed
20,23,63,124,176,Wet_BFL_Dur,14997301,observed
5.57,6.5,7.1,9.99,11.959999999999999,Wet_BFL_Mag_10,14997301,observed
6.4,8.1,11,14,22.999999999999996,Wet_BFL_Mag_50,14997301,observed
22.800000000000004,35.75,84.5,114.75,141.4,Wet_Tim,14997301,observed
91.3,91.75,98,112.75,128.5,Peak_Tim_10,14997301,observed
77.19999999999999,124.25,139,182.5,209,Peak_Tim_2,14997301,observed
77.80000000000001,91.75,105.75,123,172.35,Peak_Tim_5,14997301,observed
1,1,1.5,2,2,Peak_Dur_10,14997301,observed
1,1,3,6,9,Peak_Dur_2,14997301,observed
1,1,2,3,3.3,Peak_Dur_5,14997301,observed
3945.000000000009,3945.000000000009,3945.000000000009,3945.000000000009,3945.000000000009,Peak_10,14997301,observed
550.5,550.5,550.5,550.5,550.5,Peak_2,14997301,observed
2396.000000000001,2396.000000000001,2396.000000000001,2396.000000000001,2396.000000000001,Peak_5,14997301,observed
1,1,1,1,1,Peak_Fre_10,14997301,observed
1,1,2,3,4.199999999999999,Peak_Fre_2,14997301,observed
1,1,1,2,2,Peak_Fre_5,14997301,observed
