p10,p25,p50,p75,p90,metric,comid,result_type
38,71.5,138,179.5,202,DS_Dur_WS,3953347,observed
293.6,322.75,354.5,360.5,379.1,DS_Tim,3953347,observed
161,227.5,321,386.75,720,DS_Mag_50,3953347,observed
219,263.1,426.2,726.95,999,DS_Mag_90,3953347,observed
2,3,4,5.5,7.199999999999999,FA_Dur,3953347,observed
392.1921873223814,482.5356284226042,620.977949169471,1300.0474099367307,1651.9992869439454,FA_Mag,3953347,observed
0.8000000000000007,4,7,25,52.19999999999999,FA_Tim,3953347,observed
0.008477008206474219,0.01092581956553599,0.020250569476082003,0.03825073855194337,0.06927193092678025,SP_ROC,3953347,observed
37.80000000000001,78.5,86,143,209.80000000000024,SP_Dur,3953347,observed
356.6,486,1300,3650,4548.000000000001,SP_Mag,3953347,observed
89.40000000000002,166.25,251,273,297.2,SP_Tim,3953347,observed
26,40.5,89,160.5,262,Wet_BFL_Dur,3953347,observed
151,271.5,591,1000.4,1350,Wet_BFL_Mag_10,3953347,observed
334.5,431.5,1225,3015,3110,Wet_BFL_Mag_50,3953347,observed
11,39.5,106,157,188,Wet_Tim,3953347,observed
97.80000000000001,99,142,189,239.39999999999998,Peak_Tim_10,3953347,observed
41.20000000000001,117,149.5,184.25,243.50000000000006,Peak_Tim_2,3953347,observed
91.5,109.125,162.5,206.25,234.89999999999998,Peak_Tim_5,3953347,observed
1.4,2,19,35,35,Peak_Dur_10,3953347,observed
2.9000000000000004,30,79,140.75,163.8,Peak_Dur_2,3953347,observed
10.200000000000001,21,30.5,44.5,60.099999999999994,Peak_Dur_5,3953347,observed
4990,4990,4990,4990,4990,Peak_10,3953347,observed
1655,1655,1655,1655,1655,Peak_2,3953347,observed
4030,4030,4030,4030,4030,Peak_5,3953347,observed
1,1,1,2,2,Peak_Fre_10,3953347,observed
1,1,1,3,4,Peak_Fre_2,3953347,observed
1,1,1,1.25,2.3,Peak_Fre_5,3953347,observed
