comid,metric,p10,p25,p50,p75,p90,source,result_type
8303456,Peak_Dur_2,1,1,3,6,10,inferred,predicted
8303456,Peak_Dur_5,1,1,1,2,4,inferred,predicted
8303456,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8303456,Peak_Fre_5,1,1,1,2,2,inferred,predicted
8303456,Peak_10,25998.725498622003,31740.5305223521,43087.5320162891,54700.5205343841,71087.7933232894,model,predicted
8303456,Peak_2,13004.4750858287,15144.670137700201,18854.3298337319,31641.3737844606,38485.3988020002,model,predicted
8303456,Peak_5,18993.14,26688.2,35173.45,44337.33,50179.09,model,predicted
8303456,DS_Dur_WS,130.241666666667,148.847916666666,170.95,198.6125,228.926666666667,model,predicted
8303456,DS_Mag_50,10.4695137037167,15.6540077186775,27.4070939562658,49.1300876489163,81.3823748150802,model,predicted
8303456,DS_Mag_90,69.3316030563348,96.725417256617,163.649829908913,257.804068242139,370.565181466864,model,predicted
8303456,DS_Tim,217.79,233,250,262.875,276.1325,model,predicted
8303456,FA_Dur,2,3,4,6,9,obs,predicted
8303456,FA_Mag,98.4358703406644,161.748743873847,279.73790382481,506.094969425391,945.59034715239,model,predicted
8303456,FA_Tim,7,14,22.325,29,42,model,predicted
8303456,Peak_Dur_10,1,1,1,2,3,obs,predicted
8303456,Peak_Fre_10,1,1,1,1,2,obs,predicted
8303456,SP_Dur,26,34.3375,43,60.63125,90.275,model,predicted
8303456,SP_Mag,1132.27608864655,1822.9831660539,3028.87417772375,6228.90437626789,11765.7595192759,model,predicted
8303456,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
8303456,SP_Tim,162.203333333333,176,187.75,203.34375,216.525,model,predicted
8303456,Wet_BFL_Dur,82.205,102.5,132.7,152,172.75,model,predicted
8303456,Wet_BFL_Mag_10,160.838958040213,243.455921329972,330.745526091806,485.725467616877,623.898882479394,model,predicted
8303456,Wet_BFL_Mag_50,689.927049914747,935.057022460591,1197.30456534011,1578.86660165777,1991.53975551293,model,predicted
8303456,Wet_Tim,44,55,60.95,66.25,77.61,model,predicted
