comid,metric,p10,p25,p50,p75,p90,source,result_type
17607945,Peak_Dur_2,1,1,3,6,10,inferred,predicted
17607945,Peak_Dur_5,1,1,1,2,4,inferred,predicted
17607945,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17607945,Peak_Fre_5,1,1,1,2,2,inferred,predicted
17607945,Peak_10,392.02402591660797,668.9836649403189,1069.3556448562802,1458.66772274264,2201.1719241471,model,predicted
17607945,Peak_2,61.99378171175071,133.231601833708,223.992515171857,408.707685866374,495.55248336923205,model,predicted
17607945,Peak_5,225.2767,421.4111,763.7672,1065.596,1534.165,model,predicted
17607945,DS_Dur_WS,134.3275,172.175,214.3375,246,275.85,model,predicted
17607945,DS_Mag_50,0,0.0282381857006365,0.216537641166272,0.556027391508307,0.889754228999282,model,predicted
17607945,DS_Mag_90,0.147564798457467,0.35502765853436,0.841002613906837,2.0381956369136,3.37758876336088,model,predicted
17607945,DS_Tim,187.475,209.84375,234.208333333333,263.95625,300.795,model,predicted
17607945,FA_Dur,2,3,4,6,9,obs,predicted
17607945,FA_Mag,0.88351631581062,2.4028736706309,5.85299719564803,15.6535129720603,34.1224486169599,model,predicted
17607945,FA_Tim,11,26.75,40.625,50.6666666666667,62.2,model,predicted
17607945,Peak_Dur_10,1,1,1,2,3,obs,predicted
17607945,Peak_Fre_10,1,1,1,1,2,obs,predicted
17607945,SP_Dur,22,33.9583333333333,54.8375,92.7708333333333,128.12,model,predicted
17607945,SP_Mag,8.87111044001619,22.5026954400689,62.7444228207808,169.238667737244,387.21448801455,model,predicted
17607945,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
17607945,SP_Tim,154.316666666666,160.5,175,186.75,208.5,model,predicted
17607945,Wet_BFL_Dur,44.5,62.3333333333333,86.8958333333333,118.1375,149.755,model,predicted
17607945,Wet_BFL_Mag_10,0.100750806765495,0.401133898497037,1.11789100759983,2.16543246536443,3.11657340717954,model,predicted
17607945,Wet_BFL_Mag_50,1.255652023079,2.19452423744809,3.99297037013549,6.23623206537396,11.2783347134958,model,predicted
17607945,Wet_Tim,50.1333333333333,76.2166666666667,85,97.5833333333333,107.94,model,predicted
