Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,238,252,1340,1476,NA,NA,NA,0.06629834254143646,79,4130,173,90,1350,3225,83,NA,107,NA,NA,9,NA,11100,5380,9810,NA,3,NA
1981,165,261,851,1276,NA,NA,NA,0.01303780964797914,76,3080,185,61,1340,1660,124,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1982,87,294,1320,1750.0000000000005,9,2969.9516508009588,48,0.0457280385078219,95,10000,199,139,1820,4950,60,143,170,150,4,66,12,11100,5380,9810,1,7,5
1983,124,271,1270,2900,NA,NA,NA,0.060246852034414766,85,9880,186,171,2720,3370,15,NA,146,172.5,NA,64,4,11100,5380,9810,NA,4,2
1984,NA,285,NA,NA,1,2889.695433166334,6,0.022675736961451247,85,6680,200,171,2930,5220,29,NA,100,76,NA,81,1,11100,5380,9810,NA,6,1
1985,197,267,1710,2982,3,4509.829700407776,19,0.04054054054054054,71,7830,196,NA,NA,NA,NA,NA,120,NA,NA,18,NA,11100,5380,9810,NA,4,NA
1986,156,251,1020,1800,4,3249.9897738585178,58,0.04516129032258064,88,10800,163,65,1688,3190,98,140,138,149,4,34,9,11100,5380,9810,1,1,2
1987,208,221,1020,1340,7,1810.0006138190427,1,0.028342278236748477,47,3260,174,133,1760,2200,41,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1988,193,286,1040,1418,NA,NA,NA,0.017699115044247787,133,2870,153,90,1330,1780,63,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1989,157,257,1320,1400,9,1789.9856521436673,54,0.10208396765790453,44,6290,213,100,1555,3270,113,NA,183,NA,NA,35,NA,11100,5380,9810,NA,2,NA
1990,170,259,1045,1350,NA,NA,NA,0.019230769230769232,76,2370,183,135,1400,1780,48,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1991,NA,281,NA,NA,NA,NA,NA,0.012180850187080716,186,2400,95,32,1322,1365,63,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1992,200,309,908,916,NA,NA,NA,0.017077798861480076,105,854,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1993,106,275,1050,1370,NA,NA,NA,0.05829596412556054,90,8640,185,42,911.3,3360,143,NA,207,174,NA,37,3,11100,5380,9810,NA,2,1
1994,234,273,912,984,NA,NA,NA,0.027704485488126648,224,1460,49,34,1370,1395,15,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
1995,168,278,1340,1350,NA,NA,NA,0.049523809523809526,48,5760,230,89,972,3570,141,NA,195,NA,NA,15,NA,11100,5380,9810,NA,2,NA
1996,156,254,1340,1440,5,3169.8470954148966,73,0.03269529731830548,106,12000,148,68,1350,4295,80,136.5,126,135,5,52,11,11100,5380,9810,2,3,2
1997,193,264,1150,1760,NA,NA,NA,0.03357096943843861,159,9710,105,61,1500,2850,44,92,80,91,5,48,10,11100,5380,9810,1,2,1
1998,116,281,1380,1410,3,1759.9840885841058,29,0.0641399416909621,36,6610,245,154,1969,4420,91,NA,174,NA,NA,60,NA,11100,5380,9810,NA,3,NA
1999,166,284,1380,1820,NA,NA,NA,0.023148148148148147,110,9060,174,143,1770,3300,31,NA,192.5,NA,NA,56,NA,11100,5380,9810,NA,4,NA
2000,268,271,1290,1330,NA,NA,NA,0.031007751937984496,108,5060,163,79,1830,3190,84,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2001,160,283,1035,1330,NA,NA,NA,0.004015462435700611,22,2110,261,88,1300,1670,173,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2002,228,291,886,1453,NA,NA,NA,0.012207527975584944,130,2490,161,84,1320,1610,77,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2003,195,292,1360,1630,5,1350.0371022792517,2,0.03932584269662921,71,3160,221,68,872.7,2620,153,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2004,244,296,921.5,1050,NA,NA,NA,0.011684153154380705,140,2340,156,35,1310,1330,121,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2005,154,279,1180,1360,6,1900.025220718099,69,0.0625,46,5380,233,59,841.6,1520,174,NA,229,NA,NA,1,NA,11100,5380,9810,NA,1,NA
2006,200,292,1300,1371,5,1850.0221290498566,62,0.05353266232484705,92,9880,200,133,1798.0000000000002,4350,67,92.5,168,93,2,55,5,11100,5380,9810,2,4,3
2007,216,284,1320,1380,NA,NA,NA,0.040268456375838924,110,4010,174,48,1320,2905,126,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2008,216,286,1320,1330,NA,NA,NA,0.019230769230769232,69,3060,217,83,1652,2710,134,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2009,134,286,1000,1300,NA,NA,NA,0.006993006993006993,91,1610,195,59,1320,1740,136,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2010,181,283,1030,1350,NA,NA,NA,0.014601652011723955,122,1470,161,107,1320,1320,54,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2011,219,288,1060,1340,8,1920.0423493533954,75,0.02313034188034188,73,4710,215,117,1326,2680,98,NA,182,NA,NA,3,NA,11100,5380,9810,NA,1,NA
2012,223,284,1020,1170,3,1669.9157324133082,36,0.029850746268656716,71,3950,213,72,1000,1430,141,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2013,240,251,968,1030,3,1619.924778061144,51,0.02790109436299814,69,2330,182,41,994,1510,141,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2014,NA,282,NA,NA,NA,NA,NA,0.020620748299319726,105,1810,177,52,968.1,1100,125,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2015,178,282,975.5,1030,3,1709.9884883071893,4,0.008771929824561403,87,1570,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,5380,9810,NA,NA,NA
2016,213,262,991,1646,NA,NA,NA,0.049079754601226995,86,4480,176,82,974.1,1785,94,NA,167,NA,NA,2,NA,11100,5380,9810,NA,1,NA
2017,247,270,1010,1210,2,2549.782498554931,40,0.047561369509043924,70,6910,200,91,1430,4300,109,NA,169,173,NA,34,3,11100,5380,9810,NA,4,1
2018,213,280,990,1050,NA,NA,NA,0.07017543859649122,49,3050,231,80,996.9000000000001,1625,151,NA,188,NA,NA,3,NA,11100,5380,9810,NA,1,NA
2019,258,278,985,1260,NA,NA,NA,0.06134969325153374,81,6860,197,70,957.9000000000001,1810,127,NA,188.5,NA,NA,5,NA,11100,5380,9810,NA,2,NA
2020,254,282,981.5,1260,NA,NA,NA,0.026183970856102003,70,3740,212,42,1030,1360,170,NA,205,NA,NA,1,NA,11100,5380,9810,NA,1,NA
