comid,metric,p10,p25,p50,p75,p90,source,result_type
8056663,Peak_Dur_2,1,1,4,10,29,inferred,predicted
8056663,Peak_Dur_5,1,1,2,3,6,inferred,predicted
8056663,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8056663,Peak_Fre_5,1,1,1,2,3,inferred,predicted
8056663,Peak_10,1807.4431718500898,2914.1091874848603,4058.04546786461,4985.392234456021,7405.4951324845,model,predicted
8056663,Peak_2,561.8452330953389,1078.7759895340598,1328.93562235435,1875.3535125334101,2278.17072955184,model,predicted
8056663,Peak_5,1189.78216715488,1843.37986110244,2682.24582297197,3415.8143630150603,4347.0633152706205,model,predicted
8056663,DS_Dur_WS,105.855,128.516666666666,158.395833333333,189.5,218.6375,model,predicted
8056663,DS_Mag_50,6.09721870077151,8.42343079335655,12.3643618015727,20.5680274811696,31.542270935475,model,predicted
8056663,DS_Mag_90,18.2367371403052,25.1349024497893,41.677567934117,56.6962178870438,84.2154089773159,model,predicted
8056663,DS_Tim,246.820833333333,264.95,283,297.7625,318.2,model,predicted
8056663,FA_Dur,2,3,4,6,8,obs,predicted
8056663,FA_Mag,27.9407688786566,44.2318012732062,75.5321075555403,140.99019724486,271.510135750958,model,predicted
8056663,FA_Tim,6,12.3104166666667,23,28.1166666666666,44.1375,model,predicted
8056663,Peak_Dur_10,1,1,1,2,4,obs,predicted
8056663,Peak_Fre_10,1,1,1,1,2,obs,predicted
8056663,SP_Dur,44.8683333333334,56.25625,78.45,115.135416666667,152.1525,model,predicted
8056663,SP_Mag,305.58750697658,484.906194994314,765.179675220868,1492.0184965245,2596.65823222252,model,predicted
8056663,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
8056663,SP_Tim,139.893333333333,179.45,210.3875,231.166666666667,244.016666666666,model,predicted
8056663,Wet_BFL_Dur,54.09,87.10625,134.5,167.2,192.583333333333,model,predicted
8056663,Wet_BFL_Mag_10,36.9030549003534,59.2499481423369,90.1434746150822,119.922050837265,144.37328583226,model,predicted
8056663,Wet_BFL_Mag_50,139.221792124273,189.567492869364,243.764429086602,299.344303508714,340.43539558034,model,predicted
8056663,Wet_Tim,43.8,56.3,68.25,85.6,98.6625,model,predicted
